,taxon,leaf_part_margin,leaf position,fruit_part_apex_shape,leaf_part_apex_shape,fruit_part_surface,flower_part_surface,leaf_part_venation_lateral,leaf_part_hair_shape,inflorescence_shape,leaf_part_venation,fruit_part_venation,part_color,article_surface,leaf_part_base_shape,leaf_part_hair_surface,leaf_part_lobe_shape,phyllichnia_shape,part_surface,leaf_part_color,inflorescence_surface,leaf_part_surface,fruit_part_shape,fruit_part_color,part_shape,leaf_part_margin_margin,flower_part_shape,leaf_part_shape,leaf_part_size_width,branch_length,inflorescence_size_width,part_size_width,part_size_length,fruit_part_size_width,leaf_part_size_length,part_size_diameter,part_size_thickness,article_width,inflorescence_size_length,fruit_part_size_thickness,article_length,leaf_part_size_thickness,leaflet_number,part_size_height,flower_part_size_length,fruit_part_size_length
571,Lithocarpus hypoglaucus,,,2,3,,,,,,5,,,,13,,,,2,,,8,83,,,16,,57,4.0,nan,nan,nan,11.0,1.45,6.375,nan,nan,nan,nan,1.0,nan,nan,nan,15.0,nan,1.8333333333333335
572,Lithocarpus irwinii,,,,3,,,,,,5,,,,27,,,,7,12,,23,86,,43,32,,17,3.0,nan,nan,nan,nan,2.1,8.0,nan,6.5,nan,nan,2.25,nan,3.0,nan,10.0,nan,2.8166666666666664
573,Lithocarpus iteaphyllus,,,9,3,7,,,,,5,,13,,27,,,,2,,,30,29,,43,16,,43,3.5,nan,nan,1.2,5.25,1.2,8.5,nan,2.0,nan,nan,0.35,nan,nan,nan,7.5,nan,4.466666666666667
574,Lithocarpus ithyphyllus,,,,32,,,,,,5,,,,15,,,,8,41,2,,29,23,35,16,,43,12.5,nan,nan,nan,nan,3.8,1.75,nan,2.0,nan,nan,0.5,nan,nan,nan,15.0,nan,3.75
575,Lithocarpus jenkinsii,,,,31,,,,,,5,,,,27,,,,2,,,,19,,,16,,17,9.0,nan,nan,nan,nan,nan,15.666666666666668,nan,nan,nan,nan,5.0,nan,nan,nan,10.0,nan,5.5
576,Lithocarpus kawakamii,,,,8,,,,,,15,,19,,2,,,,8,,,8,16,3,,,,45,6.1,nan,nan,2.0,8.5,2.4,11.0,nan,1.1,nan,nan,1.375,nan,nan,nan,nan,nan,1.5750000000000002
577,Lithocarpus konishii,,,9,6,7,,,,,4,,,,27,12,,,16,7,,21,83,,14,,,57,2.5,nan,nan,nan,nan,2.25,3.75,nan,1.75,nan,nan,3.125,nan,nan,nan,5.0,nan,2.9375
578,Lithocarpus laetus,,,,3,,,,,,15,,,,27,,,,9,,,22,49,,,16,,34,2.25,nan,nan,nan,nan,1.9,5.125,nan,nan,nan,nan,2.25,nan,nan,nan,30.0,nan,1.9333333333333333
579,Lithocarpus laoticus,,,9,8,,,,,,15,,0,,27,,,,9,18,,,19,,42,16,,17,6.5,nan,nan,nan,nan,2.075,9.0,nan,nan,nan,12.5,1.0,nan,nan,nan,20.0,nan,2.625
580,Lithocarpus lepidocarpus,,,,3,,,,,,5,,19,,27,,,,,18,,,86,,,16,,34,7.0,nan,nan,nan,nan,2.95,12.375,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.85
581,Lithocarpus leucodermis,,,,3,,,,,,5,,19,,27,,,,2,,,8,83,,35,,,43,nan,nan,nan,nan,1.1,2.1,6.833333333333334,nan,4.5,nan,nan,nan,nan,1.0,nan,25.0,nan,3.9833333333333334
582,Lithocarpus levis,,,,3,,,,,,15,,6,,27,,,,9,,,8,29,14,15,16,,25,5.5,nan,nan,nan,nan,1.4,8.875,nan,7.5,nan,nan,2.25,nan,1.0,nan,12.5,nan,3.1500000000000004
583,Lithocarpus listeri,,,,3,,,,,,15,,6,,27,,,,2,,,,,,43,16,,38,10.0,nan,nan,nan,nan,nan,15.75,nan,nan,nan,nan,nan,nan,nan,nan,15.0,nan,nan
584,Lithocarpus litseifolius,,,,8,7,,,,,15,,,,27,,,,9,33,,,16,23,36,16,,17,5.5,nan,nan,nan,35.0,1.6,7.5,nan,5.0,nan,nan,0.35,nan,nan,nan,20.0,nan,5.95
585,Lithocarpus litseifolius var. litseifolius,,,,,7,,,,,,,,,,,,,2,,,,,,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.1
586,Lithocarpus litseifolius var. pubescens,,,,,18,,,,,4,,,,,,,,8,,,,,,,,,,nan,nan,nan,nan,nan,1.35,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6.5
587,Lithocarpus longanoides,,,,46,7,,,,,5,,0,,,,,,8,12,,11,16,,,16,,57,2.5,nan,nan,nan,nan,nan,6.375,nan,nan,nan,nan,1.0,nan,nan,nan,13.0,nan,3.866666666666667
588,Lithocarpus longipedicellatus,,,,8,,,,,,15,,24,,27,,,,2,,,23,86,12,14,32,,17,4.5,nan,nan,nan,1.35,1.7000000000000002,4.666666666666667,nan,nan,nan,4.0,0.875,nan,nan,nan,20.0,nan,1.2
589,Lithocarpus longzhouicus,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
590,Lithocarpus lycoperdon,,,,8,17,,,,,15,,15,,27,,,,,5,,8,83,,43,16,,43,5.0,nan,nan,2.5999999999999996,2.25,2.0,7.125,nan,nan,nan,14.0,2.375,nan,nan,nan,30.0,nan,5.75
591,Lithocarpus macilentus,,,,3,7,,,,34,15,,,,27,11,,,,,8,23,83,,,16,,32,2.5,nan,nan,nan,nan,1.675,7.25,nan,nan,nan,nan,nan,nan,nan,nan,9.5,nan,5.3
592,Lithocarpus magneinii,,,,8,,,,,,5,,,,27,,,,,,,,16,,35,16,,45,5.0,nan,nan,1.9000000000000001,1.25,1.9,6.375,nan,nan,nan,8.0,2.916666666666667,nan,nan,nan,15.0,nan,2.0833333333333335
593,Lithocarpus mairei,,,,3,7,,,,,4,,,,27,,,,2,13,,,16,,,16,,32,2.75,nan,nan,nan,nan,1.425,4.325,nan,nan,nan,6.5,0.875,nan,nan,nan,10.0,nan,4.6875
594,Lithocarpus megalophyllus,,,2,8,,,,,,15,,16,,27,,,,2,18,,8,16,23,13,16,,47,9.5,nan,nan,2.5,7.0,2.625,9.15,nan,1.25,nan,nan,1.5,nan,4.5,nan,20.0,nan,4.45
595,Lithocarpus mekongensis,,,2,3,17,,,,,15,,,,27,,,,8,,,8,16,,35,16,,17,4.5,nan,nan,1.1,4.0,1.25,10.25,nan,5.5,nan,11.5,nan,nan,nan,nan,10.0,nan,6.75
596,Lithocarpus melanochromus,,,,3,,,,,,15,,,,27,,,,9,14,,20,16,,13,16,,43,2.25,nan,nan,nan,nan,1.5,4.25,nan,3.0,nan,5.5,0.75,nan,nan,nan,11.5,nan,8.0
597,Lithocarpus mianningensis,,,9,3,17,,,,,15,,12,,27,,,,8,32,,21,16,,,16,,57,3.875,nan,nan,nan,nan,2.5,5.9,nan,1.0,nan,nan,nan,nan,nan,nan,25.0,nan,6.9
598,Lithocarpus microspermus,,,,3,,,,,,15,,,,27,,,,11,,,8,83,,35,16,,43,6.5,nan,nan,9.0,4.0,nan,9.458333333333334,nan,5.0,nan,nan,0.35,nan,nan,nan,12.5,nan,8.333333333333334
599,Lithocarpus naiadarum,,,,3,17,,,,,10,,,,12,,,,9,,2,,86,,14,,,43,1.25,nan,nan,nan,nan,2.0,12.5,nan,3.0,nan,20.0,nan,nan,nan,nan,7.0,nan,1.5
600,Lithocarpus nantoensis,,,,18,,,,,,5,,6,,27,,,,2,23,2,,16,,,,,32,3.25,nan,nan,nan,nan,nan,9.0,nan,3.0,nan,13.0,nan,nan,nan,nan,15.0,nan,3.1166666666666667
601,Lithocarpus nitidinux,,,,3,,,,,,10,,,,27,,,,,18,2,21,16,,13,16,,43,5.0,nan,nan,nan,nan,2.5,11.75,nan,1.2,nan,nan,nan,nan,nan,nan,18.0,nan,1.35
602,Lithocarpus oblanceolatus,,,,3,,,,,,5,,,,27,,,,2,18,,21,16,,13,16,,41,5.5,nan,nan,nan,nan,2.275,12.5,nan,8.0,nan,nan,1.25,nan,nan,nan,15.0,nan,3.5666666666666664
603,Lithocarpus obovatilimbus,,,,32,,,,,,15,,,,27,,,,9,,6,21,29,23,13,16,,47,2.0,nan,nan,1.1,5.5,1.1,6.25,nan,nan,nan,nan,nan,nan,nan,nan,15.0,nan,3.375
604,Lithocarpus obscurus,,,,32,,,,,,5,,1,,36,,,,8,,2,,16,14,13,16,,52,6.0,nan,nan,1.25,7.0,1.75,9.75,nan,1.1,nan,22.5,nan,nan,nan,nan,30.0,nan,9.6
605,Lithocarpus oleifolius,,,,3,7,,,,,15,,,,27,,,,,,4,,86,,37,,,43,3.0,nan,nan,nan,nan,nan,6.625,nan,4.5,nan,nan,nan,nan,nan,nan,11.5,nan,4.2125
606,Lithocarpus pachylepis,,,2,24,17,,,7,,5,,,,27,,,,,,,,19,,14,9,,45,8.5,nan,nan,nan,nan,5.25,14.75,nan,5.0,nan,4.0,8.25,nan,nan,nan,15.0,nan,3.041666666666667
607,Lithocarpus pachyphyllus,,,9,18,7,,,,,15,,,,27,,,,,14,,,83,,43,16,,17,5.5,nan,15.0,nan,nan,2.65,8.175,nan,nan,nan,2.5,1.1,nan,3.0,nan,25.0,nan,2.2375
608,Lithocarpus pachyphyllus var. fruticosus,,,,,,,,,,,,,,,,,,,,,,,,,,,29,nan,nan,nan,nan,nan,nan,2.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
609,Lithocarpus pachyphyllus var. pachyphyllus,,,,,,,,,,,,,,,,,,,,,,,,,,,29,nan,nan,nan,nan,nan,nan,3.05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
610,Lithocarpus paihengii,,,,8,21,,,,,15,,,,27,,,,9,41,,8,83,14,37,16,,25,6.5,nan,nan,nan,nan,1.9,11.25,nan,7.0,nan,nan,nan,nan,2.0,nan,15.0,nan,4.0
611,Lithocarpus pakhaensis,,,,3,7,,,,,15,,,,27,,,,16,0,,8,16,,,16,,32,2.25,nan,nan,nan,nan,1.775,5.375,nan,4.75,nan,nan,1.0,nan,nan,nan,25.0,nan,1.6958333333333333
612,Lithocarpus paniculatus,,,9,18,,,,,,5,,,,27,,,,,,3,13,16,,42,16,,43,3.75,nan,nan,nan,nan,2.15,6.816666666666666,nan,5.5,nan,20.0,0.425,nan,nan,nan,15.0,nan,1.2666666666666666
613,Lithocarpus pasania,,,,,,,,,,,,8,,,,,,,,,,86,,19,,,,nan,nan,nan,nan,nan,nan,nan,nan,1.5,nan,nan,2.75,nan,3.5,nan,20.0,nan,12.625
614,Lithocarpus petelotii,,,,3,,,,7,,15,,,,27,,,,,,6,21,86,23,35,16,,17,4.75,nan,nan,3.0,1.15,3.15,7.625,nan,5.75,nan,20.0,nan,nan,nan,nan,28.0,nan,3.225
615,Lithocarpus phansipanensis,,,,34,,,,,,15,,,,27,,,,,41,,,,,43,,,47,3.25,nan,nan,nan,5.5,nan,4.625,nan,nan,nan,nan,nan,nan,nan,nan,3.0,nan,nan
616,Lithocarpus propinquus,,,9,3,7,,,,39,5,,6,,27,,,,2,,,23,74,,,16,,43,3.75,nan,nan,nan,nan,1.375,10.25,nan,nan,nan,nan,nan,nan,nan,nan,12.5,nan,6.362500000000001
617,Lithocarpus pseudoreinwardtii,,,9,8,21,,,,,5,,19,,27,,,,11,1,,8,90,,43,16,,57,5.0,nan,nan,2.0,2.05,1.6,6.375,nan,nan,nan,20.0,1.0,nan,nan,nan,20.0,nan,6.666666666666667
618,Lithocarpus pseudovestitus,,,,32,17,,,,,4,,,,27,,,,11,,,21,16,,14,16,,32,3.0,nan,nan,nan,nan,1.65,11.25,nan,1.0,nan,nan,0.425,nan,nan,nan,25.0,nan,3.3875
619,Lithocarpus pseudoxizangensis,,,,20,29,,,,,5,,,,27,,,,,,,24,19,,,16,,17,11.0,nan,nan,nan,9.5,2.8,15.5,nan,1.0,nan,nan,5.0,nan,nan,nan,20.0,nan,2.5
620,Lithocarpus qinzhouicus,,,,,,,,,,,,,,,,,,,,,,,,,,,32,2.5,nan,nan,nan,nan,nan,5.625,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
621,Lithocarpus quercifolius,,,,8,,,,,,5,,,,36,,,,9,,,,83,,14,,,43,2.0,nan,nan,2.25,3.5,2.2,5.5,nan,2.0,nan,nan,nan,nan,nan,nan,5.5,nan,1.9
622,Lithocarpus rhabdostachyus subsp. dakhaensis,,,,,7,,,,,,,,,,,,,7,,,21,16,,37,,,47,nan,nan,nan,8.5,23.0,2.75,1.5,nan,1.0,nan,30.0,0.875,nan,nan,nan,11.5,nan,1.95
623,Lithocarpus rosthornii,,,,18,7,,,,,4,,,,,,,,,,,20,83,,,16,,24,7.0,nan,nan,2.5,1.3,2.8,10.25,nan,4.5,nan,nan,0.5,nan,nan,nan,12.5,nan,4.65
624,Lithocarpus shinsuiensis,,,,6,,,,,41,15,,8,,27,,,,,14,,21,86,,,16,,34,3.5,nan,nan,nan,nan,2.2,7.125,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.9
625,Lithocarpus silvicolarum,,,9,23,7,,,,,5,,,,27,,,,7,12,,,83,,13,,,17,4.75,nan,nan,2.75,1.15,2.25,8.125,nan,1.1,nan,14.0,0.75,nan,nan,nan,20.0,nan,1.5
626,Lithocarpus skanianus,,,,3,7,,,0,,15,,,,27,5,,,,,8,21,83,,42,16,,24,6.5,nan,nan,nan,nan,1.9,6.0,nan,2.5,nan,nan,0.75,nan,nan,nan,20.0,nan,1.375
627,Lithocarpus sphaerocarpus,,,,8,17,,,,,5,,19,,27,,,,2,14,,30,16,14,37,16,,17,5.5,nan,nan,nan,nan,1.65,8.875,nan,9.5,nan,15.0,nan,nan,0.5,nan,15.0,nan,1.3833333333333333
628,Lithocarpus tabularis,,,,8,,,,,,15,,,,27,,,,,5,,,19,,45,16,,43,7.0,nan,nan,2.65,1.75,1.5,11.75,nan,8.0,nan,10.5,3.5,nan,nan,nan,30.0,nan,4.675
629,Lithocarpus taitoensis,,,,3,,,,,,15,,,,27,,,,2,,,,16,23,,16,,57,3.5,nan,nan,nan,nan,1.25,5.75,nan,5.0,nan,20.0,0.75,nan,nan,nan,20.0,nan,3.25
630,Lithocarpus talangensis,,,2,3,,,,,,4,,,,27,,,,9,18,,20,19,,45,16,,43,5.5,nan,nan,2.2,6.1,2.1,8.625,nan,6.5,nan,nan,nan,nan,nan,nan,20.0,nan,1.65
631,Lithocarpus tenuilimbus,,,,8,18,,,,,15,,,,27,,,,8,14,,,86,,45,16,,43,5.5,nan,nan,2.4,2.5,nan,8.75,nan,5.875,nan,nan,1.5,nan,nan,nan,25.0,nan,1.85
632,Lithocarpus tephrocarpus,,,,8,,,,,,15,,,,36,,,,4,5,,22,86,,,16,,80,9.5,nan,nan,nan,nan,nan,32.75,nan,nan,nan,nan,2.0,nan,5.0,nan,12.5,nan,6.25
633,Lithocarpus thomsonii,,,,3,,,,,35,15,,0,,2,,,,,14,,,22,,,32,,57,5.25,nan,nan,nan,nan,1.5,12.5,nan,nan,nan,7.5,nan,nan,nan,nan,9.0,nan,2.9333333333333336
634,Lithocarpus trachycarpus,,,,3,7,,,,,5,,,,27,,,,8,,,,16,9,43,16,,32,2.85,nan,nan,nan,nan,nan,6.325,nan,nan,nan,20.0,1.0,nan,0.5,nan,20.0,nan,1.4583333333333335
635,Lithocarpus triqueter,,,,3,,,,,,5,,,,27,,,,,18,,23,19,,42,16,,43,6.0,nan,nan,nan,nan,nan,11.125,nan,nan,nan,9.0,1.0,nan,nan,nan,nan,nan,2.2
636,Lithocarpus truncatus,,,3,16,,,,,,15,,24,,27,,,,9,,,21,19,,45,16,,43,5.0,nan,nan,nan,nan,2.775,9.375,nan,nan,nan,nan,1.0,nan,nan,nan,30.0,nan,3.125
637,Lithocarpus truncatus var. baviensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
638,Lithocarpus truncatus var. truncatus,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
639,Lithocarpus tubulosus,,,,21,28,,,0,,15,,,,36,11,,,16,,,13,37,3,,,,17,8.5,nan,nan,2.75,3.5,2.15,16.5,nan,5.0,nan,7.0,1.0,nan,1.0,nan,15.0,nan,1.3
640,Lithocarpus uvariifolius,,,9,8,17,,,,,5,,,,,,,,,,,20,22,,,6,,9,6.0,nan,nan,nan,nan,4.25,7.625,nan,nan,nan,nan,6.0,nan,3.5,nan,7.5,nan,2.75
641,Lithocarpus uvariifolius var. ellipticus,,,,3,,,,,,,,,,,,,,,,,,,,,16,,57,3.25,nan,nan,nan,3.5,nan,7.0,nan,nan,nan,nan,nan,nan,nan,nan,2.5,nan,nan
642,Lithocarpus uvariifolius var. uvariifolius,,,,34,,,,,,5,,,,,,,,,,,,,,,6,,47,7.5,nan,nan,nan,4.0,nan,15.5,nan,nan,nan,nan,nan,nan,nan,nan,12.5,nan,nan
643,Lithocarpus variolosus,,,,21,7,,,,,5,,0,,27,,,,,33,,,19,,13,16,,57,4.0,nan,nan,2.0,1.2,1.9,9.25,nan,3.0,nan,4.5,1.125,nan,nan,nan,20.0,nan,3.5
644,Lithocarpus xizangensis,,,3,8,,,,,,5,,,,27,,,,,18,,22,19,,,32,,17,12.0,nan,nan,nan,20.0,2.8,11.375,nan,nan,nan,nan,1.5,nan,nan,nan,30.0,nan,2.5
645,Lithocarpus xylocarpus,,,,8,,,,,,5,,,,27,,,,16,14,,30,19,,43,16,,43,3.5,nan,nan,nan,6.5,nan,6.5,nan,3.0,nan,nan,4.0,nan,nan,nan,30.0,nan,3.125
646,Lithocarpus yangchunensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
647,Lithocarpus yongfuensis,,,,3,7,,,,,5,,,,27,,,,,,,23,16,,14,16,,17,3.0,nan,nan,nan,5.825,2.1,8.5,nan,nan,nan,nan,nan,nan,nan,nan,16.0,nan,3.5
648,Quercus,,,,,,,,,,,,,,,,,,,,,,,,16,,,39,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
649,Quercus acrodonta,,,,3,,,,,,5,,24,,36,,,,16,22,,31,29,,13,,,17,1.75,nan,nan,nan,5.0,3.875,3.833333333333333,nan,nan,nan,nan,nan,nan,nan,nan,15.0,nan,6.5
650,Quercus acutissima,,,,3,22,,,,,5,,15,,27,,,,16,,,31,63,4,13,,,22,4.0,nan,nan,nan,1.75,1.9500000000000002,5.854166666666666,nan,nan,nan,nan,nan,nan,nan,nan,30.0,nan,2.375
651,Quercus aliena,,,,32,,,,,15,15,,8,,27,,,,,18,,8,29,,25,,,24,9.5,nan,nan,nan,nan,1.575,7.491666666666667,nan,nan,nan,nan,nan,nan,nan,nan,30.0,nan,1.6166666666666667
652,Quercus aliena var. acutiserrata,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
653,Quercus aliena var. aliena,,,,,,,,,,,,,,,,,,,7,,,,,,32,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
654,Quercus aliena var. pekingensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
655,Quercus aquifolioides,,,,32,7,,,6,15,15,,6,,25,3,,,16,,,22,63,14,39,16,,17,2.5,nan,nan,nan,nan,1.15,4.125,nan,nan,nan,1.5,nan,nan,nan,nan,10.0,nan,3.55
656,Quercus baronii,,,,3,18,,,,,5,,,,27,13,,,16,22,,22,63,23,13,,,82,1.65,nan,nan,nan,1.0,1.3,4.5,nan,nan,nan,1.25,nan,nan,nan,nan,15.0,nan,2.3375000000000004
657,Quercus bawanglingensis,,,,3,7,,,,,10,,,,36,,,,,,,,22,,,11,,57,2.0,nan,nan,nan,1.0,1.05,5.666666666666667,nan,nan,nan,nan,nan,nan,nan,nan,7.0,nan,3.2
658,Quercus chenii,,,,3,22,,,,,5,,,,12,,,,,13,,31,29,3,,,,32,2.625,nan,nan,nan,nan,1.4,5.725,nan,1.5,nan,nan,nan,nan,nan,nan,30.0,nan,2.666666666666667
659,Quercus cocciferoides,,,6,3,28,,,,15,5,,,,36,,,,16,,,31,86,,,24,,17,2.25,nan,nan,nan,2.5,1.25,5.5,nan,nan,nan,2.5,nan,nan,nan,nan,15.0,nan,1.1
660,Quercus dentata,,,,,7,,,4,,5,,24,,36,,,,16,23,,22,63,,39,32,,47,10.75,nan,nan,nan,nan,1.35,7.941666666666666,nan,nan,nan,2.0,nan,nan,nan,nan,25.0,nan,1.9
661,Quercus dolicholepis,,,,29,,,,,,15,,24,,27,,,,16,12,,31,86,,39,16,,17,2.875,nan,nan,nan,1.0,1.4,4.75,nan,nan,nan,nan,nan,nan,nan,nan,16.0,nan,2.05
662,Quercus engleriana,,,,3,7,,,,,15,,24,,36,7,,,16,,,31,74,,36,24,,32,4.0,nan,nan,nan,4.0,5.4,5.833333333333333,nan,nan,nan,3.0,nan,nan,nan,nan,25.0,nan,2.875
663,Quercus fabri,,,,3,7,,,7,15,5,,8,,27,11,,,16,13,,22,29,,,32,,47,5.5,nan,nan,nan,nan,5.225,7.5,nan,nan,nan,2.5,nan,nan,nan,nan,20.0,nan,5.533333333333333
664,Quercus franchetii,,,12,32,28,,,,,15,,24,,27,3,,,16,22,,31,86,14,13,24,,47,4.25,nan,nan,nan,5.0,1.15,4.833333333333333,nan,nan,nan,1.5,nan,nan,nan,nan,15.0,nan,1.35
665,Quercus fulvisericeus,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
666,Quercus griffithii,,,,3,,,,7,15,15,,24,,27,,,,7,7,,,32,,,28,,47,7.0,nan,nan,nan,nan,1.0,8.0,nan,nan,nan,1.35,nan,nan,nan,nan,25.0,nan,1.625
667,Quercus guyavifolia,,,8,32,7,,,7,15,5,,35,,36,3,,,16,5,,8,63,,,16,,43,3.25,nan,nan,2.0,1.9,nan,3.3333333333333335,nan,nan,nan,4.0,nan,nan,nan,nan,15.0,nan,1.775
668,Quercus kingiana,,,9,3,,,,7,,15,,,,36,,,,2,13,,31,29,,9,,,17,4.0,nan,nan,nan,nan,1.75,5.125,nan,nan,nan,nan,2.0,nan,nan,nan,12.0,nan,1.6666666666666667
669,Quercus lanata,,,,3,7,,,7,15,15,,8,,36,,,,9,7,,31,63,,,24,,38,5.75,nan,nan,nan,nan,1.125,7.1875,nan,nan,nan,9.0,1.0,nan,nan,nan,30.0,nan,1.2666666666666666
670,Quercus lodicosa,,,,20,,,,,,5,,8,,27,,,,16,33,,31,26,,,,,17,3.125,nan,nan,nan,nan,nan,6.466666666666667,nan,nan,nan,nan,nan,nan,nan,nan,17.5,nan,1.35
671,Quercus marlipoensis,,,,3,,,,,,4,,6,,36,,,,16,7,,31,,,23,,,17,7.35,nan,nan,nan,4.0,nan,9.133333333333333,nan,nan,nan,nan,nan,nan,2.0,nan,18.0,nan,nan
672,Quercus mongolica,,,,57,,,,,,5,,12,,15,,,,2,18,,22,32,,4,32,4,47,7.0,nan,nan,nan,nan,1.55,8.166666666666666,nan,nan,nan,1.25,nan,nan,nan,nan,30.0,1.15,1.95
673,Quercus monimotricha,9,,,29,,,,,,5,,6,,36,0,,,,7,,22,63,,13,,,17,2.1,nan,nan,nan,7.5,3.2,2.75,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,2.5125
674,Quercus multinervis,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
675,Quercus oxyphylla,,,,3,,,,7,,15,,15,,36,,,,9,13,,31,63,,39,,,38,3.075,nan,nan,nan,nan,1.2,3.9625,nan,nan,nan,nan,nan,nan,nan,nan,20.0,nan,2.458333333333333
676,Quercus palustris,,,9,3,18,,,,15,,0,6,,27,,,,2,23,,6,29,3,,,,57,8.5,nan,1.65,nan,nan,1.5,9.375,nan,nan,nan,1.1,nan,nan,nan,nan,25.0,nan,2.25
677,Quercus phillyreoides,,,,29,,,,,15,15,,8,,25,,,,9,23,,20,29,,36,28,,47,2.25,nan,nan,nan,3.5,0.925,3.75,nan,nan,nan,2.5,nan,nan,nan,nan,10.0,nan,3.833333333333333
678,Quercus rehderiana,,,,32,,,,7,,15,,6,,25,,,,16,5,,8,63,,13,16,,17,3.5,nan,nan,1.25,5.5,0.95,4.333333333333333,nan,nan,nan,9.75,nan,nan,nan,nan,20.0,nan,6.05
679,Quercus robur,,,,3,,,,,,5,,6,,15,,23,,2,23,,8,32,,25,,4,47,6.0,nan,nan,nan,nan,1.25,6.916666666666667,nan,nan,nan,nan,nan,nan,nan,nan,45.0,1.25,3.3166666666666664
680,Quercus semecarpifolia,,,,32,7,,,7,,5,,8,,25,8,,,,18,,22,26,8,25,16,,17,4.75,nan,nan,nan,6.0,2.0,5.0,nan,nan,nan,nan,nan,nan,nan,nan,30.0,nan,4.25
681,Quercus senescens,,,,,7,,,,,,,8,,,,,,16,18,,31,63,,13,,,82,1.85,nan,nan,nan,4.5,5.9750000000000005,3.25,nan,nan,nan,nan,nan,nan,nan,nan,15.0,nan,3.475
682,Quercus serrata,,,,3,,,,,15,15,,,,36,,,,,,,8,66,,,24,,72,6.0,nan,nan,nan,nan,1.05,7.333333333333333,nan,nan,nan,2.25,nan,nan,nan,nan,25.0,nan,3.783333333333333
683,Quercus setulosa,,,,3,,,,7,,5,,,,36,,,,2,23,,31,22,3,,,,57,3.0,nan,nan,nan,nan,5.45,4.333333333333333,nan,nan,nan,nan,nan,nan,nan,nan,20.0,nan,2.583333333333333
684,Quercus spinosa,,,,34,,,,,15,5,,,,25,3,,,,,,28,63,,,,,47,2.75,nan,nan,nan,5.0,6.0,2.666666666666667,nan,nan,nan,2.0,nan,nan,nan,nan,8.0,nan,3.783333333333333
685,Quercus tarokoensis,,,,3,7,,,7,,15,,8,,25,2,,,9,5,,31,63,,25,,,57,2.15,nan,nan,nan,nan,1.025,3.25,nan,nan,nan,nan,nan,nan,nan,nan,12.0,nan,3.7666666666666666
686,Quercus utilis,,,,29,,,,7,,4,,19,,27,,,,16,13,,31,29,3,39,28,,57,2.0,nan,nan,nan,2.0,7.0,3.5416666666666665,nan,5.0,nan,nan,nan,nan,nan,nan,10.0,nan,6.333333333333334
687,Quercus variabilis,,,9,3,22,,,,,5,,8,,36,,,,2,18,,31,63,3,,,,38,3.625,nan,nan,nan,nan,nan,5.9375,nan,nan,nan,nan,nan,nan,nan,nan,30.0,nan,1.75
688,Quercus yunnanensis,,,,3,,,,4,8,5,,15,,27,,,,16,22,,31,63,,43,,,17,13.0,nan,nan,nan,nan,1.5,9.916666666666666,nan,nan,nan,3.0,nan,nan,nan,nan,20.0,nan,1.95
689,Annamocarya,,,,,23,,,,,6,,,,,,,,,,,,,,,16,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
690,Annamocarya sinensis,,,0,3,,,,,,,,,,34,2,,,2,,,8,32,,,,,17,6.5,nan,nan,nan,nan,5.0,22.583333333333332,nan,nan,nan,14.0,nan,nan,nan,nan,30.0,4.5,7.0
