part_color
black,0
black-brown,1
black-gray,2
black-purple,3
blue-gray,4
bronze,5
brown,6
brown-golden,7
brown-gray,8
brown-gray-yellow,9
brown-green,10
brown-orange,11
brown-purple,12
brown-red,13
brown-tan,14
brown-yellow,15
glaucous,16
glaucous-green,17
golden,18
gray,19
gray-pruinose,20
gray-red,21
gray-silver,22
gray-white,23
gray-yellow,24
green,25
green-yellow,26
orange,27
orange-pink,28
orange-red,29
orange-tan,30
orange-yellow,31
pink,32
purple,33
purple-red,34
red,35
tan,36
white,37
white-yellow,38
yellow,39
