,taxon,taxon_id,link,path,part_color,leaf_part_hair_surface,fruit_part_venation,leaf_part_apex_shape,part_shape,fruit_part_shape,leaf_part_color,leaf_part_base_shape,leaf_part_venation,leaf_part_shape,leaf_part_surface,leaf_part_margin,leaf_part_hair_shape,part_surface,flower_part_shape,flower_part_surface,fruit_part_surface,leaf_part_venation_lateral,fruit_part_color,leaf_part_lobe_shape,leaf_part_margin_margin,inflorescence_shape,part_size_length,inflorescence_size_width,flower_part_size_length,fruit_part_size_length,inflorescence_size_length,fruit_part_size_width,leaf_part_size_length,leaf_part_size_width,part_size_height,leaf_part_size_thickness,part_size_diameter
55,Casuarina cunninghamiana,200005532,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=200005532,data/eFloras/Casuarinaceae_1/treatments/taxon_id_200005532.html,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
56,Casuarina cunninghamiana subsp. cunninghamiana,233500328,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=233500328,data/eFloras/Casuarinaceae_1/treatments/taxon_id_233500328.html,['brown-gray'],[],[],[],['angular'],[],[],[],[],['acute'],[],[],[],['pubescent'],[],[],['pubescent'],[],[],[],[],[],10.5,nan,5.5,7.0,nan,5.0,nan,nan,nan,nan,nan
57,Casuarina equisetifolia,200005533,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=200005533,data/eFloras/Casuarinaceae_1/treatments/taxon_id_200005533.html,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
58,Casuarina equisetifolia subsp. equisetifolia,233500329,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=233500329,data/eFloras/Casuarinaceae_1/treatments/taxon_id_233500329.html,"['black', 'brown-gray']",[],[],[],['angular'],[],[],[],[],['acute'],[],[],[],['pubescent'],[],[],"['pubescent', 'tomentose']",[],[],[],[],[],6.0,nan,6.5,12.5,nan,10.0,nan,nan,nan,nan,nan
59,Casuarina glauca,200005534,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=200005534,data/eFloras/Casuarinaceae_1/treatments/taxon_id_200005534.html,['brown-gray'],[],[],[],['convex-orbicular'],[],[],[],[],['acute'],[],[],[],['glabrous'],[],[],"['pubescent', 'glabrous']",[],['white'],[],[],[],8.0,nan,7.5,8.875,nan,8.0,nan,nan,nan,nan,nan
60,Casuarinaceae,10167,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=10167,data/eFloras/Casuarinaceae_1/treatments/taxon_id_10167.html,[],[],[],[],"['elongate', 'slender']","['', 'conelike']",[],[],[],[''],[],[],[],[],['branched'],[],[],[],[],[],[],[],nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
61,Castanea,105816,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=105816,data/eFloras/Fagaceae_1/treatments/taxon_id_105816.html,[],[],[],[],[],"['convex', 'branched']",[],[],"['parallel', 'vein']",['ovoid'],[],['tooth'],[],[],[],[],[],[],[],[],[],['orbicular'],nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
62,Castanea dentata,233500325,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=233500325,data/eFloras/Fagaceae_1/treatments/taxon_id_233500325.html,['gray'],[],[],"['acute', 'acuminate']",[],['obovate'],[],['cuneate'],[],['obovate'],['glabrous'],['tooth'],[],"['smooth', 'glabrous']",[],[],['glabrous'],[],[],[],['serrate'],[],5.0,nan,nan,17.25,nan,21.5,99.5,65.0,nan,nan,nan
63,Castanea ozarkensis,233500326,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=233500326,data/eFloras/Fagaceae_1/treatments/taxon_id_233500326.html,['brown'],[],[],"['acute', 'acuminate']",[],['orbicular'],['white'],"['cuneate', 'cordate', 'orbicular']",[],['obovate'],"['surface', 'glabrate']",['acuminate-tooth'],[],['glabrous'],[],[],[],['vein'],[],[],['serrate'],[],10.0,nan,nan,13.166666666666666,nan,11.0,75.75,65.0,nan,nan,nan
64,Castanea pumila,233500327,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=233500327,data/eFloras/Fagaceae_1/treatments/taxon_id_233500327.html,"['brown', 'gray']",[],[],[],[],"['ovate', 'orbicular']",[],"['cordate', 'orbicular']",['vein'],['elliptic'],"['surface', 'puberulent', 'glabrate']",['acuminate-tooth'],[],"['glabrate', 'smooth']",[],[],[],[],[],[],['serrate'],[],nan,nan,14.0,6.5,nan,nan,61.75,50.0,nan,nan,nan
65,Chrysolepis,106995,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=106995,data/eFloras/Fagaceae_1/treatments/taxon_id_106995.html,[],[],[],[],"['subglobose', 'ovoid']","['orbicular', 'branched']",[],[],['vein'],[],[],[],[],[],[],[],[],[],['yellow'],[],"['toothed', 'entire']",[],nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
66,Chrysolepis chrysophylla,220002877,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=220002877,data/eFloras/Fagaceae_1/treatments/taxon_id_220002877.html,['yellow'],[],[],"['acute', 'acuminate']",[],[],[],[],['midrib'],[],[],[],[],[],[],[],"['surface', 'glabrous']",[],"['brown', 'yellow']",[],['entire'],[],nan,nan,nan,10.0,nan,nan,6.5,nan,nan,nan,nan
67,Chrysolepis chrysophylla var. chrysophylla,233500372,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=233500372,data/eFloras/Fagaceae_1/treatments/taxon_id_233500372.html,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
68,Chrysolepis chrysophylla var. minor,233500373,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=233500373,data/eFloras/Fagaceae_1/treatments/taxon_id_233500373.html,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
69,Chrysolepis sempervirens,233500374,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=233500374,data/eFloras/Fagaceae_1/treatments/taxon_id_233500374.html,"['brown', 'gray', 'yellow']",[],[],['obtuse'],[],[],"['glaucous', 'golden']",[],[],['oblong'],"['surface', 'glabrate', 'pubescent']",[],[],['smooth'],[],[],"['surface', 'glabrous']",[],"['brown', 'yellow']",[],['entire'],[],0.2,nan,nan,10.5,nan,nan,27.5,nan,nan,nan,nan
70,Fagaceae,10338,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=10338,data/eFloras/Fagaceae_1/treatments/taxon_id_10338.html,[],[],[],[],[],['straight'],[],[],['veined'],[],"['surface', 'pubescent']","['entire', 'dentate']",[],[],[],[],['membranous'],[],[],['unlobed'],['serrate'],[],nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
71,Fagus,112623,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=112623,data/eFloras/Fagaceae_1/treatments/taxon_id_112623.html,[],[],[],[],[],[],[],[],"['parallel', 'vein']",['acute'],[],['tooth'],[],[],[],[],"['surface', 'prickly']",[],[],[],[],[],nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
72,Fagus grandifolia,233500645,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=233500645,data/eFloras/Fagaceae_1/treatments/taxon_id_233500645.html,"['brown', 'gray']","['surface', 'silky']",[],['acuminate'],"['straight', 'fusiform']",[],[],"['cuneate', 'subacute']",['midrib'],['ovate'],"['villose', 'glabrous']",[],['straight'],"['smooth', 'silky', 'glabrous']",[],[],"['puberulent', 'glabrous']",[],"['brown', 'brown-red']",[],[],[],17.5,nan,nan,17.5,nan,14.0,49.0,50.0,nan,nan,nan
73,Lithocarpus,118733,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=118733,data/eFloras/Fagaceae_1/treatments/taxon_id_118733.html,[],[],[],[],['ovate'],"['cup-shaped', 'orbicular']",[],[],"['parallel', 'vein']",[],[],[],[],[],[],[],[],[],[],[],"['serrate', 'toothed', 'entire']",[],nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
74,Lithocarpus densiflorus,233500750,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=233500750,data/eFloras/Fagaceae_1/treatments/taxon_id_233500750.html,"['brown', 'gray', 'yellow']",[],[],[],[],"['recurved', '', 'spheric']","['gray', 'blue-green']",[],[],['convex'],"['surface', 'glabrate']",['toothed'],[],"['smooth', 'tomentose']",[],[],"['glabrate', 'tomentose']",[],['brown-yellow'],[],[],[],20.0,nan,nan,25.0,nan,nan,90.0,nan,nan,nan,nan
75,Lithocarpus densiflorus var. densiflorus,233500751,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=233500751,data/eFloras/Fagaceae_1/treatments/taxon_id_233500751.html,[],[],[],[],[],[],[],[],"['impressed', 'vein']",['convex'],[],[],[],['tomentose'],[],[],[],[],[],[],[],[],20.0,nan,nan,nan,nan,nan,120.0,nan,nan,nan,nan
76,Lithocarpus densiflorus var. echinoides,233500752,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=233500752,data/eFloras/Fagaceae_1/treatments/taxon_id_233500752.html,[],[],[],[],[],[],[],[],"['impressed', 'vein']",[],[],[],[],['tomentose'],[],[],[],[],[],[],[],[],2.0,nan,nan,nan,nan,nan,60.0,nan,nan,nan,nan
77,Quercus,127839,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=127839,data/eFloras/Fagaceae_1/treatments/taxon_id_127839.html,[],[],[],[],"['', 'ovoid', 'spheric']",['orbicular'],[],[],"['parallel', 'vein']",[],[],['toothed'],[],[],[],[],[],[],[],['unlobed'],['entire'],[],nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
78,Quercus Sect. Lobatae,302020,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=302020,data/eFloras/Fagaceae_1/treatments/taxon_id_302020.html,"['brown', 'gray', 'black']",[],[],[],[],[],[],[],[],[],[],[],[],['smooth'],"['cymbiform', 'linear-spatulate']",[],[],[],[],['unlobed'],"['toothed', 'entire']",[],nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
79,Quercus Sect. Protobalanus,302027,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=302027,data/eFloras/Fagaceae_1/treatments/taxon_id_302027.html,"['gray-white', 'brown-red']",[],[],[],[],[],[],[],[],[],[],[],[],['smooth'],['dilated'],[],[],[],[],[],"['toothed', 'entire']",[],nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
80,Quercus Sect. Quercus,302029,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=302029,data/eFloras/Fagaceae_1/treatments/taxon_id_302029.html,"['brown', 'gray', 'black', 'white']",[],[],[],[],[],[],[],[],[],[],[],[],['smooth'],"['dilated', 'subulate']",[],[],[],[],['unlobed'],"['toothed', 'entire']",[],nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
81,Quercus acerifolia,233501004,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=233501004,data/eFloras/Fagaceae_1/treatments/taxon_id_233501004.html,"['black', 'gray', 'brown-gray', 'brown-red']",[],[],['acute'],"['ellipsoid', 'ovoid']","['oblong', 'acute', 'cup-shaped', 'ovoid', 'obtuse']",[],"['cordate-truncate', 'obtuse']",['vein'],['elliptic'],"['surface', 'glabrous']",[],[],"['pubescent', 'glabrous']",[],[],"['surface', 'puberulent', 'pubescent', 'glabrous']",[],"['brown', 'brown-red']",['oblong-ovate'],[],[],nan,nan,nan,11.125,nan,13.5,47.333333333333336,125.0,nan,nan,2.25
82,Quercus agrifolia,233501005,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=233501005,data/eFloras/Fagaceae_1/treatments/taxon_id_233501005.html,"['brown', 'gray', 'black', 'brown-red']",[],[],['attenuate'],"['ovoid', 'orbicular']","['turbinate', 'oblong', 'ovoid', 'saucerlike']",[],"['cordate', 'orbicular']",['vein'],['elliptic'],"['pubescent', 'glabrous']",[],[],['pubescent'],[],[],"['surface', 'puberulent', 'pubescent', 'glabrous']",[],[],[],['entire'],[],3.0,nan,nan,15.375,nan,12.25,27.25,25.0,nan,nan,2.25
83,Quercus ajoensis,233501006,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=233501006,data/eFloras/Fagaceae_1/treatments/taxon_id_233501006.html,"['brown', 'gray', 'brown-red']",[],[],"['acute', 'obtuse']","['ovoid', 'spheric', 'stellate']","['oblong', 'ovoid']","['glaucous', 'blue-green', 'white']",['cordate'],"['midrib', 'vein']",['ovate'],"['surface', 'pubescent', 'glabrous']",[],[],"['glabrate', 'pubescent', 'tomentose']",['cup-shaped'],[],['pubescent'],[],[],[],[],[],1.5,nan,nan,8.5,nan,6.75,14.25,15.0,nan,nan,1.5
84,Quercus alba,233501007,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=233501007,data/eFloras/Fagaceae_1/treatments/taxon_id_233501007.html,"['gray', 'red', 'green', 'brown-red']",[],[],"['ovate', 'orbicular']",['ovoid'],"['oblong', 'ellipsoid-ovoid']",['green'],"['acute', 'cuneate']",['vein'],['obovate'],['surface'],[],[],"['pubescent', 'glabrous']",['hemispheric'],[],"['tomentose', 'glabrous']",[],"['brown', 'gray']",[],[],[],3.0,nan,25.0,18.0,nan,13.5,83.75,90.0,nan,nan,2.5
85,Quercus arizonica,233501008,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=233501008,data/eFloras/Fagaceae_1/treatments/taxon_id_233501008.html,"['brown', 'gray', 'yellow']",['pubescent'],[],"['acute', 'orbicular', 'obtuse']","['ovoid', 'orbicular']","['oblong', 'ovate', 'ovoid']","['glaucous', 'blue-green']","['cordate', 'orbicular']","['reticulate', 'impressed', 'vein']",['elliptic'],"['surface', 'pubescent']",[],['branched'],"['glabrate', 'pubescent', 'tomentose']","['hemispheric', 'cup-shaped']",[],"['tomentose', 'glabrous']",[],['brown'],[],"['toothed', 'entire']",[],nan,nan,15.0,8.75,nan,12.5,30.166666666666668,22.5,nan,nan,2.0
86,Quercus arkansana,233501009,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=233501009,data/eFloras/Fagaceae_1/treatments/taxon_id_233501009.html,"['black', 'gray']",[],[],"['obtuse', 'orbicular']",['ovoid'],"['subglobose', 'acute', 'ellipsoid', 'saucerlike']",[],"['acute', 'cordate']",['vein'],['rhomboic'],"['glabrate', 'pubescent']",[],[],"['glabrate', 'pubescent']",[],[],"['surface', 'puberulent', 'pubescent']",[],[],[],['entire'],[],2.0,nan,nan,10.0,nan,12.5,57.5,67.5,nan,nan,2.25
87,Quercus austrina,233501010,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=233501010,data/eFloras/Fagaceae_1/treatments/taxon_id_233501010.html,"['brown', 'red', 'brown-red', 'gray', 'white']",['surface'],[],['orbicular'],['ovoid'],"['elliptic', 'ovate', 'ovoid']",['green'],"['attenuate', 'cuneate']",['vein'],['obovate'],['glabrous'],[],['stellate'],['puberulent'],"['hemispheric', 'cup-shaped']",[],['canescent'],[],['gray'],['orbicular'],[],[],20.0,nan,nan,11.5,nan,12.0,31.0,21.125,nan,nan,2.25
88,Quercus berberidifolia,233501011,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=233501011,data/eFloras/Fagaceae_1/treatments/taxon_id_233501011.html,"['gray', 'yellow', 'red', 'brown-red']",['glandular'],[],"['acute', 'orbicular']","['ovoid', 'spheric']","['ellipsoid', 'ovoid']","['glaucous', 'yellow', 'green']","['attenuate-orbicular', 'truncate']",['vein'],['obovate'],"['surface', 'glabrate', 'glabrous']",['entire'],[],['puberulent'],[],[],"['puberulent', 'glabrous', 'canescent']",[],['brown'],[],['toothed'],"['turbinate', 'hemispheric', 'cup-shaped']",1.5,nan,nan,17.0,nan,16.25,12.75,15.0,nan,nan,2.0
89,Quercus bicolor,233501012,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=233501012,data/eFloras/Fagaceae_1/treatments/taxon_id_233501012.html,"['brown', 'gray', 'tan']",[],[],"['ovate', 'orbicular']","['ovoid', 'spheric']","['recurved', 'oblong', 'ellipsoid-ovoid', 'branched']","['green', 'white']","['acute', 'cuneate']",['vein'],['obovate'],"['surface', 'glabrous']",[],['stellate'],['glabrous'],"['turbinate', 'hemispheric']",[],"['tomentose', 'glabrous']",[],"['brown', 'gray']",[],['toothed'],[],nan,nan,nan,10.833333333333332,nan,16.75,56.666666666666664,90.0,nan,nan,2.5
90,Quercus boyntonii,233501013,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=233501013,data/eFloras/Fagaceae_1/treatments/taxon_id_233501013.html,"['brown', 'brown-red']",[],[],"['ovate', 'triangular']",['ovoid'],['ovoid'],"['silver', 'gray', 'green']",['cuneate'],['vein'],['obovate'],"['surface', 'glandular', 'tomentulose', 'glabrous']",[],['stellate'],"['tomentulose', 'pubescent']",['cup-shaped'],[],"['tomentulose', 'glabrous']",[],"['brown', 'gray']",['bilaterally symmetric'],[],[],2.0,nan,6.0,10.5,nan,10.75,41.25,40.0,nan,nan,2.25
91,Quercus buckleyi,233501014,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=233501014,data/eFloras/Fagaceae_1/treatments/taxon_id_233501014.html,"['brown-gray', 'yellow', 'brown-red', 'black', 'gray']",[],[],"['acute', 'acuminate']",['ovoid'],"['ellipsoid', 'oblong', 'cup-shaped', 'saucerlike', 'ovoid']",['green'],"['cuneate', 'truncate']",['vein'],['orbicular'],"['surface', 'glabrous']",[],[],"['smooth', 'glabrous']",[],[],"['surface', 'puberulent', 'glabrous']",[],[],['oblong'],[],[],3.0,nan,nan,13.25,nan,12.5,38.583333333333336,81.5,nan,nan,2.25
92,Quercus carmenensis,233501015,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=233501015,data/eFloras/Fagaceae_1/treatments/taxon_id_233501015.html,"['brown', 'gray', 'red']",[],[],['acute'],"['orbicular', 'stellate']",[],"['red', 'green-yellow', 'green']","['cuneate', 'orbicular']",['vein'],['obovate'],"['surface', 'pubescent']",[],[],['pubescent'],[],[],[],[],[],[],[],[],0.75,nan,nan,nan,nan,nan,30.0,nan,nan,nan,1.1875
93,Quercus chapmanii,233501016,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=233501016,data/eFloras/Fagaceae_1/treatments/taxon_id_233501016.html,"['brown', 'yellow', 'brown-red']","['glabrate', 'glandular']",[],"['ovate', 'triangular']",['spheric'],['ovoid'],"['gray', 'yellow']","['attenuate', 'cuneate']",['vein'],['obovate'],"['surface', 'glabrous']",[],"['stellate', 'branched']",['tomentulose'],['hemispheric'],[],"['puberulent', 'tomentulose', 'glabrous']",[],"['brown', 'gray']",['bilaterally symmetric'],[],[],0.75,nan,3.5,12.75,nan,11.75,26.0,22.0,nan,nan,1.5
94,Quercus chihuahuensis,233501017,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=233501017,data/eFloras/Fagaceae_1/treatments/taxon_id_233501017.html,"['gray', 'yellow', 'brown-red']",[],[],"['acute', 'orbicular']",['ovoid'],['ovoid'],"['gray', 'yellow', 'green']","['cordate', 'orbicular']",['vein'],['subulate'],"['surface', 'pubescent']",[],['stellate'],"['pubescent', 'tomentose']",['hemispheric'],['tomentose'],"['puberulent', 'glabrate']",[],['gray'],[],"['toothed', 'entire']",[],2.0,nan,25.0,12.25,nan,11.75,24.5,25.0,nan,nan,2.5
95,Quercus chrysolepis,233501018,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=233501018,data/eFloras/Fagaceae_1/treatments/taxon_id_233501018.html,['brown-golden'],"['glandular', 'scurfy']",[],"['acute', 'obtuse']",[],['ovoid'],"['blue-white', 'green-yellow']","['obtuse', 'orbicular']",['vein'],['oblong'],"['surface', 'glabrate', 'pubescent']","['toothed', 'entire', 'dentate']",[],['pubescent'],[],[],['glabrous'],[],[],[],[],"['cymbiform', 'saucerlike']",2.0,27.5,nan,22.5,7.0,15.0,26.75,22.5,nan,nan,1.5
96,Quercus coccinea,233501019,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=233501019,data/eFloras/Fagaceae_1/treatments/taxon_id_233501019.html,"['brown', 'gray', 'orange-pink', 'brown-red']",[],[],['acute'],['ovoid'],"['turbinate', 'oblong', 'hemispheric', 'subglobose', 'acute', 'attenuate']",['glossy-green'],"['obtuse', 'truncate']",['vein'],['elliptic'],"['surface', 'glabrous']",[],[],['glabrous'],[],[],"['surface', 'puberulent', 'glabrous']",[],"['brown', 'brown-red']",[],[],[],4.0,nan,nan,13.5,nan,19.75,78.75,105.0,nan,nan,2.75
97,Quercus cornelius-mulleri,233501020,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=233501020,data/eFloras/Fagaceae_1/treatments/taxon_id_233501020.html,"['brown', 'gray', 'yellow']",[],[],"['acute', 'orbicular']","['ovoid', 'branched']",['fusiform'],['white'],"['attenuate-orbicular', 'cuneate']",['vein'],['ovate'],['surface'],['toothed'],['stellate'],"['glabrate', 'tomentulose']",[],[],[],[],['brown'],[],['entire'],"['turbinate', 'cup-shaped']",1.75,16.0,nan,25.0,9.0,20.0,14.25,15.0,nan,nan,1.25
98,Quercus depressipes,233501021,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=233501021,data/eFloras/Fagaceae_1/treatments/taxon_id_233501021.html,"['brown', 'brown-tan', 'gray-red', 'tan', 'gray']",['glabrous'],[],"['orbicular', 'subacute']",['subglobose'],"['elliptic', 'ovoid', 'spheric']","['glaucous', 'green']",['cordate'],['vein'],['oblong'],['surface'],['entire'],['stellate'],"['glabrate', 'hairy']",[],[],['glabrous'],[],"['brown-tan', 'brown-red']",[],[],[],1.0,nan,11.0,8.0,nan,nan,9.5,16.5,nan,nan,1.25
99,Quercus douglasii,233501022,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=233501022,data/eFloras/Fagaceae_1/treatments/taxon_id_233501022.html,"['gray', 'yellow', 'red', 'brown-red']",[],[],['orbicular'],"['subglobose', 'ovoid']","['', 'fusiform']","['glaucous', 'gray', 'blue-green', 'green']","['attenuate-orbicular', 'orbicular']",['vein'],['obovate'],['surface'],['entire'],['stellate'],"['puberulent', 'glabrate', 'pubescent']",[],[],[],[],[],"['orbicular', 'mucronate']",[],"['hemispheric', 'cup-shaped']",2.3333333333333335,nan,nan,16.25,nan,12.75,27.0,25.0,nan,nan,nan
100,Quercus dumosa,233501023,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=233501023,data/eFloras/Fagaceae_1/treatments/taxon_id_233501023.html,"['red', 'gray', 'brown-red']",['glabrate'],[],"['acute', 'orbicular']","['ovoid', 'spheric', 'stellate']","['', 'fusiform']",['glossy-green'],"['cordate', 'angular-cordate']","['impressed', 'vein']",['branched'],"['surface', 'puberulent']","['undulate', 'entire']","['fasciculate', 'stellate']","['glabrate', 'smooth', 'pubescent', 'glabrous']",[],[],[],[],[],[],[],['cup-shaped'],1.0,nan,nan,10.75,nan,9.5,8.25,10.5,nan,nan,1.25
101,Quercus durata,233501024,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=233501024,data/eFloras/Fagaceae_1/treatments/taxon_id_233501024.html,"['brown', 'gray', 'yellow', 'brown-red']",[],[],"['orbicular', 'subacute']","['ovoid', 'spheric']","['turbinate', '', 'ovoid', 'spheric']","['gray', 'yellow']",['cuneate'],"['impressed', 'vein']",['convex'],['surface'],[],[],"['puberulent', 'tomentulose', 'glabrous']",[],[],"['puberulent', 'glandular']",[],[],[],"['toothed', 'entire']","['hemispheric', 'cup-shaped']",1.0,nan,nan,12.5,nan,16.25,15.25,11.0,nan,nan,2.0
102,Quercus durata var. durata,233501025,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=233501025,data/eFloras/Fagaceae_1/treatments/taxon_id_233501025.html,[],['surface'],[],[],['branched'],[],"['gray', 'yellow']",[],[],['stellate'],[],[],[],[],[],[],[],[],[],[],[],[],nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
