multiple_parts_color
black,0
black-brown,1
blue,2
bronze,3
brown,4
brown-gray,5
brown-orange,6
brown-red,7
gray,8
pink-white,9
red,10
red-tan,11
red-white,12
silver-white-white,13
tan,14
white,15
white-white,16
yellow,17
