,taxon,taxon_id,link,path,part_color,leaf_part_hair_surface,fruit_part_venation,leaf_part_apex_shape,part_shape,fruit_part_shape,leaf_part_color,leaf_part_base_shape,leaf_part_venation,leaf_part_shape,leaf_part_surface,leaf_part_margin,leaf_part_hair_shape,part_surface,flower_part_shape,flower_part_surface,fruit_part_surface,leaf_part_venation_lateral,fruit_part_color,leaf_part_lobe_shape,leaf_part_margin_margin,inflorescence_shape,part_size_length,inflorescence_size_width,flower_part_size_length,fruit_part_size_length,inflorescence_size_length,fruit_part_size_width,leaf_part_size_length,leaf_part_size_width,part_size_height,leaf_part_size_thickness,part_size_diameter
262,Betula rhombibracteata,200006164,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200006164,data/eFloras/Betulaceae_2/treatments/taxon_id_200006164.html,11,,,0,,32,,14,9,30,21,,,18,,7,12,1,,27,20,0,nan,8.0,1.0,4.0,10.0,2.25,5.416666666666666,5.75,7.0,nan,nan
263,Betula rotundifolia,200006165,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200006165,data/eFloras/Betulaceae_2/treatments/taxon_id_200006165.html,17,,,,,32,,14,,48,3,1,,2,,7,,1,,14,23,14,nan,7.0,3.5,2.5,1.95,1.8,4.375,1.4,2.0,nan,nan
264,Betula schmidtii,200006166,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200006166,data/eFloras/Betulaceae_2/treatments/taxon_id_200006166.html,1,,,,,39,,14,9,37,3,,,18,,7,12,0,,7,23,14,nan,7.5,4.5,2.0,2.5,1.5,6.0,3.5,35.0,nan,nan
265,Betula tianschanica,200006167,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200006167,data/eFloras/Betulaceae_2/treatments/taxon_id_200006167.html,35,,,3,,35,,9,,38,18,1,,3,10,7,,0,,14,20,14,nan,7.5,1.1,2.5,2.5,nan,5.666666666666666,3.5,12.0,nan,nan
266,Betula trichogemma,210000107,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000107,data/eFloras/Betulaceae_2/treatments/taxon_id_210000107.html,8,,,12,,38,11,14,9,17,21,14,,15,,,12,0,,17,23,14,nan,3.5,nan,2.25,1.4,2.0,2.75,1.15,4.0,nan,nan
267,Betula utilis,200006168,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200006168,data/eFloras/Betulaceae_2/treatments/taxon_id_200006168.html,6,,,0,,35,,7,,37,12,1,,9,,,,1,,7,20,18,nan,9.5,1.0,2.5,4.0,1.75,4.8,4.25,35.0,nan,nan
268,Betulaceae,10101,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=10101,data/eFloras/Betulaceae_2/treatments/taxon_id_10101.html,,,,,,50,,,9,42,,8,,,,,,,,,,18,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
269,Carpinus,105705,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=105705,data/eFloras/Betulaceae_2/treatments/taxon_id_105705.html,,,4,,,,,,,,,16,,14,,,,,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
270,Carpinus chuniana,200006169,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200006169,data/eFloras/Betulaceae_2/treatments/taxon_id_200006169.html,11,,,3,,41,31,7,9,13,21,,,18,,4,4,1,3,,23,,nan,2.5,2.0,4.0,8.0,3.0,6.75,4.325,10.0,nan,nan
271,Carpinus cordata,200006170,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200006170,data/eFloras/Betulaceae_2/treatments/taxon_id_200006170.html,14,,6,0,,32,,7,,37,19,,,9,,7,3,1,,,24,,nan,4.25,3.5,5.0,8.5,2.0,5.083333333333333,2.825,18.0,nan,nan
272,Carpinus cordata var. chinensis,200006171,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200006171,data/eFloras/Betulaceae_2/treatments/taxon_id_200006171.html,,,,,,,,,,,,,,,,,,1,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
273,Carpinus cordata var. cordata,210000169,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000169,data/eFloras/Betulaceae_2/treatments/taxon_id_210000169.html,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
274,Carpinus cordata var. mollis,200006172,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200006172,data/eFloras/Betulaceae_2/treatments/taxon_id_200006172.html,,,,,,,,,,,19,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
275,Carpinus dayongina,210000170,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000170,data/eFloras/Betulaceae_2/treatments/taxon_id_210000170.html,17,,4,3,,41,,9,6,22,12,,,2,12,7,19,0,,,6,,nan,1.1,1.75,2.5,1.95,2.0,5.333333333333334,2.375,4.0,nan,nan
276,Carpinus fangiana,200006173,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200006173,data/eFloras/Betulaceae_2/treatments/taxon_id_200006173.html,17,,4,0,,32,,7,9,25,18,,,,,7,3,1,,,23,,nan,3.5,4.0,3.5,47.5,nan,8.925,3.175,20.0,nan,nan
277,Carpinus fargesiana,200006174,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200006174,data/eFloras/Betulaceae_2/treatments/taxon_id_200006174.html,6,,4,0,,41,,14,9,48,21,,,18,,11,3,1,,,15,,nan,2.75,1.25,3.0,5.5,2.5,4.8,4.625,20.0,nan,nan
278,Carpinus fargesiana var. fargesiana,210000171,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000171,data/eFloras/Betulaceae_2/treatments/taxon_id_210000171.html,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
279,Carpinus fargesiana var. hwai,200006175,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200006175,data/eFloras/Betulaceae_2/treatments/taxon_id_200006175.html,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
280,Carpinus firmifolia,210000172,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000172,data/eFloras/Betulaceae_2/treatments/taxon_id_210000172.html,17,,4,0,32,41,,7,1,37,14,,,18,,11,3,0,,,6,,nan,1.75,2.0,4.0,4.5,3.0,3.1666666666666665,3.625,10.0,nan,nan
281,Carpinus glanduloso-punctata,242001027,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=242001027,data/eFloras/Betulaceae_2/treatments/taxon_id_242001027.html,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
282,Carpinus hebestroma,210000173,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000173,data/eFloras/Betulaceae_2/treatments/taxon_id_210000173.html,17,,4,0,32,41,,,6,48,12,,,9,,7,19,0,,,7,,nan,1.5,1.75,2.5,3.25,1.5,7.416666666666666,2.35,8.0,nan,nan
283,Carpinus henryana,210000174,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000174,data/eFloras/Betulaceae_2/treatments/taxon_id_210000174.html,11,,4,3,,41,,14,6,22,4,,,18,,7,3,1,,,15,,nan,2.25,2.0,4.0,6.5,3.0,3.925,2.5,18.0,nan,nan
284,Carpinus hupeana,200006177,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200006177,data/eFloras/Betulaceae_2/treatments/taxon_id_200006177.html,17,,4,3,,41,,14,9,25,21,,,2,,11,19,1,,,15,,nan,2.5,1.75,5.0,8.5,4.0,3.466666666666667,5.975,18.0,nan,nan
285,Carpinus kawakamii,200006180,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200006180,data/eFloras/Betulaceae_2/treatments/taxon_id_200006180.html,17,,,0,,41,,7,6,25,12,9,,9,,7,19,0,,,13,,nan,2.25,1.0,3.0,5.0,nan,2.5166666666666666,2.15,nan,nan,nan
286,Carpinus kweichowensis,200006181,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200006181,data/eFloras/Betulaceae_2/treatments/taxon_id_200006181.html,8,,,0,,41,31,,2,13,12,,,14,,11,12,1,,,15,,nan,5.0,2.0,6.0,11.5,5.0,4.75,2.725,28.0,nan,nan
287,Carpinus londoniana,200006182,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200006182,data/eFloras/Betulaceae_2/treatments/taxon_id_200006182.html,1,,4,12,,41,,10,9,6,3,11,,18,,11,,0,3,14,15,,nan,nan,2.5,3.5,9.0,3.0,5.75,5.05,11.5,nan,nan
288,Carpinus londoniana var. lanceolata,200006183,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200006183,data/eFloras/Betulaceae_2/treatments/taxon_id_200006183.html,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
289,Carpinus londoniana var. latifolia,210000175,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000175,data/eFloras/Betulaceae_2/treatments/taxon_id_210000175.html,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
290,Carpinus londoniana var. londoniana,210000176,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000176,data/eFloras/Betulaceae_2/treatments/taxon_id_210000176.html,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
291,Carpinus londoniana var. xiphobracteata,200006185,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200006185,data/eFloras/Betulaceae_2/treatments/taxon_id_200006185.html,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
292,Carpinus microphylla,210000177,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000177,data/eFloras/Betulaceae_2/treatments/taxon_id_210000177.html,17,,4,0,,41,,,6,25,18,,,18,,11,19,1,,,23,,nan,1.1,1.0,2.5,2.65,2.0,1.1333333333333333,2.975,3.0,nan,nan
293,Carpinus minutiserrata,200006186,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200006186,data/eFloras/Betulaceae_2/treatments/taxon_id_200006186.html,11,,,0,,41,,7,2,14,3,,,2,,7,19,0,,,15,,nan,nan,1.5,3.0,3.5,2.0,5.483333333333333,5.625,nan,nan,nan
294,Carpinus mollicoma,200006187,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200006187,data/eFloras/Betulaceae_2/treatments/taxon_id_200006187.html,17,,4,1,,41,30,14,9,23,18,,,18,,11,19,0,,,6,,nan,1.25,1.5,4.0,2.75,3.0,5.208333333333333,3.0,10.0,nan,nan
295,Carpinus monbeigiana,200006188,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200006188,data/eFloras/Betulaceae_2/treatments/taxon_id_200006188.html,17,,4,12,,41,31,14,9,23,7,,,9,,4,12,0,16,,6,,nan,2.25,1.75,3.5,6.5,nan,4.266666666666667,5.125,16.0,nan,nan
296,Carpinus oblongifolia,210000178,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000178,data/eFloras/Betulaceae_2/treatments/taxon_id_210000178.html,36,,4,3,,41,31,7,6,48,4,,,18,,11,3,0,,,13,,nan,2.25,1.5,4.0,7.0,3.0,2.5833333333333335,5.0,12.0,nan,nan
297,Carpinus omeiensis,200006189,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200006189,data/eFloras/Betulaceae_2/treatments/taxon_id_200006189.html,6,,4,1,,41,31,9,9,13,21,,,,,11,12,0,,,15,,nan,1.75,2.5,4.0,7.0,3.0,5.0166666666666675,3.75,7.0,nan,nan
298,Carpinus polyneura,200006190,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200006190,data/eFloras/Betulaceae_2/treatments/taxon_id_200006190.html,30,,4,3,32,41,,9,2,14,12,,,9,12,7,19,0,,,6,,nan,1.5,2.0,2.5,4.5,2.0,4.883333333333334,3.5,15.0,nan,nan
299,Carpinus pubescens,200006193,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200006193,data/eFloras/Betulaceae_2/treatments/taxon_id_200006193.html,8,,4,3,,41,,9,6,30,12,,,18,,2,4,1,,,15,,nan,1.75,2.5,3.5,6.0,2.5,6.25,2.75,17.0,nan,nan
300,Carpinus purpurinervis,200006195,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200006195,data/eFloras/Betulaceae_2/treatments/taxon_id_200006195.html,17,,4,0,,41,25,7,9,23,21,,,2,,7,19,0,,,20,,nan,1.5,2.5,4.0,4.0,3.0,6.916666666666666,2.85,5.0,nan,nan
301,Carpinus putoensis,200006196,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200006196,data/eFloras/Betulaceae_2/treatments/taxon_id_200006196.html,8,,4,12,,41,,14,6,13,12,,,18,,11,3,0,,,15,,nan,4.5,2.25,6.0,5.5,4.0,5.966666666666667,5.375,15.0,nan,nan
302,Carpinus rankanensis,200006197,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200006197,data/eFloras/Betulaceae_2/treatments/taxon_id_200006197.html,17,,6,1,,41,,7,2,30,3,,,2,,,,0,,,23,,nan,nan,2.5,3.5,11.0,nan,9.333333333333332,4.5,nan,nan,nan
303,Carpinus rankanensis var. matsudae,210000179,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000179,data/eFloras/Betulaceae_2/treatments/taxon_id_210000179.html,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
304,Carpinus rankanensis var. rankanensis,210000180,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000180,data/eFloras/Betulaceae_2/treatments/taxon_id_210000180.html,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
305,Carpinus rupestris,200006199,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200006199,data/eFloras/Betulaceae_2/treatments/taxon_id_200006199.html,6,,,,,,5,,,,21,,,18,,,,,,,,,nan,nan,nan,nan,nan,nan,2.0,nan,3.0,nan,nan
306,Carpinus shensiensis,200006200,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200006200,data/eFloras/Betulaceae_2/treatments/taxon_id_200006200.html,17,,,0,,41,,7,6,30,12,,,9,,7,3,1,3,,15,,nan,4.25,2.25,4.0,8.0,3.0,3.8166666666666664,2.425,15.0,nan,nan
307,Carpinus stipulata,210000181,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000181,data/eFloras/Betulaceae_2/treatments/taxon_id_210000181.html,17,,4,3,,41,,7,9,37,21,,,2,,11,3,1,,,15,,nan,2.0,1.0,4.0,5.0,2.5,4.75,2.5,8.0,nan,nan
308,Carpinus sungpanensis,210000182,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000182,data/eFloras/Betulaceae_2/treatments/taxon_id_210000182.html,6,,4,3,,41,,14,9,48,12,,,18,,11,3,0,,,9,,nan,2.0,2.25,4.0,5.0,3.0,2.3333333333333335,4.3,10.0,nan,nan
309,Carpinus tientaiensis,200006201,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200006201,data/eFloras/Betulaceae_2/treatments/taxon_id_200006201.html,17,,,3,,41,,7,2,37,21,,,7,,11,19,0,,16,15,,nan,nan,2.5,5.5,7.5,5.0,3.8,5.875,18.0,nan,nan
310,Carpinus tsaiana,200006202,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200006202,data/eFloras/Betulaceae_2/treatments/taxon_id_200006202.html,31,,4,0,,43,,7,9,13,3,,,,,2,19,1,16,,23,,nan,nan,3.0,5.5,12.0,nan,6.083333333333333,3.45,30.0,nan,nan
311,Carpinus tschonoskii,200006203,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200006203,data/eFloras/Betulaceae_2/treatments/taxon_id_200006203.html,6,,4,1,,41,,9,6,13,18,,,18,,11,3,1,,,24,,nan,3.5,2.5,4.5,8.0,3.5,4.300000000000001,2.375,25.0,nan,nan
312,Carpinus tsunyihensis,210000183,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000183,data/eFloras/Betulaceae_2/treatments/taxon_id_210000183.html,17,,4,1,,41,,14,6,48,12,,,18,,,19,1,,,24,,nan,1.5,2.0,4.0,5.25,3.0,4.95,4.85,7.0,nan,nan
313,Carpinus turczaninowii,200006205,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200006205,data/eFloras/Betulaceae_2/treatments/taxon_id_200006205.html,8,,4,0,32,41,,9,9,37,12,13,,9,,,4,0,,,15,,nan,nan,nan,3.0,4.5,2.0,8.0,4.825,12.5,nan,nan
314,Carpinus viminea,200006207,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200006207,data/eFloras/Betulaceae_2/treatments/taxon_id_200006207.html,17,,4,3,,41,,7,6,37,12,,,2,12,7,19,0,,7,15,,nan,2.75,2.75,3.5,10.0,3.0,4.25,4.0,15.0,nan,nan
315,Carpinus viminea var. chiukiangensis,200006208,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200006208,data/eFloras/Betulaceae_2/treatments/taxon_id_200006208.html,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
316,Carpinus viminea var. viminea,210000184,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000184,data/eFloras/Betulaceae_2/treatments/taxon_id_210000184.html,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
317,Corylus,108088,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=108088,data/eFloras/Betulaceae_2/treatments/taxon_id_108088.html,,,,,,51,,,,42,,,,,,,,,,,13,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
318,Corylus chinensis,200006209,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200006209,data/eFloras/Betulaceae_2/treatments/taxon_id_200006209.html,8,,,8,36,49,,7,9,51,21,,,18,,,,0,,,13,,nan,nan,nan,nan,nan,nan,5.0,9.0,40.0,nan,nan
319,Corylus fargesii,200006210,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200006210,data/eFloras/Betulaceae_2/treatments/taxon_id_200006210.html,14,,,3,32,,31,7,9,23,19,,,9,,,,0,,10,13,,nan,nan,nan,nan,nan,nan,3.375,4.0,25.0,nan,nan
320,Corylus ferox,200006211,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200006211,data/eFloras/Betulaceae_2/treatments/taxon_id_200006211.html,11,,,1,36,42,,7,2,32,20,15,,9,,,,0,,,20,,nan,nan,nan,1.25,nan,nan,6.125,6.0,20.0,nan,nan
321,Corylus ferox var. ferox,210000323,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000323,data/eFloras/Betulaceae_2/treatments/taxon_id_210000323.html,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
322,Corylus ferox var. thibetica,200006212,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200006212,data/eFloras/Betulaceae_2/treatments/taxon_id_200006212.html,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
323,Corylus heterophylla,200006214,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200006214,data/eFloras/Betulaceae_2/treatments/taxon_id_200006214.html,34,,,8,36,42,10,17,9,40,3,,,9,,,,0,,,13,,nan,nan,nan,nan,nan,nan,3.275,6.25,7.0,nan,nan
324,Corylus heterophylla var. heterophylla,210000324,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000324,data/eFloras/Betulaceae_2/treatments/taxon_id_210000324.html,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
325,Corylus heterophylla var. sutchuanensis,210000325,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000325,data/eFloras/Betulaceae_2/treatments/taxon_id_210000325.html,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
326,Corylus mandshurica,200006216,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200006216,data/eFloras/Betulaceae_2/treatments/taxon_id_200006216.html,8,,,8,36,,,7,9,48,12,,,9,,,,1,,,23,,nan,nan,nan,nan,nan,nan,5.5,6.5,6.0,nan,nan
327,Corylus wangii,200006217,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200006217,data/eFloras/Betulaceae_2/treatments/taxon_id_200006217.html,11,,,1,36,42,31,7,9,48,12,13,,2,,11,3,0,,11,13,,nan,nan,1.0,1.75,nan,2.0,8.083333333333332,4.75,7.0,nan,nan
328,Corylus yunnanensis,200006218,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200006218,data/eFloras/Betulaceae_2/treatments/taxon_id_200006218.html,6,,,14,36,42,31,7,8,51,19,,,15,,9,16,1,,27,13,,nan,nan,1.0,1.75,nan,nan,6.383333333333333,6.0,7.0,nan,nan
329,Ostrya,123370,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=123370,data/eFloras/Betulaceae_2/treatments/taxon_id_123370.html,,,,,26,32,,,7,46,9,13,,,,,,,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
330,Ostrya japonica,200006219,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200006219,data/eFloras/Betulaceae_2/treatments/taxon_id_200006219.html,17,,4,0,,41,,,2,37,10,,,9,,7,3,0,3,,13,,5.0,nan,2.25,6.5,2.0,nan,3.5,6.25,20.0,nan,nan
331,Ostrya multinervis,200006220,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200006220,data/eFloras/Betulaceae_2/treatments/taxon_id_200006220.html,8,,4,8,,20,,14,9,25,9,,,7,,5,3,1,3,,24,,nan,nan,2.0,4.75,4.5,2.5,5.0,4.5,25.0,nan,nan
332,Ostrya rehderiana,200006221,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200006221,data/eFloras/Betulaceae_2/treatments/taxon_id_200006221.html,17,,4,1,32,32,,9,2,15,3,17,,11,,7,3,1,8,,23,,4.0,nan,1.75,8.5,2.5,2.75,4.266666666666667,4.95,15.0,nan,nan
333,Ostrya trichocarpa,210001411,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210001411,data/eFloras/Betulaceae_2/treatments/taxon_id_210001411.html,11,,4,3,,36,20,14,6,37,10,,,7,,5,12,1,3,,24,,nan,2.5,5.0,7.25,6.25,3.0,4.566666666666666,2.5,18.0,nan,nan
334,Ostrya yunnanensis,200006222,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200006222,data/eFloras/Betulaceae_2/treatments/taxon_id_200006222.html,17,,4,3,,20,31,9,6,22,15,,,9,,9,19,0,3,,20,,nan,nan,2.0,5.75,4.5,3.0,5.583333333333333,5.125,20.0,nan,nan
335,Ostryopsis,123373,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=123373,data/eFloras/Betulaceae_2/treatments/taxon_id_123373.html,,,,,,42,,,7,42,,8,,,,,,,,,,5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
336,Ostryopsis davidiana,200006223,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200006223,data/eFloras/Betulaceae_2/treatments/taxon_id_200006223.html,17,,4,3,,51,30,7,8,37,12,,,9,12,4,12,0,3,,,5,nan,nan,2.5,5.0,nan,4.5,4.333333333333334,3.25,3.0,nan,nan
337,Ostryopsis intermedia,250095344,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=250095344,data/eFloras/Betulaceae_2/treatments/taxon_id_250095344.html,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
338,Ostryopsis nobilis,200006224,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200006224,data/eFloras/Betulaceae_2/treatments/taxon_id_200006224.html,17,,5,14,,41,11,7,1,37,12,,,15,,9,12,0,,,13,5,nan,nan,4.0,4.0,nan,3.0,3.25,nan,5.0,nan,nan
339,Casuarina,105837,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=105837,data/eFloras/Casuarinaceae_2/treatments/taxon_id_105837.html,,,,,,,,,,,,,,,,,3,,12,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
340,Casuarina cunninghamiana,200005532,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200005532,data/eFloras/Casuarinaceae_2/treatments/taxon_id_200005532.html,16,,,3,28,,,,,22,,,,,,,,,,,,26,15.0,nan,nan,nan,nan,nan,9.5,nan,25.0,nan,nan
341,Casuarina equisetifolia,200005533,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200005533,data/eFloras/Casuarinaceae_2/treatments/taxon_id_200005533.html,12,,,,37,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,nan,nan,35.0,nan,nan
342,Casuarina glauca,200005534,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200005534,data/eFloras/Casuarinaceae_2/treatments/taxon_id_200005534.html,8,,,12,28,,,,,44,,,,,,,,,,,,11,1.0,nan,nan,nan,nan,nan,1.6,nan,20.0,nan,nan
343,Casuarinaceae,10167,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=10167,data/eFloras/Casuarinaceae_2/treatments/taxon_id_10167.html,,,,,32,50,,,,,12,,,9,6,,,,,,,11,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
344,Castanea,105816,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=105816,data/eFloras/Fagaceae_2/treatments/taxon_id_105816.html,,,,,,,,,9,56,,,,,,,,,,,,27,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
345,Castanea crenata,210000190,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000190,data/eFloras/Fagaceae_2/treatments/taxon_id_210000190.html,,,,0,,,,9,,23,,,,,,,,,,,23,,nan,nan,5.5,2.5,nan,nan,5.416666666666667,nan,15.0,nan,nan
346,Castanea henryi,200006225,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200006225,data/eFloras/Fagaceae_2/treatments/taxon_id_200006225.html,,,,0,,42,,9,,32,12,,,,,,,,,,,,nan,nan,nan,1.75,3.0,nan,9.125,nan,30.0,nan,nan
347,Castanea mollissima,200006226,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200006226,data/eFloras/Fagaceae_2/treatments/taxon_id_200006226.html,,,,0,,,,14,9,15,12,,,,,,,,,,23,,nan,nan,nan,2.5,nan,nan,7.5,nan,20.0,nan,nan
348,Castanea seguinii,200006227,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200006227,data/eFloras/Fagaceae_2/treatments/taxon_id_200006227.html,,,,0,,,11,7,,22,10,,,,,,,,,,23,,nan,nan,nan,1.75,4.0,nan,5.025,nan,12.0,nan,nan
349,Castanopsis,105821,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=105821,data/eFloras/Fagaceae_2/treatments/taxon_id_105821.html,,,,,7,10,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
