fruit_part_color
black,0
blue-white,1
bronze,2
brown,3
brown-gray,4
brown-longitudinal-stripes,5
brown-mottled-red,6
brown-orange,7
brown-red,8
brown-tan,9
brown-yellow,10
golden,11
gray,12
gray-orange,13
gray-white,14
gray-yellow,15
orange,16
purple,17
red,18
tan,19
white,20
yellow,21
