Accepted term,Synonym
flower_part_surface_proximal,flower_part_surface_proximal.1.surface
flower_part_surface_proximal,flower_part_surface_proximal.2.surface
flower_part_surface_staminate,flower_part_surface_staminate.1.surface
flower_part_tip_color,flower_part_tip_color.1.color
flower_part_venation,flower_part_venation.1.venation
flower_part_wing_surface,flower_part_wing_surface.1.surface
fruit_part_apex_color,fruit_part_apex_color.1.color
fruit_part_apex_shape,fruit_part_apex_shape.1.shape
fruit_part_apex_shape,fruit_part_apex_shape.2.shape
fruit_part_apex_shape,fruit_part_apex_shape.3.shape
fruit_part_apex_surface,fruit_part_apex_surface.1.surface
fruit_part_apex_surface,fruit_part_apex_surface.2.surface
fruit_part_apex_venation,fruit_part_apex_venation.1.venation
fruit_part_base_color,fruit_part_base_color.1.color
fruit_part_base_shape,fruit_part_base_shape.1.shape
fruit_part_base_surface,fruit_part_base_surface.1.surface
fruit_part_base_woodiness,fruit_part_base_woodiness.1.woodiness
fruit_part_color,fruit_part_color.1.color
fruit_part_color,fruit_part_color.2.color
fruit_part_color,fruit_part_color.3.color
fruit_part_color,fruit_part_color.4.color
fruit_part_color,fruit_part_color.5.color
fruit_part_color_proximal,fruit_part_color_proximal.1.color
fruit_part_count_venation,fruit_part_count.2.venation
fruit_part_flower_morphology,fruit_part_flower_morphology.1.flower_morphology
fruit_part_flower_morphology_pistillate,fruit_part_flower_morphology_pistillate.1.flower_morphology
fruit_part_gland_color,fruit_part_gland_color.1.color
fruit_part_gland_surface,fruit_part_gland_surface.1.surface
fruit_part_gland_venation,fruit_part_gland_venation.1.venation
fruit_part_hair_color,fruit_part_hair_color.1.color
fruit_part_hair_color,fruit_part_hair_color.2.color
fruit_part_hair_color_basal,fruit_part_hair_color_basal.1.color
fruit_part_hair_shape,fruit_part_hair_shape.1.shape
fruit_part_hair_shape,fruit_part_hair_shape.2.shape
fruit_part_hair_surface,fruit_part_hair_surface.1.surface
fruit_part_hair_surface,fruit_part_hair_surface.2.surface
fruit_part_hair_surface_basal,fruit_part_hair_surface_basal.1.surface
fruit_part_leaf_folding,fruit_part_leaf_folding.1.leaf_folding
fruit_part_lobe_shape,fruit_part_lobe_shape.1.shape
fruit_part_lobe_shape,fruit_part_lobe_shape.2.shape
fruit_part_margin,fruit_part_margin.1.margin
fruit_part_margin_color,fruit_part_margin_color.1.color
fruit_part_margin_color,fruit_part_margin_color.2.color
fruit_part_margin_leaf_folding,fruit_part_margin_leaf_folding.1.leaf_folding
fruit_part_margin_margin,fruit_part_margin_margin.1.margin
fruit_part_margin_margin,fruit_part_margin_margin.2.margin
fruit_part_margin_margin_distal,fruit_part_margin_margin_distal.1.margin
fruit_part_margin_margin_proximal,fruit_part_margin_margin_proximal.1.margin
fruit_part_margin_shape,fruit_part_margin_shape.1.shape
fruit_part_margin_shape,fruit_part_margin_shape.2.shape
fruit_part_margin_subtended,fruit_part_margin_subtended.1.margin
fruit_part_margin_surface,fruit_part_margin_surface.1.surface
fruit_part_margin_venation,fruit_part_margin_venation.1.venation
fruit_part_scales_color,fruit_part_scales_color.1.color
fruit_part_scales_color,fruit_part_scales_color.2.color
fruit_part_scales_color_proximal,fruit_part_scales_color_proximal.1.color
fruit_part_scales_duration,fruit_part_scales_duration.1.duration
fruit_part_scales_leaf_folding,fruit_part_scales_leaf_folding.1.leaf_folding
fruit_part_scales_margin,fruit_part_scales_margin.1.margin
fruit_part_scales_shape,fruit_part_scales_shape.1.shape
fruit_part_scales_shape,fruit_part_scales_shape.2.shape
fruit_part_scales_surface,fruit_part_scales_surface.1.surface
fruit_part_scales_surface,fruit_part_scales_surface.2.surface
fruit_part_scales_surface_proximal,fruit_part_scales_surface_proximal.1.surface
fruit_part_scales_surface_proximal,fruit_part_scales_surface_proximal.2.surface
fruit_part_shape,fruit_part_shape.1.shape
fruit_part_shape,fruit_part_shape.2.shape
fruit_part_shape,fruit_part_shape.3.shape
fruit_part_shape,fruit_part_shape.4.shape
fruit_part_shape,fruit_part_shape.5.shape
fruit_part_shape,fruit_part_shape.6.shape
fruit_part_shape,fruit_part_shape.7.shape
fruit_part_shape_distally,fruit_part_shape_distally.1.shape
fruit_part_surface,fruit_part_surface.1.surface
fruit_part_surface,fruit_part_surface.2.surface
fruit_part_surface,fruit_part_surface.3.surface
fruit_part_surface,fruit_part_surface.4.surface
fruit_part_surface,fruit_part_surface.5.surface
fruit_part_surface,fruit_part_surface.6.surface
fruit_part_surface,fruit_part_surface.7.surface
fruit_part_surface,fruit_part_surface.8.surface
fruit_part_surface_basal,fruit_part_surface_basal.1.surface
fruit_part_surface_basal,fruit_part_surface_basal.2.surface
fruit_part_surface_proximal,fruit_part_surface_proximal.1.surface
fruit_part_tip_color,fruit_part_tip_color.1.color
fruit_part_tip_shape,fruit_part_tip_shape.1.shape
fruit_part_tip_surface,fruit_part_tip_surface.1.surface
fruit_part_tip_surface,fruit_part_tip_surface.2.surface
fruit_part_trichome_color,fruit_part_trichome_color.1.color
fruit_part_venation,fruit_part_venation.1.venation
fruit_part_venation,fruit_part_venation.2.venation
fruit_part_venation,fruit_part_venation.3.venation
fruit_part_venation,fruit_part_venation.4.venation
fruit_part_wing_shape,fruit_part_wing_shape.1.shape
fruit_part_wing_shape,fruit_part_wing_shape.2.shape
fruit_part_wing_surface,fruit_part_wing_surface.1.surface
fruit_part_woodiness,fruit_part_woodiness.1.woodiness
fruit_part_woodiness_basal,fruit_part_woodiness_basal.1.woodiness
inflorescence_apex_shape,inflorescence_apex_shape.1.shape
inflorescence_apex_shape,inflorescence_apex_shape.2.shape
inflorescence_axis_surface,inflorescence_axis_surface.1.surface
inflorescence_axis_surface,inflorescence_axis_surface.2.surface
inflorescence_color,inflorescence_color.1.color
inflorescence_color,inflorescence_color.2.color
inflorescence_color,inflorescence_color.3.color
inflorescence_color_male,inflorescence_color_male.1.color
inflorescence_hair_color,inflorescence_hair_color.1.color
inflorescence_hair_shape,inflorescence_hair_shape.1.shape
inflorescence_hair_surface,inflorescence_hair_surface.1.surface
inflorescence_lobe_shape,inflorescence_lobe_shape.1.shape
inflorescence_margin_leaf_folding,inflorescence_margin_leaf_folding.1.leaf_folding
inflorescence_reproduction,inflorescence_reproduction.1.reproduction
inflorescence_reproduction_above_male,inflorescence_reproduction_above_male.1.reproduction
inflorescence_reproduction_basal,inflorescence_reproduction_basal.1.reproduction
inflorescence_reproduction_distal_pistillate,inflorescence_reproduction_distal_pistillate.1.reproduction
inflorescence_reproduction_male,inflorescence_reproduction_male.1.reproduction
inflorescence_reproduction_male,inflorescence_reproduction_male.2.reproduction
inflorescence_reproduction_proximal,inflorescence_reproduction_proximal.1.reproduction
inflorescence_reproduction_staminate,inflorescence_reproduction_staminate.1.reproduction
inflorescence_reproduction_terminal,inflorescence_reproduction_terminal.1.reproduction
inflorescence_reproduction_unisexual,inflorescence_reproduction_unisexual.1.reproduction
inflorescence_rim_shape,inflorescence_rim_shape.1.shape
inflorescence_scales_color,inflorescence_scales_color.1.color
inflorescence_scales_color,inflorescence_scales_color.2.color
inflorescence_scales_margin,inflorescence_scales_margin.1.margin
inflorescence_scales_shape_pistillate,inflorescence_scales_shape_pistillate.1.shape
inflorescence_scales_surface,inflorescence_scales_surface.1.surface
inflorescence_shape,inflorescence_shape.1.shape
inflorescence_shape,inflorescence_shape.2.shape
inflorescence_shape,inflorescence_shape.3.shape
inflorescence_shape,inflorescence_shape.4.shape
inflorescence_shape_male,inflorescence_shape_male.1.shape
inflorescence_shape_male,inflorescence_shape_male.2.shape
inflorescence_shape_male,inflorescence_shape_male.3.shape
inflorescence_shape_pistillate,inflorescence_shape_pistillate.1.shape
inflorescence_shape_staminate,inflorescence_shape_staminate.1.shape
inflorescence_shape_staminate,inflorescence_shape_staminate.2.shape
inflorescence_shape_staminate,inflorescence_shape_staminate.3.shape
inflorescence_shape_unisexual,inflorescence_shape_unisexual.1.shape
inflorescence_surface,inflorescence_surface.1.surface
inflorescence_surface,inflorescence_surface.2.surface
inflorescence_surface_male,inflorescence_surface_male.1.surface
inflorescence_tip_color,inflorescence_tip_color.1.color
inflorescence_tip_shape,inflorescence_tip_shape.1.shape
inflorescence_trichome_surface,inflorescence_trichome_surface.1.surface
inflorescence_trichome_surface,inflorescence_trichome_surface.2.surface
leaf_part_apex_color,leaf_part_apex_color.1.color
leaf_part_apex_color,leaf_part_apex_color.2.color
leaf_part_apex_margin,leaf_part_apex_margin.1.margin
leaf_part_apex_margin,leaf_part_apex_margin.2.margin
leaf_part_apex_shape,leaf_part_apex_shape.1.shape
leaf_part_apex_shape,leaf_part_apex_shape.2.shape
leaf_part_apex_shape,leaf_part_apex_shape.3.shape
leaf_part_apex_shape,leaf_part_apex_shape.4.shape
leaf_part_apex_shape_staminate,leaf_part_apex_shape_staminate.1.shape
leaf_part_apex_shape_staminate,leaf_part_apex_shape_staminate.2.shape
leaf_part_apex_surface,leaf_part_apex_surface.1.surface
leaf_part_apex_surface_basal,leaf_part_apex_surface_basal.1.surface
leaf_part_apex_venation,leaf_part_apex_venation.1.venation
leaf_part_axil_color,leaf_part_axil_color.1.color
leaf_part_axil_shape,leaf_part_axil_shape.1.shape
leaf_part_axil_surface,leaf_part_axil_surface.1.surface
leaf_part_axil_surface,leaf_part_axil_surface.2.surface
leaf_part_axil_surface_lateral,leaf_part_axil_surface_lateral.1.surface
leaf_part_axil_surface_lateral,leaf_part_axil_surface_lateral.2.surface
leaf_part_axil_venation,leaf_part_axil_venation.1.venation
leaf_part_axil_venation,leaf_part_axil_venation.2.venation
leaf_part_axil_venation_lateral,leaf_part_axil_venation_lateral.1.venation
leaf_part_axil_venation_proximal,leaf_part_axil_venation_proximal.1.venation
leaf_part_base_margin,leaf_part_base_margin.1.margin
leaf_part_base_venation,leaf_part_base_venation.1.venation
leaf_part_callose_margin,leaf_part_callose_margin.1.margin
leaf_part_ciliolate_color,leaf_part_ciliolate_color.1.color
leaf_part_ciliolate_surface,leaf_part_ciliolate_surface.1.surface
leaf_part_color,leaf_part_color.1.color
leaf_part_color,leaf_part_color.2.color
leaf_part_color,leaf_part_color.3.color
leaf_part_color,leaf_part_color.4.color
leaf_part_color,leaf_part_color.5.color
leaf_part_color,leaf_part_color.6.color
leaf_part_color,leaf_part_color.7.color
leaf_part_color_abaxial,leaf_part_color_abaxial.1.color
leaf_part_color_apical,leaf_part_color_apical.1.color
leaf_part_color_basal,leaf_part_color_basal.1.color
leaf_part_color_basal,leaf_part_color_basal.2.color
leaf_part_flower_morphology,leaf_part_flower_morphology.1.flower_morphology
leaf_part_flower_morphology_subtended,leaf_part_flower_morphology_subtended.1.flower_morphology
leaf_part_furcate_color,leaf_part_furcate_color.1.color
leaf_part_gland_color,leaf_part_gland_color.1.color
leaf_part_gland_color,leaf_part_gland_color.2.color
leaf_part_gland_color_basal,leaf_part_gland_color_basal.1.color
leaf_part_gland_shape,leaf_part_gland_shape.1.shape
leaf_part_gland_shape,leaf_part_gland_shape.2.shape
leaf_part_gland_surface,leaf_part_gland_surface.1.surface
leaf_part_gland_surface,leaf_part_gland_surface.2.surface
leaf_part_gland_surface,leaf_part_gland_surface.3.surface
leaf_part_gland_surface_basal,leaf_part_gland_surface_basal.1.surface
leaf_part_gland_venation,leaf_part_gland_venation.1.venation
leaf_part_gland_venation_basal,leaf_part_gland_venation_basal.1.venation
leaf_part_hair_color,leaf_part_hair_color.1.color
leaf_part_hair_color,leaf_part_hair_color.2.color
leaf_part_hair_color,leaf_part_hair_color.3.color
leaf_part_hair_duration,leaf_part_hair_duration.1.duration
leaf_part_hair_shape,leaf_part_hair_shape.1.shape
leaf_part_hair_shape,leaf_part_hair_shape.2.shape
leaf_part_hair_shape,leaf_part_hair_shape.3.shape
leaf_part_hair_shape,leaf_part_hair_shape.4.shape
leaf_part_hair_shape,leaf_part_hair_shape.5.shape
leaf_part_hair_surface,leaf_part_hair_surface.1.surface
leaf_part_hair_surface,leaf_part_hair_surface.2.surface
leaf_part_hair_surface,leaf_part_hair_surface.3.surface
leaf_part_hair_surface,leaf_part_hair_surface.4.surface
leaf_part_hair_surface,leaf_part_hair_surface.5.surface
leaf_part_hair_venation,leaf_part_hair_venation.1.venation
leaf_part_hair_venation,leaf_part_hair_venation.2.venation
leaf_part_leaf_folding,leaf_part_leaf_folding.1.leaf_folding
leaf_part_lobe_margin,leaf_part_lobe_margin.1.margin
leaf_part_lobe_margin,leaf_part_lobe_margin.2.margin
leaf_part_lobe_margin_basal,leaf_part_lobe_margin_basal.1.margin
leaf_part_lobe_margin_distal,leaf_part_lobe_margin_distal.1.margin
leaf_part_lobe_shape,leaf_part_lobe_shape.1.shape
leaf_part_lobe_shape,leaf_part_lobe_shape.2.shape
leaf_part_lobe_shape,leaf_part_lobe_shape.3.shape
leaf_part_lobe_venation_distal,leaf_part_lobe_venation_distal.1.venation
leaf_part_margin,leaf_part_margin.1.margin
leaf_part_margin,leaf_part_margin.2.margin
leaf_part_margin,leaf_part_margin.3.margin
leaf_part_margin,leaf_part_margin.4.margin
leaf_part_margin_distal,leaf_part_margin_distal.1.margin
leaf_part_margin_leaf_folding,leaf_part_margin_leaf_folding.1.leaf_folding
leaf_part_margin_male,leaf_part_margin_male.1.margin
leaf_part_margin_margin,leaf_part_margin_margin.1.margin
leaf_part_margin_margin,leaf_part_margin_margin.2.margin
leaf_part_margin_margin,leaf_part_margin_margin.3.margin
leaf_part_margin_margin,leaf_part_margin_margin.4.margin
leaf_part_margin_margin_above,leaf_part_margin_margin_above.1.margin
leaf_part_margin_margin_apical,leaf_part_margin_margin_apical.1.margin
leaf_part_margin_margin_apical,leaf_part_margin_margin_apical.2.margin
leaf_part_margin_margin_basal,leaf_part_margin_margin_basal.1.margin
leaf_part_margin_margin_basal,leaf_part_margin_margin_basal.2.margin
leaf_part_margin_margin_basal,leaf_part_margin_margin_basal.3.margin
leaf_part_margin_margin_distal,leaf_part_margin_margin_distal.1.margin
leaf_part_margin_margin_distal,leaf_part_margin_margin_distal.2.margin
leaf_part_margin_margin_staminate,leaf_part_margin_margin_staminate.1.margin
leaf_part_margin_proximal,leaf_part_margin_proximal.1.margin
leaf_part_margin_shape,leaf_part_margin_shape.1.shape
leaf_part_margin_shape,leaf_part_margin_shape.2.shape
leaf_part_margin_surface,leaf_part_margin_surface.1.surface
leaf_part_margin_surface,leaf_part_margin_surface.2.surface
leaf_part_margin_venation,leaf_part_margin_venation.1.venation
leaf_part_ray_shape,leaf_part_ray_shape.1.shape
leaf_part_reproduction_male,leaf_part_reproduction_male.1.reproduction
leaf_part_rim_shape,leaf_part_rim_shape.1.shape
leaf_part_scales_color,leaf_part_scales_color.1.color
leaf_part_scales_color,leaf_part_scales_color.2.color
leaf_part_scales_color_staminate,leaf_part_scales_color_staminate.1.color
leaf_part_scales_flower_morphology,leaf_part_scales_flower_morphology.1.flower_morphology
leaf_part_scales_shape,leaf_part_scales_shape.1.shape
leaf_part_scales_shape,leaf_part_scales_shape.2.shape
leaf_part_scales_shape,leaf_part_scales_shape.3.shape
leaf_part_scales_shape,leaf_part_scales_shape.4.shape
leaf_part_scales_surface,leaf_part_scales_surface.1.surface
leaf_part_scales_surface,leaf_part_scales_surface.2.surface
leaf_part_scales_surface,leaf_part_scales_surface.3.surface
leaf_part_scales_venation,leaf_part_scales_venation.1.venation
leaf_part_scales_venation,leaf_part_scales_venation.2.venation
leaf_part_shape,leaf_part_shape.1.shape
leaf_part_shape,leaf_part_shape.10.shape
leaf_part_shape,leaf_part_shape.11.shape
leaf_part_shape,leaf_part_shape.12.shape
leaf_part_shape,leaf_part_shape.13.shape
leaf_part_shape,leaf_part_shape.14.shape
leaf_part_shape,leaf_part_shape.15.shape
leaf_part_shape,leaf_part_shape.2.shape
leaf_part_shape,leaf_part_shape.3.shape
leaf_part_shape,leaf_part_shape.4.shape
leaf_part_shape,leaf_part_shape.5.shape
leaf_part_shape,leaf_part_shape.6.shape
leaf_part_shape,leaf_part_shape.7.shape
leaf_part_shape,leaf_part_shape.8.shape
leaf_part_shape,leaf_part_shape.9.shape
leaf_part_shape_basal,leaf_part_shape_basal.1.shape
leaf_part_shape_male,leaf_part_shape_male.1.shape
leaf_part_shape_pistillate,leaf_part_shape_pistillate.1.shape
leaf_part_shape_staminate,leaf_part_shape_staminate.1.shape
leaf_part_shape_staminate,leaf_part_shape_staminate.2.shape
leaf_part_sinus_venation,leaf_part_sinus_venation.1.venation
leaf_part_surface,leaf_part_surface.1.surface
leaf_part_surface,leaf_part_surface.2.surface
leaf_part_surface,leaf_part_surface.3.surface
leaf_part_surface,leaf_part_surface.4.surface
leaf_part_surface,leaf_part_surface.5.surface
leaf_part_surface,leaf_part_surface.6.surface
leaf_part_surface,leaf_part_surface.7.surface
leaf_part_surface,leaf_part_surface.8.surface
leaf_part_surface,leaf_part_surface.9.surface
leaf_part_surface_abaxial,leaf_part_surface_abaxial.1.surface
leaf_part_surface_abaxial,leaf_part_surface_abaxial.2.surface
leaf_part_surface_adaxial,leaf_part_surface_adaxial.1.surface
leaf_part_surface_axillary,leaf_part_surface_axillary.1.surface
leaf_part_surface_axillary,leaf_part_surface_axillary.2.surface
leaf_part_surface_axillary,leaf_part_surface_axillary.3.surface
leaf_part_surface_basal,leaf_part_surface_basal.1.surface
leaf_part_surface_basal,leaf_part_surface_basal.2.surface
leaf_part_surface_lateral,leaf_part_surface_lateral.1.surface
leaf_part_surface_lateral,leaf_part_surface_lateral.2.surface
leaf_part_surface_lateral,leaf_part_surface_lateral.3.surface
leaf_part_surface_staminate,leaf_part_surface_staminate.1.surface
leaf_part_tip_shape,leaf_part_tip_shape.1.shape
leaf_part_tip_shape,leaf_part_tip_shape.2.shape
leaf_part_tooth_margin,leaf_part_tooth_margin.1.margin
leaf_part_tooth_margin,leaf_part_tooth_margin.2.margin
leaf_part_tooth_margin,leaf_part_tooth_margin.3.margin
leaf_part_tooth_margin_distal,leaf_part_tooth_margin_distal.1.margin
leaf_part_tooth_shape,leaf_part_tooth_shape.1.shape
leaf_part_tooth_shape,leaf_part_tooth_shape.2.shape
leaf_part_tooth_shape,leaf_part_tooth_shape.3.shape
leaf_part_tooth_venation,leaf_part_tooth_venation.1.venation
leaf_part_trichome_color,leaf_part_trichome_color.1.color
leaf_part_trichome_color,leaf_part_trichome_color.2.color
leaf_part_trichome_color,leaf_part_trichome_color.3.color
leaf_part_trichome_shape,leaf_part_trichome_shape.1.shape
leaf_part_trichome_shape,leaf_part_trichome_shape.2.shape
leaf_part_trichome_surface,leaf_part_trichome_surface.1.surface
leaf_part_trichome_surface,leaf_part_trichome_surface.2.surface
leaf_part_trichome_venation,leaf_part_trichome_venation.1.venation
leaf_part_trichome_venation,leaf_part_trichome_venation.2.venation
leaf_part_venation,leaf_part_venation.1.venation
leaf_part_venation,leaf_part_venation.2.venation
leaf_part_venation,leaf_part_venation.3.venation
leaf_part_venation,leaf_part_venation.4.venation
leaf_part_venation,leaf_part_venation.5.venation
leaf_part_venation,leaf_part_venation.6.venation
leaf_part_venation,leaf_part_venation.7.venation
leaf_part_venation_above,leaf_part_venation_above.1.venation
leaf_part_venation_above,leaf_part_venation_above.2.venation
leaf_part_venation_axillary,leaf_part_venation_axillary.1.venation
leaf_part_venation_axillary,leaf_part_venation_axillary.2.venation
leaf_part_venation_basal,leaf_part_venation_basal.1.venation
leaf_part_venation_distal,leaf_part_venation_distal.1.venation
leaf_part_venation_distal,leaf_part_venation_distal.2.venation
leaf_part_venation_lateral,leaf_part_venation_lateral.1.venation
leaf_part_venation_lateral,leaf_part_venation_lateral.2.venation
leaf_part_venation_lateral,leaf_part_venation_lateral.3.venation
leaf_part_venation_lateral,leaf_part_venation_lateral.4.venation
leaf_part_woodiness,leaf_part_woodiness.1.woodiness
male_flower_part_apex_surface,male_flower_part_apex_surface.1.surface
male_flower_part_apex_surface,male_flower_part_apex_surface.2.surface
male_flower_part_color,male_flower_part_color.1.color
male_flower_part_hair_surface,male_flower_part_hair_surface.1.surface
male_flower_part_margin,male_flower_part_margin.1.margin
male_flower_part_shape,male_flower_part_shape.1.shape
male_flower_part_shape,male_flower_part_shape.2.shape
male_flower_part_surface,male_flower_part_surface.1.surface
male_flower_part_surface,male_flower_part_surface.2.surface
male_flower_part_surface,male_flower_part_surface.3.surface
male_flower_part_woodiness,male_flower_part_woodiness.1.woodiness
multiple_parts_axil_surface,multiple_parts_axil_surface.1.surface
multiple_parts_axil_venation,multiple_parts_axil_venation.1.venation
multiple_parts_color,multiple_parts_color.1.color
multiple_parts_color,multiple_parts_color.2.color
multiple_parts_color,multiple_parts_color.3.color
multiple_parts_color,multiple_parts_color.4.color
multiple_parts_flower_morphology,multiple_parts_flower_morphology.1.flower_morphology
multiple_parts_flower_morphology_staminate,multiple_parts_flower_morphology_staminate.1.flower_morphology
multiple_parts_gland_color,multiple_parts_gland_color.1.color
multiple_parts_hair_color,multiple_parts_hair_color.1.color
multiple_parts_hair_shape,multiple_parts_hair_shape.1.shape
multiple_parts_hair_surface,multiple_parts_hair_surface.1.surface
multiple_parts_margin_margin,multiple_parts_margin_margin.1.margin
multiple_parts_margin_margin,multiple_parts_margin_margin.2.margin
multiple_parts_scales_shape,multiple_parts_scales_shape.1.shape
multiple_parts_scales_surface,multiple_parts_scales_surface.1.surface
multiple_parts_shape,multiple_parts_shape.1.shape
multiple_parts_shape_staminate,multiple_parts_shape_staminate.1.shape
multiple_parts_surface,multiple_parts_surface.1.surface
multiple_parts_surface,multiple_parts_surface.2.surface
multiple_parts_surface,multiple_parts_surface.3.surface
multiple_parts_surface,multiple_parts_surface.4.surface
multiple_parts_surface_staminate,multiple_parts_surface_staminate.1.surface
multiple_parts_surface_staminate,multiple_parts_surface_staminate.2.surface
part_apex_color,part_apex_color.1.color
part_apex_shape,part_apex_shape.1.shape
part_apex_shape,part_apex_shape.2.shape
part_apex_shape,part_apex_shape.3.shape
part_apex_surface,part_apex_surface.1.surface
part_axil_surface_lateral,part_axil_surface_lateral.1.surface
part_axil_venation_lateral,part_axil_venation_lateral.1.venation
part_base_shape,part_base_shape.1.shape
part_base_shape,part_base_shape.2.shape
part_base_surface,part_base_surface.1.surface
part_base_woodiness,part_base_woodiness.1.woodiness
part_cilia_surface,part_cilia_surface.1.surface
part_color,part_color.1.color
part_color,part_color.2.color
part_color,part_color.3.color
part_color,part_color.4.color
part_color,part_color.5.color
part_color,part_color.6.color
part_color,part_color.7.color
part_color,part_color.8.color
part_color_basal,part_color_basal.1.color
part_color_distal,part_color_distal.1.color
part_color_terminal,part_color_terminal.1.color
part_color_terminal,part_color_terminal.2.color
part_color_terminal,part_color_terminal.3.color
part_crown_shape,part_crown_shape.1.shape
part_duration,part_duration.1.duration
part_flower_morphology,part_flower_morphology.1.flower_morphology
part_gland_color,part_gland_color.1.color
part_gland_color,part_gland_color.2.color
part_gland_shape,part_gland_shape.1.shape
part_gland_surface,part_gland_surface.1.surface
part_hair_color,part_hair_color.1.color
part_hair_color,part_hair_color.2.color
part_hair_shape,part_hair_shape.1.shape
part_hair_shape,part_hair_shape.2.shape
part_hair_surface,part_hair_surface.1.surface
part_hair_surface,part_hair_surface.2.surface
part_hair_surface_staminate,part_hair_surface_staminate.1.surface
part_leaf_folding,part_leaf_folding.1.leaf_folding
part_margin,part_margin.1.margin
part_margin,part_margin.2.margin
part_margin_margin,part_margin_margin.1.margin
part_margin_margin,part_margin_margin.2.margin
part_margin_margin,part_margin_margin.3.margin
part_margin_shape,part_margin_shape.1.shape
part_margin_surface,part_margin_surface.1.surface
part_margin_surface,part_margin_surface.2.surface
part_missing_part,part_missing_part.1.missing_part
part_reproduction,part_reproduction.1.reproduction
part_reproduction,part_reproduction.2.reproduction
part_scales_color,part_scales_color.1.color
part_scales_color_proximal,part_scales_color_proximal.1.color
part_scales_color_terminal,part_scales_color_terminal.1.color
part_scales_margin,part_scales_margin.1.margin
part_scales_margin_apical,part_scales_margin_apical.1.margin
part_scales_shape,part_scales_shape.1.shape
part_scales_shape,part_scales_shape.2.shape
part_scales_surface,part_scales_surface.1.surface
part_scales_surface,part_scales_surface.2.surface
part_scales_surface_basal,part_scales_surface_basal.1.surface
part_scales_surface_basal,part_scales_surface_basal.2.surface
part_scales_surface_distal,part_scales_surface_distal.1.surface
part_scales_surface_proximal,part_scales_surface_proximal.1.surface
part_scales_venation,part_scales_venation.1.venation
part_shape,part_shape.1.shape
part_shape,part_shape.2.shape
part_shape,part_shape.3.shape
part_shape,part_shape.4.shape
part_shape_distally,part_shape_distally.1.shape
part_shape_male,part_shape_male.1.shape
part_shape_male,part_shape_male.2.shape
part_shape_staminate,part_shape_staminate.1.shape
part_surface,part_surface.1.surface
part_surface,part_surface.2.surface
part_surface,part_surface.3.surface
part_surface,part_surface.4.surface
part_surface,part_surface.5.surface
part_surface,part_surface.6.surface
part_surface,part_surface.7.surface
part_surface,part_surface.8.surface
part_surface_abaxial,part_surface_abaxial.1.surface
part_surface_above,part_surface_above.1.surface
part_surface_apical,part_surface_apical.1.surface
part_surface_apical,part_surface_apical.2.surface
part_surface_distal,part_surface_distal.1.surface
part_surface_male,part_surface_male.1.surface
part_surface_proximal,part_surface_proximal.1.surface
part_surface_staminate,part_surface_staminate.1.surface
part_surface_staminate,part_surface_staminate.2.surface
part_tip_surface,part_tip_surface.1.surface
part_tooth_duration,part_tooth_duration.1.duration
part_tooth_shape,part_tooth_shape.1.shape
part_trichome_color,part_trichome_color.1.color
part_trichome_color,part_trichome_color.2.color
part_trichome_shape,part_trichome_shape.1.shape
part_trichome_shape_staminate,part_trichome_shape_staminate.1.shape
part_trichome_surface,part_trichome_surface.1.surface
part_trichome_surface_staminate,part_trichome_surface_staminate.1.surface
part_venation,part_venation.1.venation
