female_flower_part_count.3.per_part
female_flower_part_count.2.subpart_as_loc
female_flower_part_duration.1.duration
flower_part_apex_duration.1.duration
flower_part_count.1.subpart_as_loc
flower_part_count.5.flower_location
flower_part_count_pistillate.1.per_part
flower_part_count_subtended.1.count_group
flower_part_duration.1.duration
flower_part_lobe_count.1.subpart_as_loc
flower_part_lobe_count.2.part_as_loc
flower_part_lobe_subpart.1.part_as_loc
flower_part_margin.1.part_as_loc
flower_part_size.1.uncertain
flower_part_size.2.uncertain
flower_part_wing_subpart.1.part_as_loc
fruit_part_count.1.count_group
fruit_part_duration.1.duration
fruit_part_flower_morphology.1.part_as_loc
fruit_part_hair_duration.1.duration
leaf_part_duration.1.duration
leaf_part_duration.2.duration
leaf_part_duration_male.1.duration
fruit_part_apex_size.1.uncertain
fruit_part_base_size.1.uncertain
fruit_part_base_size.2.uncertain
fruit_part_count.1.per_part
fruit_part_count.1.subpart_as_loc
fruit_part_count.2.count_group
fruit_part_count.2.subpart_as_loc
fruit_part_hair_subpart.1.subpart_as_loc
fruit_part_lobe_count.1.subpart_as_loc
fruit_part_lobe_size_basal.1.uncertain
fruit_part_size.1.uncertain
fruit_part_size.2.subpart_as_loc
fruit_part_size.2.uncertain
fruit_part_size.2.width_units
fruit_part_size.3.length_units
fruit_part_size.3.uncertain
fruit_part_size.4.subpart_as_loc
fruit_part_size.4.uncertain
fruit_part_size.5.uncertain
fruit_part_size.6.uncertain
fruit_part_size_basal.1.uncertain
fruit_part_size_basal.2.uncertain
fruit_part_size_male.1.uncertain
fruit_part_wing_size_lateral.1.uncertain
inflorescence_axil_subpart_male.1.subpart_as_loc
inflorescence_count.1.count_group
inflorescence_count.1.subpart_as_loc
inflorescence_count.2.count_group
inflorescence_count.2.subpart_as_loc
inflorescence_count_basal.1.count_group
inflorescence_count_male.1.count_group
inflorescence_count_pistillate.1.count_group
inflorescence_count_staminate.1.count_group
inflorescence_count_staminate.1.per_part
inflorescence_count_staminate.2.count_group
inflorescence_size.1.uncertain
inflorescence_size.2.uncertain
inflorescence_size_male.1.subpart_as_loc
inflorescence_size_male.1.uncertain
inflorescence_size_staminate.1.uncertain
inflorescence_tooth_count.1.subpart_as_loc
leaf_part_apex_size.1.uncertain
leaf_part_apex_subpart.2.subpart_as_loc
leaf_part_apex_subpart.3.subpart_as_loc
leaf_part_base_size.1.uncertain
leaf_part_count.1.count_group
leaf_part_count.1.part_as_loc
leaf_part_count.1.subpart_as_loc
leaf_part_count.3.part_as_loc
leaf_part_count_lateral.1.count_group
leaf_part_hair_subpart.1.subpart_as_loc
leaf_part_hair_subpart.2.subpart_as_loc
leaf_part_hair_subpart.3.subpart_as_loc
leaf_part_hair_subpart_staminate.1.subpart_as_loc
leaf_part_ray_count.1.subpart_as_loc
leaf_part_size.1.uncertain
leaf_part_size.2.uncertain
leaf_part_size.3.subpart_as_loc
leaf_part_size.3.uncertain
leaf_part_size.4.uncertain
leaf_part_size.5.uncertain
leaf_part_size_basal.1.uncertain
leaf_part_size_lateral.1.uncertain
leaf_part_size_male.1.uncertain
leaf_part_tooth_count.1.subpart_as_loc
leaf_part_tooth_count_distal.1.count_group
male_flower_part_count.1.per_part
male_flower_part_count.1.subpart_as_loc
male_flower_part_count.2.subpart_as_loc
male_flower_part_size.1.uncertain
part_base_size.1.uncertain
part_count.1.count_group
part_count_staminate.1.count_group
part_lobe_size_basal.1.uncertain
part_size.1.uncertain
part_size.2.subpart_as_loc
part_size.2.uncertain
part_size.3.uncertain
part_size.5.uncertain
part_size_basal.1.uncertain
part_color.4.missing
part_color.5.missing
flower_part_lobe_count_basal.1.leaf_margin
fruit_part_margin.1.subpart_as_loc
fruit_part_surface.1.subpart_as_loc
fruit_part_surface.2.subpart_as_loc
fruit_part_surface.3.subpart_as_loc
fruit_part_surface.4.subpart_as_loc
fruit_part_venation.1.subpart_as_loc
fruit_part_wing_subpart.1.subpart_as_loc
fruit_part_wing_surface.1.subpart_as_loc
inflorescence_axis_subpart.1.subpart_as_loc
inflorescence_reproduction.1.subpart_as_loc
leaf_part_axil_subpart.1.subpart_as_loc
leaf_part_axil_subpart_male.1.subpart_as_loc
leaf_part_axis_subpart.1.subpart_as_loc
leaf_part_color.2.subpart_as_loc
leaf_part_flower_morphology.1.subpart_as_loc
leaf_part_hair_surface.1.subpart_as_loc
leaf_part_hair_surface.2.subpart_as_loc
leaf_part_hair_venation.1.subpart_as_loc
leaf_part_hair_venation.2.subpart_as_loc
leaf_part_lobe_subpart.1.subpart_as_loc
leaf_part_margin.1.subpart_as_loc
leaf_part_margin_margin.1.subpart_as_loc
leaf_part_margin_margin.2.subpart_as_loc
leaf_part_margin_subpart.1.subpart_as_loc
leaf_part_margin_subpart.2.subpart_as_loc
leaf_part_margin_surface.1.subpart_as_loc
leaf_part_sinus_subpart.1.subpart_as_loc
leaf_part_surface.1.subpart_as_loc
leaf_part_surface.2.subpart_as_loc
leaf_part_surface.3.subpart_as_loc
leaf_part_surface.4.subpart_as_loc
leaf_part_surface.5.subpart_as_loc
leaf_part_surface_staminate.1.subpart_as_loc
leaf_part_tooth_margin.1.subpart_as_loc
leaf_part_tooth_subpart.1.subpart_as_loc
leaf_part_trichome_subpart.1.subpart_as_loc
leaf_part_trichome_surface.1.subpart_as_loc
leaf_part_trichome_venation.1.subpart_as_loc
leaf_part_venation.1.subpart_as_loc
leaf_part_venation.2.subpart_as_loc
male_flower_part_gland_subpart.1.subpart_as_loc
male_flower_part_hair_subpart.1.subpart_as_loc
male_flower_part_surface.1.subpart_as_loc
multiple_parts_flower_morphology_staminate.1.part_as_loc
part_color.1.subpart_as_loc
part_hair_color.1.subpart_as_loc
part_hair_color.2.subpart_as_loc
part_hair_subpart.1.subpart_as_loc
part_hair_surface.1.subpart_as_loc
part_scales_margin.1.subpart_as_loc
part_scales_subpart.1.subpart_as_loc
part_scales_surface.1.subpart_as_loc
part_segment_subpart.1.subpart_as_loc
part_surface.1.subpart_as_loc
part_surface.2.subpart_as_loc
part_venation.1.part_as_loc
female_flower_part_size.1.length_units
flower_part_hair_size.1.diameter_units
flower_part_leaf-axil_size.1.length_units
flower_part_size.1.diameter_units
flower_part_size.1.length_units
flower_part_size.1.thickness_units
flower_part_size.1.width_units
flower_part_size.2.length_units
flower_part_size.2.thickness_units
flower_part_size.2.width_units
flower_part_size_apical_male.1.length_units
flower_part_size_axillary.1.length_units
flower_part_size_bisexual.1.length_units
flower_part_size_pistillate.1.length_units
flower_part_size_staminate.1.length_units
flower_part_size_staminate.1.width_units
flower_part_tooth_size.1.length_units
fruit_part_apex_size.1.length_units
fruit_part_apex_size.1.thickness_units
fruit_part_base_size.1.length_units
fruit_part_base_size.1.thickness_units
fruit_part_base_size.2.thickness_units
fruit_part_lobe_size_basal.1.length_units
fruit_part_hair_size.1.length_units
fruit_part_hair_size.1.width_units
fruit_part_margin_size.1.length_units
fruit_part_scales_size.1.length_units
fruit_part_scales_size.1.width_units
fruit_part_size.1.height_units
fruit_part_size.1.length_units
fruit_part_size.1.thickness_units
fruit_part_size.1.width_units
fruit_part_size.2.diameter_units
fruit_part_size.2.length_units
fruit_part_size.2.thickness_units
fruit_part_size.3.thickness_units
fruit_part_size.3.width_units
fruit_part_size.4.length_units
fruit_part_size.4.thickness_units
fruit_part_size.4.width_units
fruit_part_size.5.length_units
fruit_part_size.5.thickness_units
fruit_part_size.6.length_units
fruit_part_size_apical.1.length_units
fruit_part_size_basal.1.thickness_units
fruit_part_size_basal.2.thickness_units
fruit_part_size_male.1.length_units
fruit_part_size_pistillate.1.length_units
fruit_part_size_staminate.1.length_units
fruit_part_size_staminate.1.width_units
fruit_part_wing_size.1.length_units
fruit_part_wing_size_lateral.1.length_units
inflorescence_apex_size_male.1.length_units
inflorescence_hair_size.1.diameter_units
inflorescence_hair_size.1.length_units
inflorescence_lobe_size.1.length_units
inflorescence_size.1.diameter_units
inflorescence_size.1.length_units
inflorescence_size.1.width_units
inflorescence_size.2.length_units
inflorescence_size.2.width_units
inflorescence_size.3.width_units
inflorescence_size_basal_male.1.length_units
inflorescence_size_male.1.length_units
inflorescence_size_male.2.length_units
inflorescence_size_pistillate.1.length_units
inflorescence_size_staminate.1.length_units
inflorescence_size_staminate.1.width_units
inflorescence_size_staminate_terminal.1.length_units
inflorescence_size_staminate_terminal.1.width_units
leaf_part_apex_size.1.length_units
leaf_part_article_size.1.length_units
leaf_part_base_size.1.length_units
leaf_part_base_size.1.thickness_units
leaf_part_hair_size.1.length_units
leaf_part_hair_size_lateral.1.diameter_units
leaf_part_size.1.diameter_units
leaf_part_size.1.length_units
leaf_part_size.1.thickness_units
leaf_part_size.1.width_units
leaf_part_size.2.length_units
leaf_part_size.2.thickness_units
leaf_part_size.2.width_units
leaf_part_size.3.length_units
leaf_part_size.3.thickness_units
leaf_part_size.3.width_units
leaf_part_size.4.length_units
leaf_part_size.4.thickness_units
leaf_part_size.4.width_units
leaf_part_size.5.length_units
leaf_part_size.5.width_units
leaf_part_size_basal.1.length_units
leaf_part_size_basal.1.thickness_units
leaf_part_size_distal.1.length_units
leaf_part_size_distal.1.width_units
leaf_part_size_lateral.1.length_units
leaf_part_size_male.1.length_units
leaf_part_size_male_terminal.1.length_units
leaf_part_size_pistillate.1.length_units
leaf_part_size_proximal.1.length_units
leaf_part_size_proximal.1.width_units
leaf_part_size_staminate.1.length_units
leaf_part_size_terminal.1.length_units
leaf_part_tooth_size.1.length_units
leaf_part_wing_size.1.length_units
male_flower_part_size.1.length_units
male_flower_part_size.1.width_units
male_flower_part_size_staminate.1.length_units
male_flower_part_size_staminate.1.width_units
multiple_parts_size.1.length_units
multiple_parts_size.1.width_units
multiple_parts_size_male.1.length_units
multiple_parts_size_staminate.1.length_units
part_base_size.1.length_units
part_base_size.1.thickness_units
part_gland_size.1.length_units
part_lobe_size_basal.1.length_units
part_size.1.dbh_units
part_size.1.diameter_units
part_size.1.height_units
part_size.1.length_units
part_size.1.thickness_units
part_size.1.width_units
part_size.2.dbh_units
part_size.2.diameter_units
part_size.2.height_units
part_size.2.length_units
part_size.2.thickness_units
part_size.2.width_units
part_size.3.diameter_units
part_size.3.length_units
part_size.3.thickness_units
part_size.3.width_units
part_size.4.length_units
part_size.4.thickness_units
part_size.4.width_units
part_size.5.thickness_units
part_size_basal.1.length_units
part_size_basal.1.thickness_units
part_size_basal.1.width_units
part_size_distal.1.length_units
part_size_male.1.length_units
part_size_male.1.width_units
part_size_male_terminal.1.length_units
part_size_pistillate.1.length_units
part_size_staminate.1.length_units
