Accepted term,Synonym
branch_gland_color,branch_gland_color.2.color
branch_hair_color,branch_hair_color.1.color
branch_inflorescence_color,branch_inflorescence_color.1.color
branch_leaf_color,branch_leaf_color.1.color
branch_petiole_color,branch_petiole_color.1.color
branch_petiole_hair_color,branch_petiole_hair_color.1.color
bud_apex_color,bud_apex_color.1.color
bud_color,bud_color.1.color
bud_color,bud_color.2.color
bud_color,bud_color.3.color
bud_color,bud_color.4.color
bud_hair_color,bud_hair_color.1.color
bud_hair_color,bud_hair_color.2.color
bud_scales_color,bud_scales_color.1.color
carpel_color,carpel_color.1.color
cotyledon_color,cotyledon_color.1.color
cotyledon_color,cotyledon_color.2.color
drupe_color,drupe_color.1.color
drupe_color,drupe_color.2.color
drupe_gland_color,drupe_gland_color.1.color
fruit_color,fruit_color.1.color
fruit_color,fruit_color.2.color
fruit_color,fruit_color.3.color
fruit_hair_color,fruit_hair_color.1.color
indumentum_color,indumentum_color.1.color
inflorescence_color,inflorescence_color.1.color
inflorescence_color,inflorescence_color.2.color
inflorescence_color_male,inflorescence_color_male.1.color
inflorescence_hair_color,inflorescence_hair_color.1.color
infructescence_color,infructescence_color.1.color
infructescence_color,infructescence_color.2.color
introrse_color,introrse_color.1.color
leaf_axil_color,leaf_axil_color.1.color
leaf_color,leaf_color.1.color
leaf_color,leaf_color.2.color
leaf_color,leaf_color.3.color
leaf_color,leaf_color.4.color
leaf_color,leaf_color.5.color
leaf_color,leaf_color.6.color
leaf_color,leaf_color.7.color
leaf_furcate_color,leaf_furcate_color.1.color
leaf_gland_color,leaf_gland_color.1.color
leaf_gland_color,leaf_gland_color.2.color
leaf_hair_color,leaf_hair_color.1.color
leaf_hair_color,leaf_hair_color.2.color
leaf_hair_color,leaf_hair_color.3.color
leaf_scales_color,leaf_scales_color.1.color
leaf_trichome_color,leaf_trichome_color.1.color
leaf_trichome_color,leaf_trichome_color.2.color
leaf_trichome_color,leaf_trichome_color.3.color
leaflet_color,leaflet_color.1.color
lenticel_color,lenticel_color.1.color
lenticel_color,lenticel_color.2.color
nut_apex_color,nut_apex_color.1.color
nut_base_color,nut_base_color.1.color
nut_color,nut_color.1.color
nut_color,nut_color.2.color
nut_color,nut_color.3.color
nut_color,nut_color.4.color
nut_color,nut_color.5.color
nut_hair_color,nut_hair_color.1.color
nut_hair_color,nut_hair_color.2.color
nut_margin_color,nut_margin_color.1.color
nut_margin_color,nut_margin_color.2.color
nut_scales_color,nut_scales_color.1.color
nut_scales_color,nut_scales_color.2.color
nut_tip_color,nut_tip_color.1.color
nut_trichome_color,nut_trichome_color.1.color
nutlet_color,nutlet_color.1.color
nutlet_color,nutlet_color.2.color
nutlet_gland_color,nutlet_gland_color.1.color
panicle_color_male,panicle_color_male.1.color
peduncle_color,peduncle_color.1.color
peduncle_scales_color,peduncle_scales_color.1.color
peduncle_scales_color,peduncle_scales_color.2.color
peduncle_tip_color,peduncle_tip_color.1.color
perianth_color,perianth_color.1.color
perianth_color,perianth_color.2.color
petiole_color,petiole_color.1.color
petiole_color,petiole_color.2.color
petiole_color,petiole_color.3.color
petiole_gland_color,petiole_gland_color.1.color
petiole_hair_color,petiole_hair_color.1.color
petiole_scales_color,petiole_scales_color.1.color
petiole_trichome_color,petiole_trichome_color.1.color
pistil_hair_color_staminate,pistil_hair_color_staminate.1.color
pistil_hair_color_staminate,pistil_hair_color_staminate.2.color
pith_color,pith_color.1.color
rachis_bract_color,rachis_bract_color.1.color
rachis_branch_gland_color,rachis_branch_gland_color.1.color
rachis_color,rachis_color.1.color
rachis_color,rachis_color.2.color
rachis_color,rachis_color.3.color
rachis_hair_color,rachis_hair_color.1.color
rachis_trichome_color,rachis_trichome_color.1.color
rachis_trichome_color,rachis_trichome_color.2.color
samara_color,samara_color.1.color
samara_color,samara_color.2.color
sheath_color,sheath_color.1.color
solitary_color,solitary_color.1.color
solitary_color,solitary_color.2.color
solitary_color,solitary_color.3.color
solitary_scales_color,solitary_scales_color.1.color
solitary_scales_color,solitary_scales_color.2.color
solitary_tip_color,solitary_tip_color.1.color
stalk_color,stalk_color.1.color
stalk_hair_color,stalk_hair_color.1.color
stalk_hair_color,stalk_hair_color.2.color
stigma_color,stigma_color.1.color
stipe_color,stipe_color.1.color
stipule_color,stipule_color.1.color
tree_color,tree_color.1.color
tree_color,tree_color.2.color
tree_trichome_color,tree_trichome_color.1.color
trunk_branch_color,trunk_branch_color.1.color
trunk_branch_color,trunk_branch_color.2.color
trunk_branch_color,trunk_branch_color.3.color
trunk_branch_color,trunk_branch_color.4.color
twig_color,twig_color.1.color
twig_color,twig_color.2.color
twig_color,twig_color.3.color
twig_color,twig_color.4.color
twig_color,twig_color.5.color
bract_duration,bract_duration.1.duration
bract_duration_male,bract_duration_male.1.duration
branch_duration,branch_duration.1.duration
branch_tooth_duration,branch_tooth_duration.1.duration
bud_duration,bud_duration.1.duration
flower_duration,flower_duration.1.duration
fruit_duration,fruit_duration.1.duration
fruit_hair_duration,fruit_hair_duration.1.duration
fruit_scales_duration,fruit_scales_duration.1.duration
indumentum_duration,indumentum_duration.1.duration
infructescence_scales_duration,infructescence_scales_duration.1.duration
leaf_duration,leaf_duration.1.duration
leaf_hair_duration,leaf_hair_duration.1.duration
nut_duration,nut_duration.1.duration
perianth_apex_duration,perianth_apex_duration.1.duration
perianth_duration,perianth_duration.1.duration
petiole_hair_duration,petiole_hair_duration.1.duration
sepal_duration,sepal_duration.1.duration
stigma_duration,stigma_duration.1.duration
stipule_duration,stipule_duration.1.duration
twig_duration,twig_duration.1.duration
branch_reproduction,branch_reproduction.1.reproduction
catkin_reproduction_staminate,catkin_reproduction_staminate.1.reproduction
catkin_reproduction_unisexual,catkin_reproduction_unisexual.1.reproduction
inflorescence_reproduction,inflorescence_reproduction.1.reproduction
inflorescence_reproduction_male,inflorescence_reproduction_male.1.reproduction
inflorescence_reproduction_pistillate,inflorescence_reproduction_pistillate.1.reproduction
inflorescence_reproduction_staminate,inflorescence_reproduction_staminate.1.reproduction
inflorescence_reproduction_unisexual,inflorescence_reproduction_unisexual.1.reproduction
leaf_reproduction_male,leaf_reproduction_male.1.reproduction
panicle_reproduction_male,panicle_reproduction_male.1.reproduction
panicle_reproduction_male,panicle_reproduction_male.2.reproduction
shrub_reproduction,shrub_reproduction.1.reproduction
shrub_reproduction,shrub_reproduction.2.reproduction
spike_reproduction,spike_reproduction.1.reproduction
tree_reproduction,tree_reproduction.1.reproduction
tree_reproduction,tree_reproduction.2.reproduction
bract_apex_margin,bract_apex_margin.1.margin
bract_lobe_margin,bract_lobe_margin.1.margin
bract_lobe_margin,bract_lobe_margin.2.margin
bract_margin,bract_margin.1.margin
bract_margin,bract_margin.2.margin
bract_margin,bract_margin.3.margin
bract_margin,bract_margin.4.margin
bract_margin_male,bract_margin_male.1.margin
bract_margin_staminate,bract_margin_staminate.1.margin
branch_margin,branch_margin.1.margin
bud_margin,bud_margin.1.margin
bud_scales_margin,bud_scales_margin.1.margin
catkin_scales_margin,catkin_scales_margin.1.margin
column_margin,column_margin.1.margin
fruit_margin,fruit_margin.1.margin
fruit_scales_margin,fruit_scales_margin.1.margin
infructescence_margin,infructescence_margin.1.margin
leaf_apex_count,leaf_apex_count.1.leaf_margin
leaf_apex_margin,leaf_apex_margin.1.margin
leaf_apex_margin,leaf_apex_margin.2.margin
leaf_base_margin,leaf_base_margin.1.margin
leaf_callose_margin,leaf_callose_margin.1.margin
leaf_count,leaf_count.1.leaf_margin
leaf_lobe_count,leaf_lobe_count.1.leaf_margin
leaf_lobe_margin,leaf_lobe_margin.1.margin
leaf_lobe_margin,leaf_lobe_margin.2.margin
leaf_margin,leaf_margin.1.margin
leaf_margin,leaf_margin.2.margin
leaf_margin,leaf_margin.3.margin
leaf_margin,leaf_margin.4.margin
leaf_margin_count,leaf_margin_count.1.leaf_margin
leaf_tooth_margin,leaf_tooth_margin.1.margin
leaf_tooth_margin,leaf_tooth_margin.2.margin
leaf_tooth_margin,leaf_tooth_margin.3.margin
leaf_twig_margin,leaf_twig_margin.1.margin
leaf_twig_margin,leaf_twig_margin.2.margin
leaflet_margin,leaflet_margin.1.margin
leaflet_margin,leaflet_margin.2.margin
nut_margin,nut_margin.1.margin
nut_margin,nut_margin.2.margin
nutlet_margin,nutlet_margin.1.margin
peduncle_lobe_count,peduncle_lobe_count.1.leaf_margin
peduncle_margin,peduncle_margin.1.margin
petiole_apex_margin,petiole_apex_margin.1.margin
petiole_lobe_margin,petiole_lobe_margin.1.margin
petiole_margin,petiole_margin.1.margin
petiole_margin,petiole_margin.2.margin
petiole_tooth_margin,petiole_tooth_margin.1.margin
plant_margin,plant_margin.1.margin
stalk_margin,stalk_margin.1.margin
stamen_margin,stamen_margin.1.margin
tree_margin,tree_margin.1.margin
tree_margin,tree_margin.2.margin
tree_margin,tree_margin.3.margin
bract_bract_flower_morphology,bract_bract_flower_morphology.1.flower_morphology
bract_flower_morphology,bract_flower_morphology.1.flower_morphology
bract_scales_flower_morphology,bract_scales_flower_morphology.1.flower_morphology
flower_bract_flower_morphology_staminate,flower_bract_flower_morphology_staminate.1.flower_morphology
fruit_flower_morphology,fruit_flower_morphology.1.flower_morphology
fruit_flower_morphology_pistillate,fruit_flower_morphology_pistillate.1.flower_morphology
rachis_flower_morphology,rachis_flower_morphology.1.flower_morphology
sepal_flower_morphology,sepal_flower_morphology.1.flower_morphology
article_surface,article_surface.1
article_shape,article_shape.1
phyllichnia_shape,phyllichnia_shape.1
