taxon,bark_size.1.length_high,bark_color,fruit_shape,infructescence_shape,leaf_color,leaf_hair_surface,peduncle_shape,nut_apex_shape,nut_surface,nutlet_surface,branch_color,petiole_venation,nut_color,bract_apex_shape,branch_surface,nutlet_shape,twig_surface,bud_shape,petiole_apex_shape,article_surface,leaf_apex_shape,bract_margin,petiole_base_shape,phyllichnia_shape,leaf_duration,petiole_color,rachis_shape,rachis_surface,bark_surface,leaf_hair_shape,leaf_margin,bract_surface,leaf_axil_venation,leaf_venation,petiole_surface,branch_shape,bract_color,petiole_shape,leaf_count_location,leaf_base_shape,twig_color,bract_shape,inflorescence_shape,peduncle_surface,nut_shape,leaf_surface,leaf_shape,bud_surface,bud_color,bract_size_width,nut_size_length,bract_size_length,leaf_size_width,fruit_size_length,nutlet_size_width,infructescence_size_width,article_size_width,inflorescence_size_width,peduncle_size_length,nutlet_size_length,leaf_size_length,nut_size_width,inflorescence_size_length,infructescence_size_length,bract_size_thickness,bud_size_length,tree_size_height,branch_size_length,nut_size_thickness,article_size_length,petiole_size_length,rachis_size_thickness,twig_size_diameter,rachis_size_length
Quercus gravesii,13.0,['black'],[],[],['green'],[],[],[],"['puberulent', 'glabrate', 'glabrous', 'surface', 'pubescent']",[],[],[],[],[],[],[],"['glabrate', 'glabrous']","['ovoid', 'ellipsoid']",[],[],"['acute', 'attenuate', 'obtuse']",[],[],[],[],[],[],[],[],[],[],[],[],"['midrib', 'vein']",['glabrate'],[],[],[],[],"['subcordate', 'orbicular', 'cuneate', 'obtuse']","['brown-red', 'brown']",[],[],[],"['ovoid', 'turbinate', 'ellipsoid', 'subglobose', 'acute', 'oblong', 'cup-shaped']","['pubescent', 'surface', 'glabrous']",['ovate'],[],"['brown-red', 'brown']",nan,4.75,nan,39.125,nan,nan,nan,nan,nan,nan,nan,52.5,9.75,nan,nan,nan,3.5,nan,nan,nan,nan,15.0,nan,2.0,nan
Quercus grisea,10.0,['gray'],[],[],"['yellow', 'gray-green', 'green']",['pubescent'],['cup-shaped'],[],['glabrate'],[],[],[],"['brown-red', 'brown']",[],[],[],"['tomentose', 'tomentulose']","['ovoid', 'subglobose']",[],[],['acute'],[],[],[],[],[],[],[],[],['stellate'],[],[],[],['vein'],[],[],[],[],[],"['orbicular', 'cordate']",['gray'],[],[],[],['ovoid'],"['pubescent', 'surface']",['oblong'],[],['brown-red'],nan,7.0,nan,22.5,nan,nan,nan,nan,nan,30.0,nan,30.0,11.5,nan,nan,nan,1.5,nan,nan,nan,nan,6.5,nan,1.5,nan
Quercus havardii,1.5,['gray'],[],[],"['yellow', 'gray', 'brown', 'green']",[],['cup-shaped'],[],"['canescent', 'pubescent']",[],[],[],['brown'],[],[],[],"['glabrate', 'glabrous', 'tomentulose']",['subglobose'],[],[],['orbicular'],[],[],[],[],[],[],[],[],[],['undulate'],[],[],['vein'],[],[],[],[],[],"['orbicular', 'cuneate']","['yellow', 'gray', 'brown']",[],[],[],"['acute', 'ovoid', 'ovate-triangular']","['glabrate', 'pubescent', 'surface', 'tomentulose']","['oblanceolate', 'branched', 'lanceolate', 'obovate', 'elliptic', 'acute', 'ovate', 'oblong', 'stellate']",['pubescent'],['brown-red'],nan,11.0,nan,35.0,nan,nan,nan,nan,nan,10.0,nan,75.0,20.0,nan,nan,nan,2.0,nan,nan,nan,nan,7.0,nan,1.75,nan
Quercus hemisphaerica,35.0,[],[],[],[],[],[],[],"['puberulent', 'pubescent', 'surface', 'glabrate']",[],[],[],[],[],[],[],['glabrous'],['ovoid'],[],[],"['acute', 'acuminate']",[],[],[],[],[],[],[],[],[],['entire'],[],[],[],['glabrous'],[],[],[],[],"['orbicular', 'obtuse']","['brown-red', 'brown']",[],[],[],"['ovoid', 'hemispheric', 'turbinate', 'acute', 'obtuse', 'saucerlike']","['surface', 'glabrous']",['ovate'],[],"['red', 'brown-purple']",nan,10.125,nan,25.0,nan,nan,nan,nan,nan,nan,nan,75.0,13.5,nan,nan,nan,3.75,nan,nan,nan,nan,3.0,nan,1.75,nan
Quercus hinckleyi,nan,['gray'],[],[],"['glaucous', 'blue-green']",[],['saucerlike'],[],['glabrous'],[],[],[],[],[],[],[],"['pubescent', 'glabrous']",[],[],[],"['acute', 'obtuse']",[],[],[],[],[],[],[],[],[],['crisped'],[],[],['vein'],[],[],[],[],[],"['auriculate', 'cordate']","['brown', 'glaucous']",[],[],[],['ovoid'],"['surface', 'glabrous']",['orbicular'],[],[],nan,8.5,nan,15.0,nan,nan,nan,nan,nan,4.0,nan,15.0,11.25,nan,nan,nan,0.75,nan,nan,nan,nan,2.0,nan,1.25,nan
Quercus hypoleucoides,10.0,['black'],[],[],['white'],[],[],[],"['puberulent', 'glabrous', 'surface', 'floccose', 'pubescent']",[],[],[],[],[],[],[],['pubescent'],['ovoid'],[],[],"['acute', 'attenuate']",[],[],[],[],[],[],[],[],[],['entire'],[],[],[],['pubescent'],[],[],[],[],"['orbicular', 'cuneate']",['brown-red'],[],[],[],"['cup-shaped', 'oblong', 'ellipsoid']","['tomentose', 'surface', 'glabrous']",['ovate'],[],['brown'],nan,8.0,nan,27.5,nan,nan,nan,nan,nan,nan,nan,82.5,8.5,nan,nan,nan,3.5,nan,nan,nan,nan,7.25,nan,2.25,nan
Quercus ilicifolia,6.0,"['pink', 'gray']",[],[],"['gray', 'glossy-green', 'green']",[],[],[],"['puberulent', 'pubescent', 'surface']",[],[],[],[],[],[],[],['pubescent'],['ovoid'],[],[],['acute'],[],[],[],[],[],[],[],[],[],[],[],[],['vein'],['pubescent'],[],[],[],[],"['cuneate', 'obtuse']","['brown-yellow', 'brown']",[],[],[],"['ovoid', 'subglobose', 'acute', 'saucerlike', 'cup-shaped']","['tomentose', 'surface', 'glabrous']",['ovate'],[],['brown-red'],nan,9.325,nan,60.0,nan,nan,nan,nan,nan,nan,nan,85.0,11.625,nan,nan,nan,3.25,nan,nan,nan,nan,17.5,nan,2.25,nan
Quercus imbricaria,20.0,"['pink', 'brown-gray']",[],[],[],[],[],[],"['puberulent', 'surface', 'glabrate']",[],[],[],[],[],[],[],"['pubescent', 'glabrous']",['ovoid'],[],[],"['acute', 'obtuse']",[],[],[],[],[],[],[],[],[],['entire'],[],[],[],['glabrous'],[],[],[],[],"['cuneate', 'obtuse']","['brown', 'brown-green']",[],[],[],"['ovoid', 'subglobose', 'acute', 'saucerlike', 'cup-shaped']","['pubescent', 'surface', 'glabrous']",['ovate'],[],"['brown-red', 'brown']",nan,10.25,nan,45.0,nan,nan,nan,nan,nan,nan,nan,140.0,14.0,nan,nan,nan,4.5,nan,nan,nan,nan,15.0,nan,2.25,nan
Quercus incana,10.0,"['brown', 'black']",[],[],[],[],[],[],"['glabrate', 'pubescent', 'surface', 'puberulent']",[],[],[],[],[],[],[],"['pubescent', 'tomentose']",['ovoid'],[],[],"['acute', 'obtuse']",[],[],[],[],[],[],[],[],[],['entire'],[],['vein'],['vein'],['tomentose'],[],[],[],[],"['acute', 'attenuate', 'orbicular']","['brown-red', 'brown']",[],[],[],"['ovoid', 'ellipsoid', 'subglobose', 'acute', 'obtuse', 'saucerlike']","['pubescent', 'tomentose', 'surface']",['ovate'],[],"['brown-red', 'brown']",nan,10.75,nan,23.5,nan,nan,nan,nan,nan,nan,nan,65.0,13.5,nan,nan,nan,5.25,nan,nan,nan,nan,5.0,nan,1.75,nan
Quercus inopina,5.0,['gray'],[],[],['yellow'],['glabrous'],[],[],"['puberulent', 'pubescent', 'surface', 'glabrate']",[],[],[],[],[],[],[],"['pubescent', 'glabrate']",['ovoid'],[],[],"['orbicular', 'obtuse']",[],[],[],[],[],[],[],[],[],['entire'],[],[],['midrib'],"['pubescent', 'glabrous']",[],[],[],['apical'],"['acute', 'orbicular', 'cordate']",['brown-purple'],[],[],[],"['ovoid', 'ellipsoid', 'acute', 'saucerlike', 'cup-shaped']","['scurfy', 'pubescent', 'surface', 'glabrous']",['ovate'],"['strigose', 'glabrous']",['brown-purple'],nan,9.125,nan,35.0,nan,nan,nan,nan,nan,nan,nan,65.0,11.75,nan,nan,nan,4.0,nan,nan,nan,nan,5.0,nan,2.5,nan
Quercus intricata,nan,['gray'],[],[],"['brown', 'gray-green']",['tomentose'],['cup-shaped'],[],[],[],[],[],['brown'],[],[],[],"['pubescent', 'tomentose']",[],[],[],"['acute', 'obtuse']",[],[],[],[],[],[],[],[],[],"['crisped-undulate', 'entire']",[],[],"['vein', 'impressed']",[],[],[],[],[],"['cuneate', 'cordate']","['yellow', 'gray']",[],[],"['canescent', 'tomentose', 'glabrous']",['ovoid'],"['glabrate', 'pubescent', 'surface', 'glabrous']",['oblong'],"['pubescent', 'glabrate']",['brown-red'],nan,nan,nan,9.0,nan,nan,nan,nan,nan,15.0,nan,17.5,nan,nan,nan,nan,1.25,nan,nan,nan,nan,2.5,nan,1.25,nan
Quercus john-tuckeri,3.0,"['gray', 'brown']",[],[],"['yellow', 'gray', 'green']",['glandular'],[],['acute'],[],[],[],[],[],[],[],[],['tomentulose'],"['ovoid', 'spheric']",[],[],"['acute', 'orbicular']",[],[],[],[],[],[],[],[],['stellate'],"['lobate', 'tooth']",[],[],['vein'],[],[],[],[],[],"['attenuate-orbicular', 'truncate']","['yellow', 'gray']",[],[],[],"['fusiform', 'ovoid']",['surface'],['elliptic'],[],['brown'],nan,nan,nan,12.5,nan,nan,nan,nan,nan,nan,nan,22.5,nan,nan,nan,nan,1.75,nan,nan,nan,nan,2.5,nan,1.25,nan
Quercus kelloggii,25.0,"['brown', 'black']",[],[],[],[],[],[],"['puberulent', 'glabrous', 'smooth', 'surface', 'pubescent']",[],[],[],[],[],[],[],['glabrate'],['ovoid'],[],[],['acute'],[],[],[],[],[],[],[],[],[],[],[],[],['vein'],"['pubescent', 'glabrous']",[],[],[],[],"['obtuse', 'cordate']","['brown-red', 'brown']",[],[],[],"['acuminate', 'ellipsoid', 'acute', 'oblong', 'saucerlike', 'attenuate']","['pubescent', 'surface', 'glabrous']",['ovate'],[],['brown'],nan,27.5,nan,90.0,nan,nan,nan,nan,nan,nan,nan,69.0,21.0,nan,nan,nan,7.0,nan,nan,nan,nan,35.0,nan,2.75,nan
Quercus laceyi,8.0,[],[],[],"['white', 'glaucous', 'blue-green']",[],"['saucerlike', 'cup-shaped']",[],['tomentose'],[],[],['vein'],[],[],[],[],['glabrous'],['ovoid'],['orbicular'],[],[],[],"['orbicular', 'cuneate', 'cordate']",[],[],[],[],[],[],['stellate'],[],[],[],[],[],[],[],['retuse'],[],[],"['red', 'gray', 'tan']",[],[],[],['oblong'],"['surface', 'glabrous']",['obovate'],['glabrous'],['brown'],nan,5.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.0,nan,nan,nan,2.25,nan,nan,nan,nan,36.0,nan,1.75,nan
Quercus laevis,20.0,"['blue-gray', 'red', 'orange']",[],[],[],[],[],[],"['puberulent', 'pubescent', 'surface', 'glabrate']",[],[],['vein'],[],[],[],[],"['pubescent', 'glabrous']",['ellipsoid-ovoid'],"['acute', 'acuminate']",[],[],[],[],[],[],['orange'],[],[],[],[],[],[],[],[],"['scurfy', 'surface', 'glabrous']",[],[],['oblong'],[],"['acute', 'attenuate']","['brown-red', 'gray']",[],[],[],"['acute', 'ovoid', 'ellipsoid']",[],['orbicular'],['pubescent'],"['brown-red', 'brown']",nan,15.25,nan,115.0,nan,nan,nan,nan,nan,nan,nan,79.375,17.5,nan,nan,nan,nan,nan,nan,nan,nan,15.0,nan,nan,nan
Quercus laurifolia,40.0,"['brown', 'black']",[],[],[],[],[],[],"['puberulent', 'pubescent', 'surface', 'glabrate']",[],[],[],[],[],[],[],['glabrous'],['ovoid'],[],[],"['orbicular', 'obtuse']",[],[],[],[],[],[],[],[],[],['entire'],[],[],['vein'],['glabrous'],[],[],[],[],"['attenuate', 'cuneate']",['brown-red'],[],[],[],"['ovoid', 'acute', 'spheric', 'saucerlike', 'attenuate']","['surface', 'glabrous']",['rhomboic'],[],['brown-red'],nan,10.625,nan,30.0,nan,nan,nan,nan,nan,nan,nan,75.0,13.5,nan,nan,nan,4.25,nan,nan,nan,nan,3.25,nan,2.0,nan
Quercus lobata,nan,['gray'],[],[],"['gray', 'white', 'green']",['scurfy'],[],"['acute', 'orbicular', 'tapering']",[],[],[],[],['brown'],[],[],[],['tomentulose'],['ovoid'],[],[],['orbicular'],[],[],[],[],[],[],[],[],['stellate'],[],[],[],['vein'],[],[],[],[],[],['attenuate-orbicular'],"['yellow', 'gray', 'red']",[],[],[],"['fusiform', 'oblong']",['surface'],['obovate'],['pubescent'],"['yellow', 'brown']",nan,45.0,nan,45.0,nan,nan,nan,nan,nan,nan,nan,75.0,20.0,nan,nan,nan,4.0,nan,nan,nan,nan,8.5,nan,3.0,nan
Quercus lyrata,20.0,"['red', 'gray']",[],[],"['gray', 'glaucous', 'green']",[],[],[],"['puberulent', 'tomentose', 'floccose']",[],[],[],"['gray', 'brown']",[],[],[],"['villose', 'glabrate']",[],[],[],"['orbicular', 'ovate']",[],[],[],[],[],[],[],[],[],[],[],[],['vein'],[],[],[],[],[],"['acute', 'cuneate']","['red', 'gray']",[],[],[],"['keeled', 'ellipsoid-ovoid', 'oblong', 'triangular']","['puberulent', 'tomentose', 'surface', 'glabrate']",['obovate'],['puberulent'],['gray'],nan,27.5,nan,75.0,nan,nan,nan,nan,nan,40.0,nan,130.0,27.5,nan,nan,nan,3.0,nan,nan,nan,nan,14.0,nan,3.0,nan
Quercus macrocarpa,nan,['gray'],[],[],"['gray', 'white', 'green']",[],"['hemispheric', 'turbinate']",[],"['puberulent', 'tomentose', 'floccose']",[],[],[],"['gray', 'brown']",[],[],[],['pubescent'],[],[],[],"['orbicular', 'ovate']",[],[],[],[],[],[],[],[],['stellate'],['toothed'],[],[],['vein'],[],[],[],[],[],"['orbicular', 'cuneate']","['red', 'gray']",[],[],[],"['keeled', 'ellipsoid-ovoid', 'oblong', 'triangular']","['puberulent', 'surface', 'glabrate']",['obovate'],['glabrous'],[],nan,35.0,nan,90.0,nan,nan,nan,nan,nan,13.0,nan,110.0,35.0,nan,nan,nan,3.5,nan,nan,nan,nan,20.0,nan,3.0,nan
Quercus margarettae,nan,['gray'],[],[],['green'],[],"['cup-shaped', 'orbicular']",[],"['pubescent', 'glabrous']",[],[],[],"['gray', 'brown']",[],[],[],['glabrous'],['ovoid'],[],[],['orbicular'],[],[],[],[],[],[],[],[],['stellate'],[],[],[],['vein'],[],[],[],[],[],"['attenuate-orbicular', 'cuneate']","['red', 'gray', 'green']",[],[],[],['ovoid'],"['surface', 'glabrous']",['obovate'],"['pubescent', 'glabrate']",['brown-red'],nan,15.25,nan,30.0,nan,nan,nan,nan,nan,20.0,nan,60.0,13.5,nan,nan,nan,2.5,nan,nan,nan,nan,6.5,nan,1.5,nan
Quercus marilandica,15.0,"['black', 'orange']",[],[],[],[],[],[],"['puberulent', 'pubescent', 'surface', 'glabrate']",[],[],[],[],[],[],[],"['pubescent', 'tomentose']",['ellipsoid-ovoid'],[],[],"['acute', 'obtuse']",[],[],[],[],[],[],[],[],[],[],[],[],['vein'],['pubescent'],[],[],[],[],"['orbicular', 'cordate']",['brown'],[],[],[],"['ovoid', 'acuminate', 'turbinate', 'ellipsoid', 'acute']","['scurfy', 'surface', 'glabrous']",['obovate'],['pubescent'],[],nan,11.25,nan,135.0,nan,nan,nan,nan,nan,nan,nan,135.0,14.75,nan,nan,nan,7.5,nan,nan,nan,nan,12.5,nan,3.0,nan
Quercus michauxii,20.0,"['gray', 'brown']",[],[],"['yellow', 'green']",['glabrous'],"['', 'hemispheric']",[],['glabrous'],[],[],[],"['gray', 'brown']",[],[],[],[],['ovoid'],[],[],"['orbicular', 'acuminate']",[],[],[],[],[],[],[],[],[],"['toothed', 'dentate']",[],[],"['vein', 'parallel']",[],[],[],[],[],"['cuneate', 'acuminate-orbicular']","['brown-red', 'brown']",[],[],[],"['', 'ovoid']",['surface'],['obovate'],"['puberulent', 'glabrous']",['brown-red'],nan,25.0,nan,115.0,nan,nan,nan,nan,nan,25.0,nan,190.0,27.5,nan,nan,nan,nan,nan,nan,nan,nan,12.5,nan,2.5,nan
Quercus minima,nan,"['gray', 'brown']",[],[],"['white', 'glaucous', 'green']",[],"['acute-attenuate', 'hemispheric', 'keeled']",[],['glabrous'],[],[],[],['brown'],[],[],[],"['glabrate', 'glabrous', 'tomentulose']",['spheric'],[],[],"['acute', 'obtuse-orbicular']",[],[],[],[],[],[],[],['smooth'],"['stellate', 'fused-stellate']","['entire', 'toothed']",[],[],['vein'],[],[],[],[],['proximal'],['cuneate'],['gray'],[],[],"['puberulent', 'tomentulose', 'glabrous']","['', 'ovoid']","['glabrous', 'surface', 'glabrate']",['obovate'],[],['brown-gray'],nan,17.5,nan,23.75,nan,nan,nan,nan,nan,16.5,nan,44.166666666666664,11.5,nan,nan,nan,0.75,nan,nan,nan,nan,2.5,nan,2.25,nan
Quercus mohriana,3.0,[],[],[],"['gray', 'glaucous', 'green', 'white']",[],[],[],['glabrous'],[],[],[],"['red', 'brown']",[],[],[],['tomentose'],['orbicular-ovoid'],[],[],"['acute', 'orbicular']",[],[],[],[],[],[],[],[],['stellate'],"['entire', 'undulate', 'toothed', 'denticulate']",[],[],['vein'],[],[],[],[],[],['orbicular'],"['yellow', 'white']",[],[],[],"['elongate', 'ovoid', 'ellipsoid']","['tomentose', 'surface']",['oblong'],['glabrous'],['brown-red'],nan,8.5,nan,25.0,nan,nan,nan,nan,nan,12.5,nan,40.0,13.0,nan,nan,nan,2.0,nan,nan,nan,nan,3.5,nan,1.5,nan
Quercus montana,30.0,"['gray', 'brown']",[],[],['green'],[],"['cup-shaped', 'hemispheric', 'ovate']",[],['glabrous'],[],[],[],['brown'],[],[],[],['glabrous'],['ovoid'],[],[],['acuminate'],[],[],[],[],[],[],[],[],['stellate'],['toothed'],[],[],"['vein', 'parallel']",[],[],[],[],[],"['subacute', 'acuminate-orbicular']",['brown'],[],[],['glabrous'],['ellipsoid-ovoid'],"['surface', 'glabrous']",['obovate'],['glabrous'],['brown'],nan,22.5,nan,80.0,nan,nan,nan,nan,nan,14.0,nan,160.0,15.0,nan,nan,nan,5.0,nan,nan,nan,nan,20.0,nan,2.5,nan
Quercus muehlenbergii,nan,['gray'],[],[],"['glaucous', 'green']",[],['hemispheric'],[],['pubescent'],[],[],[],"['gray', 'brown']",[],[],[],"['pubescent', 'glabrate']",['ovoid'],[],[],"['acute', 'apiculate', 'acuminate']",[],[],[],[],[],[],[],[],['stellate'],"['undulate', 'toothed']",[],[],"['vein', 'parallel']",[],[],[],[],[],"['cuneate', 'truncate']",['brown'],[],[],[],"['ovoid', 'oblong']","['surface', 'glabrate']",['obovate'],['pubescent'],"['brown-red', 'brown']",nan,8.0,nan,60.0,nan,nan,nan,nan,nan,8.0,nan,100.0,15.0,nan,nan,nan,30.0,nan,nan,nan,nan,20.0,nan,2.25,nan
Quercus myrtifolia,12.0,['gray'],[],[],['yellow'],[],[],[],"['puberulent', 'pubescent', 'surface', 'glabrate']",[],[],[],[],[],[],[],"['pubescent', 'glabrous']",['ovoid'],[],[],"['orbicular', 'obtuse']",[],[],[],[],[],[],[],['smooth'],[],['entire'],[],[],[],"['pubescent', 'glabrous']",[],[],[],[],"['orbicular', 'cuneate']",['brown-red'],[],[],[],"['saucerlike', 'ovoid', 'acute', 'spheric']","['scurfy', 'surface', 'glabrous']",['elliptic'],[],"['red', 'brown-purple']",nan,9.125,nan,17.5,nan,nan,nan,nan,nan,nan,nan,32.5,11.0,nan,nan,nan,3.75,nan,nan,nan,nan,3.0,nan,1.75,nan
Quercus nigra,30.0,"['black-gray', 'pink']",[],[],[],[],[],[],"['puberulent', 'pubescent', 'surface', 'glabrate']",[],[],[],[],[],[],[],['glabrous'],['ovoid'],[],[],"['orbicular', 'obtuse']",[],[],[],[],[],[],[],[],[],['entire'],[],[],"['vein', 'impressed']",['glabrous'],[],[],[],[],"['attenuate', 'cuneate']",['brown-red'],[],[],[],"['saucerlike', 'ovoid', 'acute']","['surface', 'glabrous']",['elliptic'],"['puberulent', 'pubescent']",['brown-red'],nan,10.25,nan,37.5,nan,nan,nan,nan,nan,nan,nan,75.0,13.0,nan,nan,nan,4.75,nan,nan,nan,nan,5.5,nan,2.0,nan
Quercus oblongifolia,10.0,"['gray', 'white']",[],[],"['green', 'glaucous', 'blue-green']",[],['cup-shaped'],[],['pubescent'],[],[],[],"['gray', 'brown']",[],[],[],"['tomentose', 'glabrate']",['ovoid'],[],[],"['acute', 'orbicular']",[],[],[],[],[],[],[],[],[],"['entire', 'undulate']",[],[],['vein'],[],[],[],[],[],"['cuneate', 'cordate']",['brown'],[],[],[],"['ovoid', 'oblong']","['tomentose', 'glandular', 'glabrate', 'surface', 'floccose']",['oblong'],[],['brown-red'],nan,14.5,nan,17.5,nan,nan,nan,nan,nan,8.0,nan,45.0,11.0,nan,nan,nan,1.5,nan,nan,nan,nan,3.5,nan,1.25,nan
Quercus oglethorpensis,nan,"['gray', 'white']",[],[],"['green', 'green-yellow']",[],['turbinate'],[],"['pubescent', 'puberulent']",[],[],[],"['brown-gray', 'tan']",[],[],[],"['pubescent', 'glabrate']",['spheric'],[],[],['orbicular'],[],[],[],[],[],[],[],[],['branched'],['entire'],[],[],['vein'],[],[],[],[],[],"['cuneate', 'cordate']",['brown-red'],[],[],[],['ovoid'],['surface'],['elliptic'],"['pubescent', 'glabrous']",['brown-red'],nan,9.75,nan,32.5,nan,nan,nan,nan,nan,7.0,nan,100.0,8.75,nan,nan,nan,2.25,nan,nan,nan,nan,4.5,nan,1.0,nan
Quercus pacifica,nan,[],[],[],[],[],[],['acute'],['glabrate'],[],[],['vein'],['brown'],[],[],[],"['puberulent', 'glabrate']",['ovate'],['orbicular'],[],[],[],"['orbicular', 'cuneate']",[],[],['green'],[],[],[],[],['undulate'],[],[],[],"['glabrate', 'surface', 'glandular']",[],[],['attenuate'],[],[],"['red', 'gray', 'brown']",[],[],[],"['acute', 'fusiform']",[],['spheric'],[],['brown'],nan,21.25,nan,1.5,nan,nan,nan,nan,nan,nan,nan,2.5,14.75,nan,nan,nan,nan,nan,nan,nan,nan,15.5,nan,nan,nan
Quercus pagoda,40.0,"['black', 'orange']",[],[],[],[],[],[],"['puberulent', 'pubescent', 'surface']",[],[],[],[],[],[],[],['pubescent'],['ovoid'],[],[],['acute'],[],[],[],[],[],[],[],[],[],[],[],[],['vein'],"['pubescent', 'glabrate']",[],[],[],[],"['orbicular', 'cuneate', 'truncate']",['brown-yellow'],[],[],[],"['saucerlike', 'cup-shaped', 'subglobose', 'acute']","['tomentose', 'surface', 'glabrous']",['ovate'],['puberulent'],['brown-red'],nan,9.5,nan,110.0,nan,nan,nan,nan,nan,nan,nan,195.0,13.0,nan,nan,nan,6.5,nan,nan,nan,nan,35.0,nan,2.75,nan
Quercus palmeri,nan,[],[],[],"['gray-green', 'glaucous']","['scurfy', 'glandular']",[],['acute'],[],[],[],[],[],[],[],[],['pubescent'],['ovoid'],[],[],"['subacute', 'orbicular']",[],[],[],[],[],[],[],[],['fasciculate'],"['entire', 'crisped', 'dentate']",[],[],['vein'],"['pubescent', 'glabrous']",[],[],"['orbicular', 'fasciculate']",[],"['subcordate', 'obtuse']",['brown-red'],[],[],[],"['fusiform', 'oblong']",['surface'],['orbicular'],['glabrous'],[],nan,25.0,nan,30.0,nan,nan,nan,nan,nan,nan,nan,13.375,12.5,nan,nan,nan,1.25,nan,nan,nan,nan,3.5,nan,2.25,nan
Quercus palustris,25.0,"['pink', 'brown-gray']",[],[],[],[],[],[],"['puberulent', 'surface', 'glabrous']",[],[],[],[],[],[],[],['glabrous'],['ovoid'],[],[],"['acute', 'acuminate']",[],[],[],[],[],[],[],[],[],[],[],[],['vein'],['glabrous'],[],[],[],[],"['truncate', 'cuneate', 'obtuse']",['brown-red'],[],[],[],"['ovoid', 'acute', 'obtuse', 'spheric', 'saucerlike']","['surface', 'glabrous']",['elliptic'],[],"['brown-red', 'brown']",nan,10.125,nan,85.0,nan,nan,nan,nan,nan,nan,nan,105.0,12.375,nan,nan,nan,4.0,nan,nan,nan,nan,40.0,nan,2.25,nan
Quercus phellos,30.0,"['gray', 'orange']",[],[],['green'],[],[],[],"['puberulent', 'pubescent', 'surface', 'glabrate']",[],[],[],['brown'],[],[],[],['glabrous'],['ovoid'],[],[],['acute'],[],[],[],[],[],[],[],['smooth'],[],['entire'],[],[],[],"['hairy', 'glabrous']",[],[],[],[],['acute'],['brown-red'],[],[],[],"['saucerlike', 'ovoid', 'acute', 'hemispheric']","['pubescent', 'surface', 'glabrous']",['linear'],['glabrous'],['brown'],nan,7.625,nan,17.5,nan,nan,nan,nan,nan,nan,nan,85.0,8.75,nan,nan,nan,3.0,nan,nan,nan,nan,3.0,nan,1.5,nan
Quercus polymorpha,20.0,"['gray', 'brown']",[],[],"['green', 'glaucous']",[],['hemispheric'],[],"['canescent', 'glabrous']",[],[],[],"['gray', 'brown']",[],[],[],"['tomentose', 'glabrate']",['ovoid'],[],[],['orbicular'],[],[],[],[],[],[],[],[],[],"['entire', 'serrate']",[],[],"['vein', 'impressed']",[],[],[],[],[],"['orbicular', 'cordate']",['brown-red'],[],[],[],['ellipsoid-ovoid'],"['floccose', 'tomentose', 'surface', 'glabrate']",['elliptic'],"['pubescent', 'glabrate']",['brown-red'],nan,11.5,nan,45.0,nan,nan,nan,nan,nan,17.5,nan,75.0,16.0,nan,nan,nan,6.5,nan,nan,nan,nan,20.0,nan,2.5,nan
Quercus prinoides,nan,['gray'],[],[],"['glaucous', 'green']",[],['cup-shaped'],[],['pubescent'],[],[],[],"['gray', 'brown']",[],[],[],"['pubescent', 'glabrate']",['ovoid'],[],[],"['acute', 'acuminate']",[],[],[],[],[],[],[],[],['stellate'],"['undulate', 'toothed']",[],[],"['vein', 'parallel']",[],[],[],[],[],"['cuneate', 'truncate']",['brown'],[],[],[],"['ovoid', 'oblong']","['surface', 'glabrate']",['lanceolate'],['pubescent'],"['brown-red', 'brown']",nan,10.5,nan,40.0,nan,nan,nan,nan,nan,5.5,nan,90.0,15.0,nan,nan,nan,2.0,nan,nan,nan,nan,11.5,nan,2.25,nan
Quercus pumila,1.0,"['gray', 'brown']",[],[],['brown-gray'],['glabrous'],[],[],"['pubescent', 'surface', 'glabrate']",[],[],[],[],[],[],[],['pubescent'],['ovoid'],[],[],"['acute', 'orbicular', 'obtuse']",[],[],[],[],[],[],[],[],[],['entire'],[],[],[],['pubescent'],[],[],[],['apical'],"['acute', 'orbicular']","['brown-red', 'brown-gray']",[],[],[],"['ovoid', 'turbinate', 'acute', 'oblong', 'spheric', 'saucerlike']","['pubescent', 'surface', 'glabrate']",['oblong'],[],"['brown-red', 'brown']",nan,9.375,nan,21.5,nan,nan,nan,nan,nan,nan,nan,62.5,11.5,nan,nan,nan,3.5,nan,nan,nan,nan,3.0,nan,1.5,nan
Quercus pungens,nan,['brown'],[],[],['green-yellow'],[],"['cup-shaped', 'turbinate']","['subacute', 'orbicular']","['tomentose', 'glabrous']",[],[],[],"['gray', 'brown']",[],[],[],"['tomentose', 'glabrate']",[],[],[],"['acute', 'obtuse']",[],[],[],[],[],[],[],[],['stellate'],['crisped-undulate'],[],[],['vein'],[],[],[],[],[],"['orbicular', 'cordate']",['gray'],[],[],[],"['', 'ovoid', 'keeled']","['canescent', 'pubescent', 'surface', 'glabrate']",['elliptic'],['pubescent'],['brown-red'],nan,9.0,nan,15.0,nan,nan,nan,nan,nan,3.0,nan,25.0,10.0,nan,nan,nan,2.0,nan,nan,nan,nan,10.0,nan,1.5,nan
