taxon,bark_size.1.length_high,bark_color,fruit_shape,infructescence_shape,leaf_color,leaf_hair_surface,peduncle_shape,nut_apex_shape,nut_surface,nutlet_surface,branch_color,petiole_venation,nut_color,bract_apex_shape,branch_surface,nutlet_shape,twig_surface,bud_shape,petiole_apex_shape,article_surface,leaf_apex_shape,bract_margin,petiole_base_shape,phyllichnia_shape,leaf_duration,petiole_color,rachis_shape,rachis_surface,bark_surface,leaf_hair_shape,leaf_margin,bract_surface,leaf_axil_venation,leaf_venation,petiole_surface,branch_shape,bract_color,petiole_shape,leaf_count_location,leaf_base_shape,twig_color,bract_shape,inflorescence_shape,peduncle_surface,nut_shape,leaf_surface,leaf_shape,bud_surface,bud_color,bract_size_width,nut_size_length,bract_size_length,leaf_size_width,fruit_size_length,nutlet_size_width,infructescence_size_width,article_size_width,inflorescence_size_width,peduncle_size_length,nutlet_size_length,leaf_size_length,nut_size_width,inflorescence_size_length,infructescence_size_length,bract_size_thickness,bud_size_length,tree_size_height,branch_size_length,nut_size_thickness,article_size_length,petiole_size_length,rachis_size_thickness,twig_size_diameter,rachis_size_length
Cyclocarya,nan,,,,,,,,,,,,,,,,,6,,,,11,,,,,,,,,,,,7,,,,,,,,,18,,,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Cyclocarya paliurus,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,11,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,22.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.75,nan,nan,nan
Engelhardia,nan,,26,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,3,,18,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Engelhardia hainanensis,nan,,,,,7,,,,2,,,,,,9,,,,,4,,,,,,,5,,,32,,1,3,7,,,,,25,,,,,,,39,,,nan,nan,nan,3.25,nan,5.0,nan,nan,nan,nan,8.0,13.375,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.9,nan,nan,nan
Engelhardia roxburghiana,nan,,,,,,,,,0,,,,,,16,,,,,4,,,,,,,0,,,,,,3,1,,,,,25,,,,,,7,20,,,nan,nan,nan,3.25,nan,nan,nan,nan,nan,nan,3.0,11.125,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.5,nan,nan,nan
Engelhardia serrata var. cambodica,nan,,,,,,,,,2,,,,,,16,,,,,8,,,,,,,7,,,17,,,7,11,,,,,26,,,,,,29,18,,,nan,nan,nan,3.5,nan,nan,nan,nan,nan,nan,3.0,14.75,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.5,nan,nan,nan
Engelhardia spicata,nan,,,,,,,,,2,,,,,,12,,,,,4,,,,,,,0,,,,,,3,7,,,,,17,,,,,,19,18,,,nan,nan,nan,4.5,nan,nan,nan,nan,nan,nan,3.0,18.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,7.0,nan,nan,nan
Engelhardia spicata var. aceriflora,nan,,,,,,,,,2,,,,,,12,,,,,4,,,,,,,5,,,,,,,6,,,,,25,,,,,,7,18,,,nan,nan,nan,4.5,nan,nan,nan,nan,nan,nan,6.0,11.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,6.75,nan,nan,nan
Engelhardia spicata var. colebrookeana,nan,,,,,,,,,2,,,,,,16,,,,,8,,,,,,,,,,,,,,,,,,,25,,,,,,29,23,,,nan,nan,nan,5.0,nan,nan,nan,nan,nan,nan,4.0,15.5,nan,nan,nan,nan,nan,7.0,nan,nan,nan,4.0,nan,nan,nan
Engelhardia spicata var. spicata,nan,,,,,,,,,2,,,,,,16,,,,,8,,,,,,,0,,,,,0,,11,,,,,17,,,,,,,18,,,nan,nan,nan,3.5,nan,nan,nan,nan,nan,nan,3.5,20.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,7.5,nan,nan,nan
Juglandaceae,nan,,,,,,,,,,,,,,,,,18,,,,11,,,,,,,,,,,,3,,,,,,,,,18,,,,74,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Juglans,nan,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,7,,19,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Juglans mandshurica,nan,,,,,3,,,,,,,,,,,,,,,4,,,,,,,,,,36,,,6,,,,,,25,,,,,13,3,18,,,nan,5.25,nan,4.75,nan,nan,nan,nan,nan,nan,nan,38.25,4.0,nan,nan,nan,nan,nan,nan,nan,nan,14.0,nan,nan,nan
Juglans regia,nan,,,,,2,,,,,,,,,,,,,,,8,,,,,,,,,,,,1,,,,,,,25,,,,,40,,23,,,nan,5.0,nan,4.5,nan,nan,nan,nan,nan,nan,nan,19.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,6.0,nan,nan,nan
Juglans sigillata,nan,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,25,,,,,35,,32,,,nan,4.7,nan,5.5,nan,nan,nan,nan,nan,nan,nan,22.25,4.0,nan,nan,nan,nan,nan,nan,nan,nan,9.75,nan,nan,nan
Platycarya,nan,,,,,,,,,,,,,,,,,12,,,,11,,,,,,,,,,,,7,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Platycarya longzhouensis,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Platycarya strobilacea,nan,,,,,,,,,,,,,0,,10,,,,,,,,,,,,0,,,,,,,1,,,,,17,,40,,,,7,32,,,2.5,nan,3.125,2.5,4.5,2.0,nan,nan,nan,nan,4.0,13.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.199999999999999,nan,nan,nan
Pterocarya,nan,,,,,,,,,,,,,,,,,6,,,,11,,,,,,,,,,,,3,,,,,,,,,18,,,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Pterocarya hupehensis,nan,,15,,,2,,,,0,,,,,,17,,,,,4,,,,,,,0,,,,,,7,1,,,,,,,,,,,,18,,,nan,nan,nan,4.25,1.25,nan,nan,nan,nan,nan,7.0,16.25,nan,nan,nan,nan,nan,nan,nan,nan,nan,6.0,nan,nan,nan
Pterocarya macroptera,nan,,,,,,,,,3,,,,,,,,,,,4,,,,,,,7,,,,,,7,11,,,,,25,,,,,,19,49,,,nan,nan,nan,4.5,2.0,nan,nan,nan,nan,nan,7.0,24.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,7.5,nan,nan,nan
Pterocarya macroptera var. delavayi,nan,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,1.75,nan,nan,nan,nan,nan,8.0,32.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,9.0,nan,nan,nan
Pterocarya macroptera var. insignis,nan,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,1.5,nan,nan,nan,nan,nan,8.0,37.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.0,nan,nan,nan
Pterocarya macroptera var. macroptera,nan,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,2.5,nan,nan,nan,nan,nan,7.0,26.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,6.0,nan,nan,nan
Pterocarya rhoifolia,nan,,,,,,,,,0,,,,,,,,,,,4,,,,,,,5,,,,,,7,7,,,,,25,,,,,,19,39,,,nan,nan,nan,2.75,1.7000000000000002,nan,nan,nan,nan,nan,8.0,15.75,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.0,nan,nan,nan
Pterocarya stenoptera,nan,,,,,,,,,3,,,,,,1,,,,,,,,,,,,,,,,,,3,7,,,,,,,,,,,29,72,,,nan,nan,nan,nan,1.85,nan,nan,nan,nan,nan,6.0,12.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.25,nan,nan,nan
Pterocarya tonkinensis,nan,,,,,,,,,0,,,,,,15,,,,,,,,,,,16,5,,,,,,7,,,,,,,,,,,,,,,,nan,nan,nan,nan,1.35,nan,nan,nan,nan,nan,6.0,18.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.75,nan,nan,nan
Myrica,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,25,,,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Myrica adenophora,nan,9,,,17,,,,,,,,,,,,,,,,23,0,,,,,,5,,,32,3,,6,7,,5,,,17,,,,,,8,22,,,nan,nan,nan,1.75,0.85,nan,nan,nan,nan,nan,nan,2.875,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan
Myrica esculenta,nan,9,,12,24,,,,,,,,,,,,,,,,23,0,,,,,,5,,,32,3,,6,11,,5,,,17,,,,6,,19,22,,,nan,nan,nan,3.0,nan,nan,nan,nan,nan,1.0,nan,11.0,nan,2.25,nan,nan,nan,nan,nan,nan,nan,1.15,nan,nan,nan
Myrica nana,nan,9,,,17,,,,,,,,,,,,,,,,25,0,,,,,,4,,,17,3,,6,1,,5,,,17,,12,,,,8,22,,,nan,nan,1.5,2.25,nan,nan,nan,nan,nan,nan,nan,5.25,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.0,nan,nan,nan
Myrica rubra,nan,9,,,24,,,,,,,,,,,,,,,,23,,,,,,,1,,,32,3,,,1,,5,,,17,,39,,1,,7,14,,,nan,nan,1.0,2.5,nan,nan,nan,nan,nan,nan,nan,5.25,nan,nan,nan,nan,nan,nan,nan,nan,nan,6.0,nan,nan,nan
Myricaceae,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,57,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Allocasuarina acuaria,nan,,,,,,,,,,,,,,,,,,,26,,,,2,,,,,,,,,,,,4,,,12,,,,,,,,,,,nan,nan,nan,nan,nan,nan,1.5,0.06,nan,nan,nan,nan,nan,2.5,2.5,nan,nan,1.0,2.25,nan,0.15,nan,nan,nan,nan
Allocasuarina acutivalvis,nan,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,4,,,7,,,,,,,,,,,nan,nan,nan,nan,nan,nan,1.3,0.07,nan,nan,nan,nan,nan,4.5,1.7,nan,nan,3.0,20.0,nan,0.1,nan,nan,nan,nan
Allocasuarina brachystachya,nan,,,,,,,,,,,,,,,,,,,44,,,,16,,,,,,,,,,,,4,,,7,,,,,,,,,,,nan,nan,nan,nan,nan,nan,0.5,0.04,nan,nan,nan,0.35,nan,1.1,1.0499999999999998,nan,nan,3.0,7.0,nan,0.2,nan,nan,nan,nan
Allocasuarina campestris,nan,,,,,,,,,,,,,,,,,,,17,,,,,0,,,,,,,,,,,4,,,7,,,,,,,,,,,nan,nan,nan,nan,nan,nan,1.0,0.06,nan,nan,nan,0.75,nan,1.42,3.05,nan,nan,1.0,20.0,nan,0.6,nan,nan,nan,nan
Allocasuarina corniculata,nan,,,,,,,,,,,,,,,,,,,4,,,,7,,,,,,,,,,,,4,,,12,,,,,,,,,,,nan,nan,nan,nan,nan,nan,0.7,0.09,nan,nan,nan,0.44999999999999996,nan,1.25,1.15,nan,nan,2.0,26.0,nan,0.6,nan,nan,nan,nan
Allocasuarina crassa,nan,,,,,,,,,,,,,,,,,,,35,,,,32,1,,,,,,,,,,,22,,,12,,,,,,,,,,,nan,nan,nan,nan,nan,nan,1.2,0.12,nan,nan,nan,2.05,nan,2.0,2.45,nan,nan,1.0,17.0,nan,1.0,nan,nan,nan,nan
Allocasuarina decaisneana,nan,,,,,,,,,,,,,,,,,,,23,,,,3,,,,,,,,,,,,12,,,7,,,,,,,,,,,nan,nan,nan,nan,nan,nan,2.0,0.07,nan,nan,nan,2.45,nan,3.0,6.15,nan,nan,10.0,40.0,nan,2.0,nan,nan,nan,nan
Allocasuarina decussata,nan,,,,,,,,,,,,,,,,,,,11,,,,23,,,,,,,,,,,,4,,,7,,,,,,,,,,,nan,nan,nan,nan,nan,nan,1.5,0.06,nan,nan,nan,0.8,nan,2.25,1.5,nan,nan,1.0,14.0,nan,0.3,nan,nan,nan,nan
Allocasuarina defungens,nan,,,,,,,,,,,,,,,,,,,35,,,,19,0,,,,,,,,,,,4,,,7,,,,,,,,,,,nan,nan,nan,nan,nan,nan,0.5,0.05,nan,nan,nan,0.35,nan,0.7,0.9500000000000001,nan,nan,0.5,12.0,nan,0.6,nan,nan,nan,nan
Allocasuarina dielsiana,nan,,,,,,,,,,,,,,,,,,,35,,,,0,0,,,,,,,,,,,4,,,12,,,,,,,,,,,nan,nan,nan,nan,nan,nan,1.2,0.08,nan,nan,nan,0.6,nan,0.55,2.2,nan,nan,4.0,20.0,nan,0.6,nan,nan,nan,nan
Allocasuarina diminuta,nan,,,,,,,,,,,,,,,,,,,16,,,,0,1,,,,,,,,,,,4,,,12,,,,,,,,,,,nan,nan,nan,nan,nan,nan,0.5,0.06,nan,nan,nan,0.55,nan,2.75,1.25,nan,nan,1.0,23.0,nan,0.5,nan,nan,nan,nan
Allocasuarina distyla,nan,,,,,,,,,,,,,,,,,,,12,,,,19,1,,,,,,,,,,,4,,,7,,,,,,,,,,,nan,nan,nan,nan,nan,nan,1.1,0.08,nan,nan,nan,0.85,nan,3.25,2.4,nan,nan,1.0,35.0,nan,1.0,nan,nan,nan,nan
Allocasuarina drummondiana,nan,,,,,,,,,,,,,,,,,,,35,,,,0,1,,,,,,,,,,,,,,7,,,,,,,,,,,nan,nan,nan,nan,nan,nan,0.7,0.09,nan,nan,nan,0.7,nan,0.7,1.15,nan,nan,0.5,2.0,nan,0.12,nan,nan,nan,nan
Allocasuarina duncanii,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Allocasuarina emuina,nan,,,,34,,,,,,,,,,,,,,,35,,,,0,1,,,,,,,,,,,4,,,7,,,,,,,,,,,nan,nan,nan,nan,nan,nan,0.6,0.05,nan,nan,nan,0.5,nan,2.0,2.0,nan,nan,0.5,12.0,nan,0.4,nan,nan,nan,nan
Allocasuarina eriochlamys,nan,,,,,,,,,,,,,,,,,,,17,,,,25,0,,,,,,,,,,,4,,,7,,,,,,,,,,,nan,nan,nan,nan,nan,nan,1.3,0.05,nan,nan,nan,0.65,nan,2.25,3.25,nan,nan,1.0,23.0,nan,0.5,nan,nan,nan,nan
Allocasuarina fibrosa,nan,,,,46,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,nan,nan,nan,nan,nan,nan,0.9,nan,nan,nan,nan,1.75,nan,0.55,1.8,nan,nan,0.5,3.5,nan,0.8,nan,nan,nan,nan
Allocasuarina filidens,nan,,,,,,,,,,,,,,,,,,,35,,,,12,1,,,,,,,,,,,4,,,12,,,,,,,,,,,nan,nan,nan,nan,nan,nan,1.1,0.05,nan,nan,nan,1.75,nan,nan,2.2,nan,nan,1.5,20.0,nan,1.2,nan,nan,nan,nan
Allocasuarina fraseriana,nan,,,,,,,,,,,,,,,,,,,15,,,,27,,,,,,,,,,,,4,,,12,,,,,,,,,,,nan,nan,nan,nan,nan,nan,1.5,0.08,nan,nan,nan,0.95,nan,5.5,2.75,nan,nan,5.0,30.0,nan,0.7,nan,nan,nan,nan
Allocasuarina glareicola,nan,,,,,,,,,,,,,,,,,,,35,,,,19,1,,,,,,,,,,,4,,,12,,,,,,,,,,,nan,nan,nan,nan,nan,nan,0.7,0.05,nan,nan,nan,0.35,nan,1.35,1.15,nan,nan,1.0,20.0,nan,0.5,nan,nan,nan,nan
Allocasuarina globosa,nan,,,37,,,,,,,,,,,,,,,,35,,,,25,0,,,,,,,,,,,4,,,12,,,,,,,,,,,nan,nan,nan,nan,nan,nan,1.3,0.09,nan,nan,nan,0.8,nan,nan,1.6,nan,nan,1.5,12.0,nan,1.7,nan,nan,nan,nan
Allocasuarina grampiana,nan,,,17,,,,,,,,,,,,,,,,4,,,,19,1,,,,,,,,,,,4,,,12,,,,,,,,,,,nan,nan,nan,nan,nan,nan,0.7,0.07,nan,nan,nan,0.6000000000000001,nan,2.5,2.4,nan,nan,1.5,15.0,nan,0.5,nan,nan,nan,nan
Allocasuarina grevilleoides,nan,,,25,,,,,,,,,,,,,,,,18,,,,3,0,,,,,,,,,,,4,,,12,,,,,,,,,,,nan,nan,nan,nan,nan,nan,0.6,0.05,nan,nan,nan,0.44999999999999996,nan,0.35,1.15,nan,nan,0.15,2.0,nan,1.0,nan,nan,nan,nan
Allocasuarina gymnanthera,nan,,,17,,,,,,,,,,,,,,,,10,,,,25,1,,,,,,,,,,,4,,,7,,,,,,,,,,,nan,nan,nan,nan,nan,nan,0.9,0.05,nan,nan,nan,0.55,nan,4.25,2.7,nan,nan,2.0,20.0,nan,0.5,nan,nan,nan,nan
Allocasuarina helmsii,nan,,,17,,,,,,,,,,,,,,,,4,,,,6,1,,,,,,,,,,,15,,,7,,,,,,,,,,,nan,nan,nan,nan,nan,nan,0.8,0.07,nan,nan,nan,0.4,nan,1.5,2.4,nan,nan,1.0,16.0,nan,0.3,nan,nan,nan,nan
Allocasuarina huegeliana,nan,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,1.0,0.08,nan,nan,nan,0.6,nan,6.0,2.45,nan,nan,4.0,nan,nan,0.8,nan,nan,nan,nan
Allocasuarina humilis,nan,,,0,,,,,,,,,,,,,,,,2,,,,10,1,,,,,,,,,,,22,,,7,,,,,,,,,,,nan,nan,nan,nan,nan,nan,1.0,0.08,nan,nan,nan,0.45,nan,1.7000000000000002,1.7000000000000002,nan,nan,0.2,12.0,nan,0.3,nan,nan,nan,nan
Allocasuarina hystricosa,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Allocasuarina inophloia,nan,,,0,,,,,,,,,,,,,,,,4,,,,34,,,,,,,,,,,,4,,,7,,,,,,,,,,,nan,nan,nan,nan,nan,nan,0.9,0.05,nan,nan,nan,0.4,nan,3.0,1.5,nan,nan,3.0,21.0,nan,0.4,nan,nan,nan,nan
Allocasuarina lehmanniana,nan,,,0,,,,,,,,,,,,,,,,12,,,,19,1,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,0.7,0.07,nan,nan,nan,0.6000000000000001,nan,2.0,2.35,nan,nan,1.5,nan,nan,0.5,nan,nan,nan,nan
Allocasuarina littoralis,nan,,,6,,,,,,,,,,,,,,,,35,,,,19,1,,,,,,,,,,,4,,,12,,,,,,,,,,,nan,nan,nan,nan,nan,nan,0.8,0.04,nan,nan,nan,0.6,nan,2.75,2.0,nan,nan,5.0,20.0,nan,0.4,nan,nan,nan,nan
Allocasuarina luehmannii,nan,,,6,,,,,,,,,,,,,,,,1,,,,33,,,,,,,,,,,,4,,,7,,,,,,,,,,,nan,nan,nan,nan,nan,nan,0.8,0.1,nan,nan,nan,0.75,nan,3.0,0.85,nan,nan,5.0,40.0,nan,0.8,nan,nan,nan,nan
Allocasuarina mackliniana,nan,,,6,,,,,,,,,,,,,,,,35,,,,25,0,,,,,,,,,,,4,,,12,,,,,,,,,,,nan,nan,nan,nan,nan,nan,0.8,0.08,nan,nan,nan,1.35,nan,2.5,1.7000000000000002,nan,nan,0.5,20.0,nan,0.7,nan,nan,nan,nan
Allocasuarina media,nan,,,0,,,,,,,,,,,,,,,,9,,,,0,1,,,,,,,,,,,4,,,12,,,,,,,,,,,nan,nan,nan,nan,nan,nan,0.8,0.05,nan,nan,nan,0.55,nan,2.75,2.05,nan,nan,1.0,19.0,nan,0.5,nan,nan,nan,nan
Allocasuarina microstachya,nan,,,16,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,8,,,,,,,,,,,nan,nan,nan,nan,nan,nan,0.5,0.06,nan,nan,nan,0.8500000000000001,nan,0.22499999999999998,1.0,nan,nan,0.1,5.0,nan,0.2,nan,nan,nan,nan
Allocasuarina misera,nan,,,0,,,,,,,,,,,,,,,,35,,,,14,0,,,,,,,,,,,4,,,4,,,,,,,,,,,nan,nan,nan,nan,nan,nan,0.7,0.03,nan,nan,nan,0.55,nan,1.0,1.25,nan,nan,0.5,10.0,nan,0.4,nan,nan,nan,nan
Allocasuarina monilifera,nan,,,0,,,,,,,,,,,,,,,,0,,,,30,1,,,,,,,,,,,,,,7,,,,,,,,,,,nan,nan,nan,nan,nan,nan,0.8,0.06,nan,nan,nan,nan,nan,2.25,2.25,nan,nan,1.5,nan,nan,0.6,nan,nan,nan,nan
Allocasuarina muelleriana,nan,,,,,,,,,,,,,,,,,,,19,,,,37,1,,,,,,,,,,,,,,7,,,,,,,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.8,nan,nan,nan,nan,nan,0.5,1.95,nan,0.0,nan,nan,nan,nan
Allocasuarina nana,nan,,,0,,,,,,,,,,,,,,,,24,,,,25,,,,,,,,,,,,4,,,7,,,,,,,,,,,nan,nan,nan,nan,nan,nan,1.0,0.05,nan,nan,nan,0.44999999999999996,nan,0.75,1.9,nan,nan,0.2,8.0,nan,0.5,nan,nan,nan,nan
Allocasuarina ophiolitica,nan,,,0,,,,,,,,,,,,,,,,,,,,19,1,,,,,,,,,,,,,,12,,,,,,,,,,,nan,nan,nan,nan,nan,nan,0.7,0.06,nan,nan,nan,0.9,nan,1.75,1.45,nan,nan,1.0,19.0,nan,0.7,nan,nan,nan,nan
Allocasuarina paludosa,nan,,,0,,,,,,,,,,,,,,,,40,,,,11,0,,,,,,,,,,,4,,,12,,,,,,,,,,,nan,nan,nan,nan,nan,nan,0.7,0.07,nan,nan,nan,0.7,nan,1.75,1.4,nan,nan,0.3,20.0,nan,0.5,nan,nan,nan,nan
Allocasuarina paradoxa,nan,,,0,,,,,,,,,,,,,,,,4,,,,19,0,,,,,,,,,,,4,,,11,,,,,,,,,,,nan,nan,nan,nan,nan,nan,0.7,0.06,nan,nan,nan,1.15,nan,2.0,1.9,nan,nan,0.5,15.0,nan,0.6,nan,nan,nan,nan
Allocasuarina pinaster,nan,,,,,,,,,,,,,,,,,,,45,,,,7,,,,,,,,,,,,,,,7,,,,,,,,,,,nan,nan,nan,nan,nan,nan,1.2,0.1,nan,nan,nan,4.75,nan,0.75,1.95,nan,nan,1.0,4.0,nan,2.0,nan,nan,nan,nan
Allocasuarina portuensis,nan,,,0,,,,,,,,,,,,,,,,43,,,,28,0,,,,,,,,,,,22,,,11,,,,,,,,,,,nan,nan,nan,nan,nan,nan,0.8,0.08,nan,nan,nan,0.9,nan,7.5,1.85,nan,nan,3.0,27.0,nan,1.3,nan,nan,nan,nan
Allocasuarina pusilla,nan,,,3,,,,,,,,,,,,,,,,35,,,,7,1,,,,,,,,,,,22,,,7,,,,,,,,,,,nan,nan,nan,nan,nan,nan,0.8,0.04,nan,nan,nan,0.4,nan,1.15,1.25,nan,nan,0.2,12.0,nan,0.3,nan,nan,nan,nan
Allocasuarina ramosissima,nan,,,34,7,,,,,,,,,,,,,,,38,,,,19,0,,,,,,,,,,,27,,,5,,,,,,,,,,,nan,nan,nan,nan,nan,nan,0.7,0.06,nan,nan,nan,0.95,nan,0.175,1.1,nan,nan,1.0,3.5,nan,0.6,nan,nan,nan,nan
Allocasuarina rigida,nan,,,0,,,,,,,,,,,,,,,,35,,,,12,0,,,,,,,,,,,4,,,12,,,,,,,,,,,nan,nan,nan,nan,nan,nan,0.7,0.07,nan,nan,nan,0.8500000000000001,nan,4.0,1.75,nan,nan,0.5,33.0,nan,1.0,nan,nan,nan,nan
Allocasuarina robusta,nan,,,0,,,,,,,,,,,,,,,,35,,,,19,1,,,,,,,,,,,4,,,14,,,,,,,,,,,nan,nan,nan,nan,nan,nan,0.7,0.07,nan,nan,nan,0.8,nan,2.5,1.6,nan,nan,0.2,20.0,nan,0.7,nan,nan,nan,nan
Allocasuarina rupicola,nan,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,13,,,,,,,,,,,nan,nan,nan,nan,nan,nan,0.6,0.07,nan,nan,nan,0.4,nan,1.75,1.25,nan,nan,1.0,18.0,nan,0.8,nan,nan,nan,nan
Allocasuarina scleroclada,nan,,,0,,,,,,,,,,,,,,,,35,,,,25,0,,,,,,,,,,,12,,,7,,,,,,,,,,,nan,nan,nan,nan,nan,nan,1.3,0.1,nan,nan,nan,2.0,nan,1.1,2.15,nan,nan,1.0,23.0,nan,2.0,nan,nan,nan,nan
Allocasuarina simulans,nan,,,16,,,,,,,,,,,,,,,,5,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,0.9,0.09,nan,nan,nan,0.8,nan,3.0,2.3499999999999996,nan,nan,nan,19.0,nan,1.3,nan,nan,nan,nan
Allocasuarina spinosissima,nan,,,0,,,,,,,,,,,,,,,,46,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,nan,nan,nan,nan,nan,nan,0.8,0.1,nan,nan,nan,0.75,nan,2.25,1.65,nan,nan,2.0,nan,nan,0.8,nan,nan,nan,nan
Allocasuarina striata,nan,,,0,,,,,,,,,,,,,,,,35,,,,20,1,,,,,,,,,,,4,,,7,,,,,,,,,,,nan,nan,nan,nan,nan,nan,1.0,0.08,nan,nan,nan,1.2,nan,2.0,2.45,nan,nan,1.0,10.0,nan,0.8,nan,nan,nan,nan
Allocasuarina tessellata,nan,,,,,,,,,,,,,,,,,,,4,,,,19,,,,,,,,,,,,4,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,1.4,0.07,nan,nan,nan,nan,nan,3.0,4.05,nan,nan,3.0,nan,nan,0.7,nan,nan,nan,nan
Allocasuarina thalassoscopica,nan,,,0,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,7,,,,,,,,,,,nan,nan,nan,nan,nan,nan,0.9,0.07,nan,nan,nan,0.44999999999999996,nan,2.5,1.8,nan,nan,1.0,nan,nan,0.7,nan,nan,nan,nan
Allocasuarina thuyoides,nan,,,0,,,,,,,,,,,,,,,,4,,,,25,,,,,,,,,,,,,,,7,,,,,,,,,,,nan,nan,nan,nan,nan,nan,0.8,0.04,nan,nan,nan,0.4,nan,0.3,1.4,nan,nan,0.3,3.0,nan,0.1,nan,nan,nan,nan
