taxon,bark_size.1.length_high,bark_color,fruit_shape,infructescence_shape,leaf_color,leaf_hair_surface,peduncle_shape,nut_apex_shape,nut_surface,nutlet_surface,branch_color,petiole_venation,nut_color,bract_apex_shape,branch_surface,nutlet_shape,twig_surface,bud_shape,petiole_apex_shape,article_surface,leaf_apex_shape,bract_margin,petiole_base_shape,phyllichnia_shape,leaf_duration,petiole_color,rachis_shape,rachis_surface,bark_surface,leaf_hair_shape,leaf_margin,bract_surface,leaf_axil_venation,leaf_venation,petiole_surface,branch_shape,bract_color,petiole_shape,leaf_count_location,leaf_base_shape,twig_color,bract_shape,inflorescence_shape,peduncle_surface,nut_shape,leaf_surface,leaf_shape,bud_surface,bud_color,bract_size_width,nut_size_length,bract_size_length,leaf_size_width,fruit_size_length,nutlet_size_width,infructescence_size_width,article_size_width,inflorescence_size_width,peduncle_size_length,nutlet_size_length,leaf_size_length,nut_size_width,inflorescence_size_length,infructescence_size_length,bract_size_thickness,bud_size_length,tree_size_height,branch_size_length,nut_size_thickness,article_size_length,petiole_size_length,rachis_size_thickness,twig_size_diameter,rachis_size_length
Castanopsis longzhouica,nan,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['8'],[],[],[],[],[],[],[],[],[],"['2', '7']",['8'],[],"['6', '15']",[],[],['6'],[],[],['11'],[],"['40', '15']",[],[],[],[],['18'],[],[],nan,1.25,nan,nan,4.0,nan,nan,nan,nan,nan,nan,9.0,nan,1.5,nan,nan,nan,nan,nan,nan,nan,1.25,nan,nan,nan
Castanopsis megaphylla,nan,[],[],[],[],[],[],[],['10'],[],['1'],[],[],[],[],[],[],[],[],[],"['19', '23']",[],[],[],[],[],['15'],['4'],[],[],['17'],[],[],"['6', '15', '5']",[],[],['4'],[],[],"['27', '17', '25']",[],[],[],[],['40'],[],['18'],[],[],nan,1.0,nan,13.0,nan,nan,nan,nan,nan,nan,nan,35.5,nan,28.0,nan,nan,nan,nan,nan,nan,nan,2.5,7.0,nan,2.5
Castanopsis mekongensis,nan,[],[],['36'],"['2', '8', '18', '23']",[],[],[],['10'],[],[],[],[],[],[],[],[],[],[],[],['4'],[],[],[],[],[],[],[],[],[],['17'],['9'],[],"['6', '15', '5']",[],[],[],[],[],"['4', '27', '38']",[],[],[],[],[],['18'],['23'],[],[],nan,3.4749999999999996,1.25,6.5,nan,nan,nan,nan,nan,nan,nan,20.0,1.75,nan,10.0,2.0,nan,nan,nan,nan,nan,1.5,nan,nan,nan
Castanopsis nigrescens,nan,[],[],[],"['18', '13', '2']",[],[],['1'],['10'],[],"['1', '16']",[],[],[],[],[],[],[],[],[],"['19', '4']",[],[],[],[],[],['15'],"['4', '7']",[],[],['17'],['8'],[],"['6', '15', '5']",[],[],"['6', '8']",[],[],"['27', '38', '25']",[],[],[],[],['34'],[],['49'],[],[],nan,2.5,1.3,4.5,nan,nan,nan,nan,nan,nan,nan,11.5,nan,nan,10.0,4.0,nan,8.0,nan,nan,nan,1.5,6.0,nan,4.25
Castanopsis oblonga,nan,[],[],[],['8'],[],[],[],['9'],[],['1'],[],[],[],[],[],[],[],[],[],['4'],[],[],[],[],[],['8'],[],[],[],"['17', '2', '7']","['8', '2']",[],"['6', '15', '5']",[],[],"['4', '2', '6']",[],[],"['4', '17', '38']",[],[],[],[],[],[],['49'],[],[],nan,1.4,5.5,2.75,1.1,nan,nan,nan,nan,nan,nan,7.5,nan,nan,7.5,1.0,nan,8.0,nan,nan,nan,8.0,3.0,nan,3.0
Castanopsis oleifera,nan,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Castanopsis orthacantha,nan,[],[],"['25', '37']",[],[],[],[],['10'],[],[],[],[],[],[],[],[],[],[],[],['8'],[],[],[],[],[],[],[],[],[],"['17', '36']",['9'],[],"['6', '15']",[],[],['1'],[],[],"['4', '27', '38', '25']",[],[],[],[],[],[],['49'],[],[],nan,1.25,4.25,3.75,nan,nan,nan,nan,nan,nan,nan,10.5,nan,nan,15.0,2.75,nan,10.0,nan,nan,nan,1.0,nan,nan,nan
Castanopsis ouonbiensis,nan,[],[],[],['12'],[],[],[],['3'],[],[],[],[],[],[],[],[],[],[],[],"['8', '4']",[],[],[],[],[],"['5', '12', '15']",[],[],[],['17'],['8'],[],"['6', '15', '5']",[],[],[],[],[],"['27', '17']",[],[],[],[],[],['18'],['18'],[],[],nan,1.6,4.375,5.0,1.1,nan,nan,nan,nan,nan,nan,14.0,1.2999999999999998,15.0,13.0,1.5,nan,25.0,nan,nan,nan,2.25,nan,nan,nan
Castanopsis platyacantha,nan,[],[],"['37', '12']","['12', '23', '20']",[],[],[],['10'],[],[],[],['1'],[],['2'],[],[],[],[],[],"['8', '4']",[],[],[],[],[],[],[],[],[],"['17', '32']",['9'],[],"['6', '15', '5']",[],[],['2'],[],[],"['27', '17', '25']",[],[],[],[],[],[],['49'],[],[],nan,1.75,3.0,4.5,nan,nan,nan,nan,nan,nan,nan,14.0,1.7,nan,11.5,nan,nan,20.0,nan,1.75,nan,1.15,nan,nan,nan
Castanopsis qingbeiensis,nan,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Castanopsis remotidenticulata,nan,[],[],[],[],[],[],[],['9'],[],['9'],[],[],[],['2'],[],[],[],[],[],"['4', '14']",[],[],[],[],[],['15'],[],[],[],['32'],[],[],"['6', '15', '12']",[],[],[],[],[],"['27', '17', '25']",[],[],[],[],[],[],['37'],[],[],nan,2.1,4.5,3.5,2.1,nan,nan,nan,nan,nan,nan,9.0,nan,nan,8.5,1.5,nan,25.0,nan,nan,nan,1.0,4.5,nan,3.25
Castanopsis rockii,nan,[],"['29', '14']",[],[],[],[],[],['5'],[],"['4', '24']",[],[],[],['2'],[],[],[],[],[],"['8', '4']",[],[],[],[],[],[],"['4', '0']",[],[],['17'],[],[],"['6', '15']",[],[],[],[],[],"['25', '17']",[],[],[],[],[],[],['37'],[],[],nan,1.2,1.25,5.5,4.5,nan,nan,nan,nan,nan,nan,20.0,nan,nan,nan,2.5,nan,20.0,nan,nan,nan,1.75,nan,nan,nan
Castanopsis rufotomentosa,nan,[],[],[],['12'],[],[],[],['3'],[],[],[],[],[],[],[],[],[],[],[],['23'],[],[],[],[],[],[],[],[],[],['17'],[],[],"['6', '15', '5']",[],[],['3'],[],[],"['4', '27']",[],['50'],[],[],"['40', '38']",[],['28'],[],[],nan,1.0,3.0999999999999996,3.0,9.0,nan,nan,nan,nan,nan,nan,15.0,nan,nan,11.5,1.0,nan,18.0,nan,nan,nan,5.0,nan,nan,nan
Castanopsis sclerophylla,nan,[],[],"['37', '36']",['20'],[],[],['7'],"['9', '16']",[],[],[],['9'],[],[],[],[],[],[],[],['4'],[],[],[],[],[],[],[],[],[],"['17', '36']",[],[],"['6', '15', '5']",[],[],[],[],[],"['27', '17']",[],[],[],[],['40'],[],['37'],[],[],nan,1.275,nan,nan,8.0,nan,nan,nan,nan,nan,nan,11.0,nan,15.0,11.5,1.0,nan,nan,nan,nan,nan,2.0,nan,nan,nan
Castanopsis subuliformis,nan,[],[],[],"['12', '13']",[],[],[],['7'],[],['4'],[],['1'],[],['2'],[],[],[],[],[],"['8', '14']",[],[],[],[],[],['13'],['0'],[],[],[],['9'],[],"['6', '15', '5']",[],[],['8'],[],[],"['4', '27']",[],[],[],[],[],[],['37'],[],[],nan,1.2,3.5,4.0,1.3,nan,nan,nan,nan,nan,nan,10.5,1.5,nan,11.0,1.0,nan,25.0,nan,nan,nan,1.5,3.5,nan,1.75
Castanopsis tcheponensis,nan,[],[],[],['28'],[],[],[],['3'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['2'],[],"['6', '15']",[],[],"['4', '0']",[],[],[],[],['49'],"['30', '28']",[],"['34', '40']",[],['18'],[],[],nan,1.65,9.5,5.0,nan,nan,nan,nan,nan,nan,nan,12.5,1.2999999999999998,15.75,nan,1.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan
Castanopsis tessellata,nan,[],[],['37'],[],[],[],[],['7'],[],[],[],[],[],[],[],[],[],[],[],['4'],[],[],[],[],[],[],[],[],[],['17'],['7'],[],"['6', '15', '5']",[],[],['4'],[],[],"['4', '25', '17', '38']",[],[],[],[],[],['18'],['37'],[],[],nan,1.65,nan,6.5,1.25,nan,nan,nan,nan,nan,nan,22.5,1.75,nan,20.0,nan,nan,10.0,nan,nan,nan,2.25,nan,nan,nan
Castanopsis tibetana,nan,[],[],[],"['13', '12', '11']",[],[],[],['5'],[],[],[],[],[],[],[],[],[],[],[],['4'],[],[],[],[],[],"['10', '13']",[],[],[],"['17', '32']",['8'],[],"['6', '15', '5']",[],[],[],[],[],"['27', '17', '38']",[],[],[],[],[],[],['23'],[],[],nan,1.65,2.0,7.5,nan,nan,nan,nan,nan,nan,nan,22.5,2.4,15.0,nan,3.5,nan,nan,nan,nan,nan,2.25,5.0,nan,7.0
Castanopsis tonkinensis,nan,[],[],[],"['12', '24']",[],[],[],['7'],[],[],"['1', '4', '0']",['1'],[],['2'],[],[],[],"['2', '3']",[],[],[],['4'],[],[],['13'],[],[],[],[],[],[],[],[],"['12', '1']",[],[],"['5', '15']",[],[],[],[],"['17', '30', '12']",[],['13'],['16'],['28'],[],[],nan,1.05,8.0,2.75,8.5,nan,nan,nan,nan,nan,nan,9.5,nan,20.0,nan,0.75,nan,10.0,nan,nan,nan,2.0,nan,nan,nan
Castanopsis tribuloides,nan,[],[],[],"['12', '18', '6', '8']",[],[],[],['3'],[],[],[],[],[],[],[],[],[],[],[],['8'],[],[],[],[],[],"['5', '12', '13']",['5'],[],[],['17'],[],[],"['6', '15', '5']",[],[],[],[],[],"['4', '27']",[],['49'],[],[],[],['19'],['18'],[],[],nan,1.75,4.0,4.25,9.0,nan,nan,nan,nan,nan,nan,12.5,1.3,nan,25.0,1.0,nan,5.0,nan,nan,nan,1.25,nan,nan,1.9000000000000001
Castanopsis uraiana,nan,[],[],[],"['12', '6']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['3'],[],[],[],"['17', '32']",['8'],[],"['6', '15', '5']",[],[],[],[],[],['11'],[],"['40', '59']",[],[],[],[],['23'],[],[],nan,3.3,nan,2.5,5.5,nan,nan,nan,nan,nan,nan,10.0,9.5,nan,7.5,nan,nan,nan,nan,1.0,nan,1.1,2.0,nan,nan
Castanopsis wattii,nan,[],['30'],[],[],[],[],[],['5'],[],[],[],[],[],[],[],[],[],[],[],['4'],[],[],[],[],[],[],['0'],[],[],[],[],[],"['6', '15', '5']",[],[],[],[],[],"['4', '25', '17']",[],[],[],[],[],[],['49'],[],[],nan,2.25,6.0,4.0,8.5,nan,nan,nan,nan,nan,nan,15.5,1.25,20.0,nan,1.25,nan,15.0,nan,nan,nan,1.15,nan,nan,nan
Castanopsis wenchangensis,nan,[],[],[],[],[],[],[],"['10', '9']",[],[],[],[],[],[],[],[],[],[],[],"['8', '4']",[],[],[],[],[],['15'],[],[],[],[],[],[],"['6', '15', '5']",[],[],[],[],[],"['4', '27']",[],[],[],[],['40'],[],['28'],[],[],nan,2.375,1.35,2.75,1.1,nan,nan,nan,nan,nan,nan,7.0,nan,5.5,4.5,1.5,nan,5.0,nan,nan,nan,1.5,1.25,nan,nan
Castanopsis wuzhishangensis,nan,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Castanopsis xichouensis,nan,[],[],[],"['18', '12', '2']",[],[],[],['9'],[],[],[],['1'],[],['2'],[],[],[],[],[],['8'],[],[],[],[],[],[],[],[],[],['32'],[],[],"['6', '15']",[],[],[],[],[],"['11', '25', '17']",[],[],[],[],[],[],['18'],[],[],nan,1.2,nan,4.75,8.0,nan,nan,nan,nan,nan,nan,12.5,nan,nan,20.0,1.5,nan,15.0,nan,nan,nan,2.0,8.0,nan,4.25
Cyclobalanopsis,nan,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"['13', '4', '12']",[],[],[],[],[],[],[],[],[],[],['0'],[],[],[],[],[],[],[],[],[],[],[],[],['21'],[],[],[],[],[],[],[],nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Cyclobalanopsis albicaulis,nan,[],[],[],['10'],[],[],[],"['9', '3']",[],['26'],[],['1'],[],['2'],[],[],[],[],[],"['4', '14']","['11', '3']",[],[],[],[],['11'],['0'],[],[],"['17', '2']",[],[],"['6', '15', '5']",['1'],"['0', '25']",[],[],[],"['27', '17']",[],[],[],[],"['31', '14']",['19'],['21'],[],[],nan,4.0,nan,4.5,nan,nan,nan,nan,nan,nan,nan,12.5,2.5,2.5,nan,nan,nan,nan,nan,nan,nan,2.75,nan,nan,2.5
Cyclobalanopsis annulata,nan,[],[],[],[],[],[],[],[],[],"['14', '5']",[],[],[],"['9', '7']",[],[],[],[],[],"['4', '14']",['11'],[],[],[],[],[],[],[],[],"['36', '32']",[],[],"['6', '15', '5']",[],"['7', '0', '20', '25']",[],[],[],['17'],[],[],[],[],['34'],['25'],['21'],[],[],1.35,1.35,7.0,4.25,nan,nan,nan,nan,nan,nan,nan,11.0,1.25,nan,nan,1.0,nan,nan,1.5,nan,nan,nan,nan,nan,nan
Cyclobalanopsis argyrotricha,nan,[],[],['9'],['24'],[],[],['9'],"['12', '15']",[],['11'],[],"['9', '11']",[],['11'],[],[],[],[],[],['4'],[],[],[],[],[],[],[],[],['6'],['32'],[],[],"['6', '15']",['11'],[],[],[],[],"['27', '25']",[],[],[],[],['34'],['27'],['49'],[],[],nan,3.575,nan,3.25,nan,nan,nan,nan,nan,nan,nan,9.25,1.35,nan,1.0,2.0,nan,nan,nan,nan,nan,1.5,nan,nan,nan
Cyclobalanopsis augustinii,nan,[],[],[],[],[],[],['9'],"['12', '9', '3']",[],[],[],['2'],[],[],[],[],[],[],[],[],"['11', '3']",[],[],[],[],[],[],[],[],[],[],[],[],['1'],['25'],[],[],[],[],[],[],[],[],"['9', '34', '27']",['7'],['32'],[],[],nan,1.0750000000000002,nan,2.5,6.0,nan,nan,nan,nan,nan,nan,9.0,1.075,nan,nan,1.0,nan,nan,nan,nan,nan,1.25,nan,nan,nan
Cyclobalanopsis augustinii var. nigrinux,nan,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Cyclobalanopsis austrocochinchinensis,nan,[],[],[],['24'],[],[],['9'],['15'],[],['4'],[],['9'],[],[],[],[],[],[],[],"['8', '4']",['4'],[],[],[],[],[],[],[],[],['32'],[],[],"['6', '15']",[],[],[],[],[],['17'],[],[],[],[],"['11', '3']",['19'],['21'],[],[],nan,1.3250000000000002,nan,4.0,nan,nan,nan,nan,nan,nan,nan,13.5,1.6,nan,nan,2.0,nan,nan,nan,nan,nan,1.5,nan,nan,nan
Cyclobalanopsis austroglauca,nan,[],['27'],[],[],['2'],[],['0'],"['15', '3']",[],[],[],['2'],[],['2'],[],[],[],[],[],['4'],"['11', '4']",[],[],[],[],[],[],[],[],[],[],[],"['6', '15']",['1'],[],[],['14'],[],"['25', '17']",[],[],[],[],['34'],[],['21'],[],[],nan,2.1,1.0,4.0,8.0,nan,nan,nan,nan,nan,nan,12.0,nan,nan,4.5,1.0,nan,nan,nan,nan,nan,2.0,nan,nan,nan
Cyclobalanopsis bella,nan,[],[],[],['19'],[],[],[],"['12', '9', '10']",[],[],[],"['2', '5']",[],['7'],[],[],[],[],[],['4'],['8'],[],[],[],[],[],[],[],[],['32'],[],[],"['6', '15']",['1'],[],[],[],[],"['25', '17']",[],[],['11'],[],[],['19'],['21'],[],[],nan,2.625,1.2,2.75,3.0,nan,nan,nan,nan,nan,nan,11.5,2.675,1.5,nan,1.0,nan,nan,nan,nan,nan,1.5,nan,nan,nan
Cyclobalanopsis blakei,nan,[],[],[],['38'],[],[],[],"['12', '15']",[],[],[],"['2', '5']",[],['2'],[],[],[],[],[],['4'],"['11', '4']",[],[],[],[],[],[],[],[],['32'],[],[],"['6', '15']",['1'],[],[],['11'],[],['17'],[],[],['22'],[],"['34', '13']",['29'],['23'],[],[],nan,5.25,9.0,1.75,nan,nan,nan,nan,nan,nan,nan,13.0,2.375,1.5,nan,1.0,nan,nan,nan,nan,nan,2.25,nan,nan,nan
Cyclobalanopsis camusiae,nan,[],[],['33'],['24'],[],[],[],"['12', '15']",[],['4'],[],['1'],[],"['11', '4']",[],[],[],[],[],"['4', '14']",['11'],[],[],[],[],[],[],[],[],"['17', '36']",[],[],"['6', '15']",['1'],[],[],[],[],"['25', '17']",[],[],[],[],"['9', '40']",['7'],['20'],[],[],nan,4.85,1.0,4.0,2.0,nan,nan,nan,nan,nan,nan,14.0,2.25,nan,2.0,3.0,nan,nan,nan,nan,nan,2.5,nan,nan,nan
Cyclobalanopsis championii,nan,[],[],[],"['24', '9']",[],[],['9'],"['15', '5']",[],['5'],[],"['9', '1']",[],['11'],[],[],[],[],[],[],"['11', '8']",[],[],[],['5'],[],[],[],[],['17'],[],[],"['6', '15', '5']",['11'],"['23', '25']",[],[],[],['17'],[],[],['22'],[],['34'],"['29', '7']",['40'],[],[],nan,4.375,nan,3.0,4.5,nan,nan,nan,nan,nan,nan,6.75,1.2,4.0,nan,1.0,nan,nan,nan,nan,nan,1.15,nan,nan,nan
Cyclobalanopsis changhualingensis,nan,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Cyclobalanopsis chapensis,nan,[],[],[],[],[],[],['9'],"['12', '15', '7', '3']",[],[],[],['5'],[],"['13', '2']",[],[],[],[],[],['4'],['4'],[],[],[],[],[],[],[],[],['36'],[],[],"['6', '15']",['1'],['25'],[],[],[],['17'],[],[],[],[],['37'],[],['21'],[],[],nan,5.05,1.5,3.0,3.0,nan,nan,nan,nan,nan,nan,14.5,2.55,nan,nan,4.0,nan,nan,nan,nan,nan,1.75,nan,nan,nan
Cyclobalanopsis chevalieri,nan,[],['8'],[],['24'],[],[],[],"['12', '3']",[],['26'],[],['1'],[],[],[],[],[],[],[],['14'],['4'],[],[],[],[],[],[],[],[],"['17', '36']",[],[],"['6', '15', '5']",[],"['21', '25']",[],[],[],['17'],[],[],[],[],"['34', '14']","['18', '7']",['18'],[],[],nan,1.25,nan,3.0,1.975,nan,nan,nan,nan,nan,nan,8.5,0.7,nan,3.0,1.0,nan,nan,nan,nan,nan,6.5,nan,nan,nan
Cyclobalanopsis chingsiensis,nan,[],[],[],[],[],[],['2'],['9'],[],['10'],[],[],[],['12'],[],[],[],[],[],['4'],[],[],[],[],[],[],[],[],['6'],['32'],[],[],"['6', '15']",[],[],[],['11'],[],"['27', '25']",[],[],[],[],[],"['27', '7']",['21'],[],[],nan,7.0,2.2,4.0,nan,nan,nan,nan,nan,nan,nan,9.0,2.5,nan,nan,3.0,nan,nan,nan,nan,nan,1.75,nan,nan,nan
Cyclobalanopsis chungii,nan,[],[],['33'],[],['12'],[],['9'],['15'],[],['4'],[],['2'],[],[],[],[],[],[],[],"['8', '29', '14']","['11', '8']",[],[],[],['3'],[],[],[],['6'],['36'],[],[],"['6', '15']",[],[],[],[],[],['17'],[],[],[],[],[],[],['18'],[],[],nan,5.625,1.0,2.75,nan,nan,nan,nan,nan,nan,nan,8.0,1.725,1.75,2.25,2.0,nan,nan,nan,nan,nan,1.5,nan,nan,nan
Cyclobalanopsis daimingshanensis,nan,[],[],[],"['45', '24']",[],[],[],['3'],[],[],[],['18'],[],['2'],[],[],[],[],[],[],"['11', '8']",[],[],[],[],[],[],[],[],['36'],[],[],"['6', '15']",['1'],[],[],[],[],['17'],[],[],['22'],[],['14'],['7'],['22'],[],[],nan,2.85,nan,2.25,4.0,nan,nan,nan,nan,nan,nan,5.5,1.25,1.0,nan,nan,nan,nan,nan,nan,nan,6.5,nan,nan,nan
Cyclobalanopsis delavayi,nan,[],[],[],[],[],[],[],"['12', '15']",[],[],[],['5'],[],[],[],[],[],[],[],['4'],['8'],[],[],[],[],[],[],[],[],['32'],[],[],"['6', '15', '5']",[],[],[],[],[],['17'],[],[],['29'],[],"['9', '34', '13']",[],['37'],[],[],nan,5.7,nan,3.25,7.0,nan,nan,nan,nan,nan,nan,10.0,1.25,nan,nan,2.0,nan,nan,nan,nan,nan,1.75,nan,nan,nan
Cyclobalanopsis delicatula,nan,[],['8'],[],[],[],[],['9'],['10'],[],[],[],['2'],[],['2'],[],[],[],[],[],['14'],"['11', '8']",[],[],[],[],[],[],[],[],['17'],[],[],"['6', '15']",['1'],[],[],['11'],[],['17'],[],[],[],[],['13'],[],['49'],[],[],nan,2.25,nan,2.75,3.25,nan,nan,nan,nan,nan,nan,7.5,1.5,nan,1.0,1.0,nan,nan,nan,nan,nan,1.5,nan,nan,nan
Cyclobalanopsis dinghuensis,nan,[],[],['33'],"['6', '19', '24']",[],[],[],['15'],[],['5'],[],['2'],[],['11'],[],[],[],[],[],['25'],['11'],[],[],[],[],[],[],[],[],['17'],[],[],"['6', '15']",[],['25'],[],[],[],"['27', '17']",[],[],[],[],"['9', '13']",['29'],['21'],[],[],nan,2.95,4.0,2.25,nan,nan,nan,nan,nan,nan,nan,8.5,2.05,nan,1.0,nan,nan,nan,5.0,nan,nan,1.25,nan,nan,nan
Cyclobalanopsis disciformis,nan,[],[],['10'],[],[],[],[],"['9', '15']",[],[],[],"['2', '5']",[],[],[],[],[],[],[],"['4', '14']","['11', '8']",[],[],[],[],[],[],[],[],[],[],[],"['6', '15', '5']",['11'],[],[],[],[],"['25', '17']",[],[],[],[],[],[],['37'],[],[],nan,2.625,nan,3.25,2.0,nan,nan,nan,nan,nan,nan,9.5,2.0,nan,5.0,4.0,nan,10.0,nan,nan,nan,2.0,nan,nan,nan
Cyclobalanopsis dongfangensis,nan,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Cyclobalanopsis edithiae,nan,[],['27'],[],"['18', '24', '45']",[],[],[],"['9', '18']",[],[],[],['5'],[],['2'],[],[],[],[],[],[],['8'],[],[],[],[],[],[],[],[],['36'],[],[],"['6', '15']",['1'],['3'],[],[],[],['17'],[],[],[],[],"['9', '13']",[],['21'],[],[],nan,3.75,nan,4.0,2.8,nan,nan,nan,nan,nan,nan,10.5,2.5,1.5,nan,2.5,nan,nan,nan,nan,nan,2.5,1.0,nan,nan
Cyclobalanopsis elevaticostata,nan,[],[],[],[],[],[],[],[],[],['9'],"['1', '4']",['14'],[],['2'],[],[],[],['0'],[],[],"['2', '11']",['4'],[],[],"['10', '13']",[],[],[],[],[],[],[],[],[],['25'],[],[],[],[],[],[],[],[],"['9', '11', '16', '13']",['7'],['18'],[],[],nan,4.425,5.0,3.25,1.25,nan,nan,nan,nan,nan,nan,11.5,1.1,nan,nan,nan,nan,nan,nan,nan,nan,6.5,nan,nan,nan
Cyclobalanopsis fleuryi,nan,[],[],[],"['45', '9']",[],[],[],['15'],[],['8'],[],[],[],['11'],[],[],[],[],[],"['8', '4']",[],[],[],[],[],[],['7'],[],[],"['17', '42', '36']",[],[],"['6', '15']",['11'],"['0', '6']",[],[],[],['17'],[],[],[],[],"['9', '13']",['29'],['21'],[],[],nan,3.75,1.2,6.5,6.5,nan,nan,nan,nan,nan,nan,20.5,2.5,nan,nan,nan,nan,nan,3.25,nan,nan,4.0,7.0,nan,nan
Cyclobalanopsis fuliginosa,nan,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Cyclobalanopsis gambleana,nan,[],[],[],['6'],[],[],[],"['12', '15', '5']",[],[],[],['1'],[],['11'],[],[],[],[],[],['4'],['8'],[],[],[],['9'],[],[],[],[],['32'],[],[],"['6', '15', '5']",['11'],[],[],['12'],[],"['27', '17']",[],[],[],[],"['9', '34', '13']",['29'],['21'],[],[],nan,1.5,nan,3.5,8.0,nan,nan,nan,nan,nan,nan,16.0,1.65,nan,nan,1.0,nan,nan,nan,nan,nan,3.5,nan,nan,nan
Cyclobalanopsis gilva,nan,[],[],[],['6'],[],[],[],['9'],[],['8'],[],['2'],[],['11'],[],[],[],[],[],['4'],"['11', '8']",[],[],[],[],[],[],[],[],[],[],[],"['6', '15']",['6'],['23'],[],[],[],['17'],[],[],[],[],['15'],[],['35'],[],[],nan,4.375,nan,2.75,5.5,nan,nan,nan,nan,nan,nan,9.0,1.225,1.0,nan,1.0,nan,nan,nan,nan,nan,1.25,nan,nan,nan
Cyclobalanopsis glauca,nan,[],['27'],[],[],[],[],[],"['12', '9', '5', '3']",[],[],[],['18'],[],['2'],[],[],[],[],[],"['4', '14']","['11', '8']",[],[],[],[],[],[],[],[],['32'],[],[],"['6', '15']",[],[],[],[],[],"['27', '17']",[],[],[],[],"['9', '34', '27', '13']",['7'],['40'],[],[],nan,1.3,nan,3.75,6.75,nan,nan,nan,nan,nan,nan,9.5,1.15,nan,2.25,nan,nan,nan,nan,nan,nan,2.0,nan,nan,nan
Cyclobalanopsis glaucoides,nan,[],[],[],"['19', '24']",[],[],[],"['12', '10', '15']",[],['15'],[],['1'],[],['11'],[],[],[],[],[],"['4', '14']",[],[],[],[],[],[],[],[],[],['32'],[],[],"['6', '15', '5']",[],[],[],[],[],['17'],[],[],['22'],[],"['9', '34', '13']",['29'],['18'],[],[],nan,4.1,nan,3.5,5.5,nan,nan,nan,nan,nan,nan,8.5,5.425,1.75,nan,nan,nan,nan,nan,nan,nan,1.25,nan,nan,nan
Cyclobalanopsis gracilis,nan,[],[],[],['24'],[],[],[],[],[],[],[],[],[],['11'],[],[],[],[],[],"['4', '14']","['4', '8']",[],[],[],[],[],[],[],[],['36'],[],[],"['6', '15']",[],[],[],[],[],['17'],[],[],[],[],"['9', '13']",[],['39'],[],[],nan,4.375,nan,2.25,5.0,nan,nan,nan,nan,nan,nan,6.75,1.15,1.25,nan,nan,nan,nan,nan,nan,nan,1.25,nan,nan,nan
