nutlet_shape
deltoid,0
ellipsoid,1
ellipsoid-ovoid,2
elliptic,3
elliptic-obovate,4
elliptic-ovate,5
oblong,6
oblong-obovate,7
obovate,8
obovoid,9
orbicular,10
ovate,11
ovoid,12
ovoid-spheric,13
ovoid-triangular,14
rhomboid,15
spheric,16
subglobose,17
