twig_color
black,0
bronze,1
brown,2
brown-golden,3
brown-gray,4
brown-green,5
brown-orange,6
brown-purple,7
brown-red,8
brown-tan,9
brown-yellow,10
glaucous,11
gray,12
gray-red,13
green,14
orange,15
orange-tan,16
red,17
tan,18
white,19
yellow,20
